Date,CP,B9,Longwave_Rad_AVG,RAD_SOL,TEMP_MIN,Radiative_Dif_AVG,Radiative_Direct_AVG,PPFD,Longitude,B6,Latitude,RAIN,TDN_based_ADF,B5,B8A,GEMI
2022-05-18,2.685987956,3862.0,280.20675736111104,17.63,18.3,35.20435131644441,328.9837507734972,419.6449525819363,-54.83918867,3570.0,-20.446996,0.0,51.26057131,2333.0,4117.0,-4667333.8927181
2022-05-18,2.688668583,3862.0,280.20675736111104,17.63,18.3,35.20435131644441,328.9837507734972,419.6449525819363,-54.83918867,3570.0,-20.446996,0.0,50.96179154,2333.0,4117.0,-4667333.8927181
2022-05-18,2.593293788,3883.0,280.20675736111104,17.63,18.3,35.20435131644441,328.9837507734972,419.6449525819363,-54.83923167,3488.0,-20.446863,0.0,46.73774633,2368.0,3962.0,-4114430.347282897
2022-05-18,2.689111306,3883.0,280.20675736111104,17.63,18.3,35.20435131644441,328.9837507734972,419.6449525819363,-54.83923167,3488.0,-20.446863,0.0,46.90717585,2368.0,3962.0,-4114430.347282897
2022-06-22,4.708278463,6610.0,367.52495472222273,10.94,19.1,171.65818707183973,11.770339319604854,358.9502014961379,-54.838631,3028.0,-20.44614667,18.4,49.44313569,2377.0,3785.0,-1391078.5209287675
2022-06-22,4.795468805,6610.0,367.52495472222273,10.94,19.1,171.65818707183973,11.770339319604854,358.9502014961379,-54.838631,3028.0,-20.44614667,18.4,47.8413243,2377.0,3785.0,-1391078.5209287675
2022-06-22,5.360591292,5082.0,367.52495472222273,10.94,19.1,171.65818707183973,11.770339319604854,358.9502014961379,-54.838848,3416.0,-20.44657867,18.4,51.22156003,3091.0,3278.0,-113220.60053102132
2022-06-22,5.349896845,5082.0,367.52495472222273,10.94,19.1,171.65818707183973,11.770339319604854,358.9502014961379,-54.838848,3416.0,-20.44657867,18.4,51.47087982,3091.0,3278.0,-113220.60053102132
2022-06-22,4.715676388,4965.0,367.52495472222273,10.94,19.1,171.65818707183973,11.770339319604854,358.9502014961379,-54.83916633,2837.0,-20.44647667,18.4,56.64865127,2427.0,2929.0,-278224.66831580416
2022-06-22,4.623732241,4965.0,367.52495472222273,10.94,19.1,171.65818707183973,11.770339319604854,358.9502014961379,-54.83916633,2837.0,-20.44647667,18.4,54.67441186,2427.0,2929.0,-278224.66831580416
2022-06-22,5.088014662,7094.0,367.52495472222273,10.94,19.1,171.65818707183973,11.770339319604854,358.9502014961379,-54.838801,4193.0,-20.44703067,18.4,47.81167332,3613.0,4400.0,-550.2072783116698
2022-06-22,4.905219072,7094.0,367.52495472222273,10.94,19.1,171.65818707183973,11.770339319604854,358.9502014961379,-54.838801,4193.0,-20.44703067,18.4,47.90197734,3613.0,4400.0,-550.2072783116698
2022-06-22,2.354868882,5051.0,367.52495472222273,10.94,19.1,171.65818707183973,11.770339319604854,358.9502014961379,-54.839217,3159.0,-20.44683167,18.4,53.90830402,2383.0,3631.0,-754206.6590715944
2022-06-22,2.268784209,5051.0,367.52495472222273,10.94,19.1,171.65818707183973,11.770339319604854,358.9502014961379,-54.839217,3159.0,-20.44683167,18.4,50.53189181,2383.0,3631.0,-754206.6590715944
2022-06-22,2.532049149,5927.0,367.52495472222273,10.94,19.1,171.65818707183973,11.770339319604854,358.9502014961379,-54.839051,3565.0,-20.446942,18.4,44.35558404,2800.0,4150.0,-446842.556768844
2022-06-22,2.624597293,5927.0,367.52495472222273,10.94,19.1,171.65818707183973,11.770339319604854,358.9502014961379,-54.839051,3565.0,-20.446942,18.4,48.45501216,2800.0,4150.0,-446842.556768844
2022-04-20,5.786000154,4235.0,371.887231875,21.86,17.1,35.43195944713262,347.9867691227832,522.8047134368735,-54.83907833,3819.0,-20.446484,0.0,58.7107711,2291.0,4194.0,-5970154.396588125
2022-04-20,5.783110044,4235.0,371.887231875,21.86,17.1,35.43195944713262,347.9867691227832,522.8047134368735,-54.83907833,3819.0,-20.446484,0.0,61.04519871,2291.0,4194.0,-5970154.396588125
2022-04-20,7.124578025,4493.0,371.887231875,21.86,17.1,35.43195944713262,347.9867691227832,522.8047134368735,-54.83861033,4031.0,-20.44663733,0.0,60.18924475,2335.0,4401.0,-7125607.648920345
2022-04-20,7.223354582,4493.0,371.887231875,21.86,17.1,35.43195944713262,347.9867691227832,522.8047134368735,-54.83861033,4031.0,-20.44663733,0.0,59.31672753,2335.0,4401.0,-7125607.648920345
2022-04-20,6.680432704,4324.0,371.887231875,21.86,17.1,35.43195944713262,347.9867691227832,522.8047134368735,-54.838897,3944.0,-20.44633833,0.0,52.63143048,2326.0,4322.0,-6882150.010846582
2022-04-20,6.51203639,4324.0,371.887231875,21.86,17.1,35.43195944713262,347.9867691227832,522.8047134368735,-54.838897,3944.0,-20.44633833,0.0,52.44791886,2326.0,4322.0,-6882150.010846582
2022-04-20,7.538986903,4386.0,371.887231875,21.86,17.1,35.43195944713262,347.9867691227832,522.8047134368735,-54.838811,3893.0,-20.44671033,0.0,54.6374969,2306.0,4210.0,-6468816.853734583
2022-04-20,7.271757344,4386.0,371.887231875,21.86,17.1,35.43195944713262,347.9867691227832,522.8047134368735,-54.838811,3893.0,-20.44671033,0.0,55.23320331,2306.0,4210.0,-6468816.853734583
2022-04-20,3.082142645,4220.0,371.887231875,21.86,17.1,35.43195944713262,347.9867691227832,522.8047134368735,-54.83924367,3687.0,-20.44692733,0.0,44.98223209,2124.0,4374.0,-6332182.838613641
2022-04-20,3.16388557,4220.0,371.887231875,21.86,17.1,35.43195944713262,347.9867691227832,522.8047134368735,-54.83924367,3687.0,-20.44692733,0.0,45.53597896,2124.0,4374.0,-6332182.838613641
2022-04-20,3.658248606,4215.0,371.887231875,21.86,17.1,35.43195944713262,347.9867691227832,522.8047134368735,-54.83911033,3668.0,-20.446941,0.0,48.65100318,2139.0,4331.0,-6107735.014032733
2022-04-20,3.836273814,4215.0,371.887231875,21.86,17.1,35.43195944713262,347.9867691227832,522.8047134368735,-54.83911033,3668.0,-20.446941,0.0,51.62994532,2139.0,4331.0,-6107735.014032733
2022-04-06,9.58697173,4034.0,411.7603650694442,21.5,21.5,55.43210602056249,306.5506366099681,532.4173309593064,-54.838854,3636.0,-20.44615233,2.0,55.8207313,2204.0,3970.0,-4754130.546514892
2022-04-06,9.670904535,4034.0,411.7603650694442,21.5,21.5,55.43210602056249,306.5506366099681,532.4173309593064,-54.838854,3636.0,-20.44615233,2.0,54.38994674,2204.0,3970.0,-4754130.546514892
2022-04-06,6.639711346,4017.0,411.7603650694442,21.5,21.5,55.43210602056249,306.5506366099681,532.4173309593064,-54.83932933,3632.0,-20.44665567,2.0,54.53465595,2210.0,3984.0,-5055280.910210092
2022-04-06,6.11769724,4017.0,411.7603650694442,21.5,21.5,55.43210602056249,306.5506366099681,532.4173309593064,-54.83932933,3632.0,-20.44665567,2.0,53.78200751,2210.0,3984.0,-5055280.910210092
2022-04-06,7.962381874,4034.0,411.7603650694442,21.5,21.5,55.43210602056249,306.5506366099681,532.4173309593064,-54.83899467,3838.0,-20.44704667,2.0,60.28727268,2224.0,4357.0,-6861171.376118913
2022-04-06,8.135262155,4034.0,411.7603650694442,21.5,21.5,55.43210602056249,306.5506366099681,532.4173309593064,-54.83899467,3838.0,-20.44704667,2.0,60.67244732,2224.0,4357.0,-6861171.376118913
2022-04-06,8.608928308,4082.0,411.7603650694442,21.5,21.5,55.43210602056249,306.5506366099681,532.4173309593064,-54.83874133,3871.0,-20.447071,2.0,58.81055681,2228.0,4245.0,-5887360.100262395
2022-04-06,8.451011648,4082.0,411.7603650694442,21.5,21.5,55.43210602056249,306.5506366099681,532.4173309593064,-54.83874133,3871.0,-20.447071,2.0,57.32815206,2228.0,4245.0,-5887360.100262395
2022-04-06,7.972521079,4171.0,411.7603650694442,21.5,21.5,55.43210602056249,306.5506366099681,532.4173309593064,-54.839704,3870.0,-20.44656733,2.0,56.37384648,2241.0,4335.0,-6829776.1522453725
2022-04-06,7.891813573,4171.0,411.7603650694442,21.5,21.5,55.43210602056249,306.5506366099681,532.4173309593064,-54.839704,3870.0,-20.44656733,2.0,57.11351203,2241.0,4335.0,-6829776.1522453725
2022-04-06,7.804520603,3987.0,411.7603650694442,21.5,21.5,55.43210602056249,306.5506366099681,532.4173309593064,-54.83924033,3499.0,-20.44671567,2.0,59.92512136,2182.0,3872.0,-3862811.33180982
2022-04-06,7.78506766,3987.0,411.7603650694442,21.5,21.5,55.43210602056249,306.5506366099681,532.4173309593064,-54.83924033,3499.0,-20.44671567,2.0,60.01880931,2182.0,3872.0,-3862811.33180982
2022-04-06,8.597778863,4129.0,411.7603650694442,21.5,21.5,55.43210602056249,306.5506366099681,532.4173309593064,-54.83974233,3902.0,-20.44650433,2.0,53.65869286,2214.0,4362.0,-7395035.085700852
2022-04-06,8.767578658,4129.0,411.7603650694442,21.5,21.5,55.43210602056249,306.5506366099681,532.4173309593064,-54.83974233,3902.0,-20.44650433,2.0,53.8609648,2214.0,4362.0,-7395035.085700852
2022-04-06,4.857827097,4017.0,411.7603650694442,21.5,21.5,55.43210602056249,306.5506366099681,532.4173309593064,-54.839105,3738.0,-20.44705267,2.0,48.65361454,2120.0,4252.0,-7405885.649845396
2022-04-06,4.78858098,4017.0,411.7603650694442,21.5,21.5,55.43210602056249,306.5506366099681,532.4173309593064,-54.839105,3738.0,-20.44705267,2.0,50.59093738,2120.0,4252.0,-7405885.649845396
2022-04-06,7.800289068,4246.0,411.7603650694442,21.5,21.5,55.43210602056249,306.5506366099681,532.4173309593064,-54.838734,3885.0,-20.44613667,2.0,53.16082172,2186.0,4275.0,-6073204.507418062
2022-04-06,7.880248611,4246.0,411.7603650694442,21.5,21.5,55.43210602056249,306.5506366099681,532.4173309593064,-54.838734,3885.0,-20.44613667,2.0,55.70141032,2186.0,4275.0,-6073204.507418062
2022-04-06,3.882340283,4025.0,411.7603650694442,21.5,21.5,55.43210602056249,306.5506366099681,532.4173309593064,-54.83909767,3656.0,-20.447101,2.0,42.25234896,2133.0,4215.0,-8164595.160330427
2022-04-06,3.785281776,4025.0,411.7603650694442,21.5,21.5,55.43210602056249,306.5506366099681,532.4173309593064,-54.83909767,3656.0,-20.447101,2.0,42.33528657,2133.0,4215.0,-8164595.160330427
2022-08-03,4.370941203,3469.0,369.9282904166671,17.63,17.3,212.9677635737433,0.2542237416505561,411.6390937928607,-54.838977,3209.0,-20.44698433,0.0,53.45224519,2740.0,3614.0,-1339686.4179930163
2022-08-03,4.368763355,3475.0,369.9282904166671,17.63,17.3,212.9677635737433,0.2542237416505561,411.6390937928607,-54.83844733,3229.0,-20.44684633,0.0,53.1967557,2711.0,3478.0,-1286978.763216368
2022-08-03,4.201980296,3412.0,369.9282904166671,17.63,17.3,212.9677635737433,0.2542237416505561,411.6390937928607,-54.83904833,3139.0,-20.44640333,0.0,52.30018893,2671.0,3395.0,-1200010.846213519
2022-08-03,4.278554882,3462.0,369.9282904166671,17.63,17.3,212.9677635737433,0.2542237416505561,411.6390937928607,-54.83859467,3081.0,-20.446358,0.0,52.86403073,2653.0,3401.0,-998907.1398124348
2022-08-03,3.908210472,3407.0,369.9282904166671,17.63,17.3,212.9677635737433,0.2542237416505561,411.6390937928607,-54.83925533,3105.0,-20.44625233,0.0,55.46456159,2665.0,3394.0,-1021016.015203418
2022-08-03,3.997033437,3406.0,369.9282904166671,17.63,17.3,212.9677635737433,0.2542237416505561,411.6390937928607,-54.83917867,3113.0,-20.446368,0.0,53.11088562,2670.0,3380.0,-941783.4124246415
2022-08-03,5.184525929,3490.0,369.9282904166671,17.63,17.3,212.9677635737433,0.2542237416505561,411.6390937928607,-54.83947833,3216.0,-20.44671433,0.0,55.234959,2721.0,3552.0,-1346640.4894625875
2022-08-03,5.097676234,3520.0,369.9282904166671,17.63,17.3,212.9677635737433,0.2542237416505561,411.6390937928607,-54.83970767,3189.0,-20.44668167,0.0,56.24841714,2761.0,3546.0,-1070095.6605327749
2022-08-03,4.66320803,3469.0,369.9282904166671,17.63,17.3,212.9677635737433,0.2542237416505561,411.6390937928607,-54.83899567,3209.0,-20.44697667,0.0,56.89049791,2740.0,3614.0,-1339686.4179930163
2022-08-03,4.753563942,3469.0,369.9282904166671,17.63,17.3,212.9677635737433,0.2542237416505561,411.6390937928607,-54.83899567,3209.0,-20.44697667,0.0,56.45272487,2740.0,3614.0,-1339686.4179930163
2022-08-03,4.255927401,3412.0,369.9282904166671,17.63,17.3,212.9677635737433,0.2542237416505561,411.6390937928607,-54.83902033,3139.0,-20.446394,0.0,53.14119991,2671.0,3395.0,-1200010.846213519
2022-08-03,4.357613312,3412.0,369.9282904166671,17.63,17.3,212.9677635737433,0.2542237416505561,411.6390937928607,-54.83902033,3139.0,-20.446394,0.0,52.95361742,2671.0,3395.0,-1200010.846213519
2022-08-03,5.076250965,3490.0,369.9282904166671,17.63,17.3,212.9677635737433,0.2542237416505561,411.6390937928607,-54.83950333,3216.0,-20.446715,0.0,54.66282246,2721.0,3552.0,-1346640.4894625875
2022-08-03,5.162731786,3490.0,369.9282904166671,17.63,17.3,212.9677635737433,0.2542237416505561,411.6390937928607,-54.83950333,3216.0,-20.446715,0.0,54.62946915,2721.0,3552.0,-1346640.4894625875
2022-08-03,1.783013546,3498.0,369.9282904166671,17.63,17.3,212.9677635737433,0.2542237416505561,411.6390937928607,-54.83930567,3239.0,-20.44704067,0.0,45.51545678,2691.0,3796.0,-1453105.2877656508
2022-08-03,1.690486959,3498.0,369.9282904166671,17.63,17.3,212.9677635737433,0.2542237416505561,411.6390937928607,-54.83930567,3239.0,-20.44704067,0.0,45.08127736,2691.0,3796.0,-1453105.2877656508
2022-08-03,2.230373848,3475.0,369.9282904166671,17.63,17.3,212.9677635737433,0.2542237416505561,411.6390937928607,-54.839098,3196.0,-20.446931,0.0,45.54053307,2702.0,3644.0,-1417162.39200131
2022-08-03,2.223709384,3475.0,369.9282904166671,17.63,17.3,212.9677635737433,0.2542237416505561,411.6390937928607,-54.839098,3196.0,-20.446931,0.0,49.43708436,2702.0,3644.0,-1417162.39200131
2022-08-24,5.003295388,5716.0,394.97662103004274,19.27,14.6,438.8941286907015,0.6333306519410588,1161.2302174640968,-54.83844733,2641.0,-20.44684633,0.0,53.62957861,2450.0,2583.0,-1293793.1455460188
2022-08-24,4.916400454,5716.0,394.97662103004274,19.27,14.6,438.8941286907015,0.6333306519410588,1161.2302174640968,-54.83844733,2641.0,-20.44684633,0.0,52.82765349,2450.0,2583.0,-1293793.1455460188
2022-08-24,5.826622929,7749.0,394.97662103004274,19.27,14.6,438.8941286907015,0.6333306519410588,1161.2302174640968,-54.83859467,2991.0,-20.446358,0.0,52.11225514,2554.0,3589.0,-391208.31694772793
2022-08-24,6.002912647,7749.0,394.97662103004274,19.27,14.6,438.8941286907015,0.6333306519410588,1161.2302174640968,-54.83859467,2991.0,-20.446358,0.0,51.21145046,2554.0,3589.0,-391208.31694772793
2022-08-24,5.088650711,7505.0,394.97662103004274,19.27,14.6,438.8941286907015,0.6333306519410588,1161.2302174640968,-54.83917867,3190.0,-20.446368,0.0,52.6861468,2798.0,3476.0,-473985.5639095682
2022-08-24,5.014366771,7505.0,394.97662103004274,19.27,14.6,438.8941286907015,0.6333306519410588,1161.2302174640968,-54.83917867,3190.0,-20.446368,0.0,51.00433329,2798.0,3476.0,-473985.5639095682
2022-08-24,5.082901022,4967.0,394.97662103004274,19.27,14.6,438.8941286907015,0.6333306519410588,1161.2302174640968,-54.83970767,2542.0,-20.44668167,0.0,45.97762787,2221.0,2812.0,-383735.3192103711
2022-08-24,4.993727319,4967.0,394.97662103004274,19.27,14.6,438.8941286907015,0.6333306519410588,1161.2302174640968,-54.83970767,2542.0,-20.44668167,0.0,44.96619128,2221.0,2812.0,-383735.3192103711
2022-08-24,2.62865625,5283.0,394.97662103004274,19.27,14.6,438.8941286907015,0.6333306519410588,1161.2302174640968,-54.83921267,3022.0,-20.44693833,0.0,44.42768088,2677.0,3060.0,-540909.2085402801
2022-08-24,2.623412048,5283.0,394.97662103004274,19.27,14.6,438.8941286907015,0.6333306519410588,1161.2302174640968,-54.83921267,3022.0,-20.44693833,0.0,43.81754235,2677.0,3060.0,-540909.2085402801
2022-08-24,2.143874757,5410.0,394.97662103004274,19.27,14.6,438.8941286907015,0.6333306519410588,1161.2302174640968,-54.839056,3045.0,-20.446994,0.0,43.96892452,2707.0,3056.0,-1662664.851506538
2022-08-24,2.320215403,5410.0,394.97662103004274,19.27,14.6,438.8941286907015,0.6333306519410588,1161.2302174640968,-54.839056,3045.0,-20.446994,0.0,42.86780896,2707.0,3056.0,-1662664.851506538
2022-11-03,11.28527577,4377.0,333.1531491666667,26.51,23.8,69.67180108093059,314.93563732692195,586.1556749672419,-54.838467,4132.0,-20.446566,0.4,59.57582613,2887.0,4511.0,-4171472.364146358
2022-11-03,11.28527577,4377.0,333.1531491666667,26.51,23.8,69.67180108093059,314.93563732692195,586.1556749672419,-54.838467,4132.0,-20.446566,0.4,58.9879759,2887.0,4511.0,-4171472.364146358
2022-11-03,6.529754381,4374.0,333.1531491666667,26.51,23.8,69.67180108093059,314.93563732692195,586.1556749672419,-54.838841,4131.0,-20.44644733,0.4,54.61568769,2913.0,4468.0,-4504648.805204692
2022-11-03,6.529754381,4374.0,333.1531491666667,26.51,23.8,69.67180108093059,314.93563732692195,586.1556749672419,-54.838841,4131.0,-20.44644733,0.4,56.22993068,2913.0,4468.0,-4504648.805204692
2022-11-03,6.245302578,4408.0,333.1531491666667,26.51,23.8,69.67180108093059,314.93563732692195,586.1556749672419,-54.838975,4148.0,-20.446119,0.4,59.86944291,2910.0,4493.0,-4200116.460066466
2022-11-03,6.15734057,4408.0,333.1531491666667,26.51,23.8,69.67180108093059,314.93563732692195,586.1556749672419,-54.838975,4148.0,-20.446119,0.4,57.67164571,2910.0,4493.0,-4200116.460066466
2022-11-03,5.846966965,4639.0,333.1531491666667,26.51,23.8,69.67180108093059,314.93563732692195,586.1556749672419,-54.83974067,4306.0,-20.44663,0.4,52.42788252,3097.0,4693.0,-4390796.872968842
2022-11-03,5.758376556,4639.0,333.1531491666667,26.51,23.8,69.67180108093059,314.93563732692195,586.1556749672419,-54.83974067,4306.0,-20.44663,0.4,52.37077989,3097.0,4693.0,-4390796.872968842
2022-11-03,8.834383197,4377.0,333.1531491666667,26.51,23.8,69.67180108093059,314.93563732692195,586.1556749672419,-54.83848333,4132.0,-20.44658267,0.4,57.42872756,2887.0,4511.0,-4171472.364146358
2022-11-03,8.909389619,4377.0,333.1531491666667,26.51,23.8,69.67180108093059,314.93563732692195,586.1556749672419,-54.83848333,4132.0,-20.44658267,0.4,57.98711437,2887.0,4511.0,-4171472.364146358
2022-11-03,7.061446936,4383.0,333.1531491666667,26.51,23.8,69.67180108093059,314.93563732692195,586.1556749672419,-54.83885133,4083.0,-20.446483,0.4,63.51403535,2899.0,4411.0,-4241200.7648863895
