Date,CP,B9,B6,B5,SampleID,Longitude,B8A,TDN_based_ADF,B7,Latitude,Delta_days,B11,GEMI,EVI,B1,B4
2022-08-24,5.082901022,4967.0,2542.0,2221.0,73,-54.83970767,2812.0,45.97762787,2731.0,-20.44668167,3,2754.0,-383735.3192103711,0.0902106856012105,1991.0,1930.0
2022-08-24,4.993727319,4967.0,2542.0,2221.0,73,-54.83970767,2812.0,44.96619128,2731.0,-20.44668167,3,2754.0,-383735.3192103711,0.0902106856012105,1991.0,1930.0
2022-08-24,2.62865625,5283.0,3022.0,2677.0,74,-54.83921267,3060.0,44.42768088,3162.0,-20.44693833,3,3086.0,-540909.2085402801,0.0974627893426558,2182.0,2395.0
2022-08-24,2.623412048,5283.0,3022.0,2677.0,74,-54.83921267,3060.0,43.81754235,3162.0,-20.44693833,3,3086.0,-540909.2085402801,0.0974627893426558,2182.0,2395.0
2022-08-24,2.143874757,5410.0,3045.0,2707.0,75,-54.839056,3056.0,43.96892452,3129.0,-20.446994,3,3116.0,-1662664.851506538,0.1700608527826701,2217.0,2257.0
2022-08-24,2.320215403,5410.0,3045.0,2707.0,75,-54.839056,3056.0,42.86780896,3129.0,-20.446994,3,3116.0,-1662664.851506538,0.1700608527826701,2217.0,2257.0
2022-11-03,11.28527577,4377.0,4132.0,2887.0,92,-54.838467,4511.0,59.57582613,4402.0,-20.446566,4,3831.0,-4171472.364146358,0.2651703943679521,1664.0,2123.0
2022-11-03,11.28527577,4377.0,4132.0,2887.0,92,-54.838467,4511.0,58.9879759,4402.0,-20.446566,4,3831.0,-4171472.364146358,0.2651703943679521,1664.0,2123.0
2022-11-03,6.529754381,4374.0,4131.0,2913.0,93,-54.838841,4468.0,54.61568769,4410.0,-20.44644733,4,3795.0,-4504648.805204692,0.2750912219596135,1819.0,2109.0
2022-11-03,6.529754381,4374.0,4131.0,2913.0,93,-54.838841,4468.0,56.22993068,4410.0,-20.44644733,4,3795.0,-4504648.805204692,0.2750912219596135,1819.0,2109.0
2022-11-03,6.245302578,4408.0,4148.0,2910.0,94,-54.838975,4493.0,59.86944291,4412.0,-20.446119,4,3799.0,-4200116.460066466,0.2650935198212364,1964.0,2142.0
2022-11-03,6.15734057,4408.0,4148.0,2910.0,94,-54.838975,4493.0,57.67164571,4412.0,-20.446119,4,3799.0,-4200116.460066466,0.2650935198212364,1964.0,2142.0
2022-11-03,5.846966965,4639.0,4306.0,3097.0,95,-54.83974067,4693.0,52.42788252,4610.0,-20.44663,4,4024.0,-4390796.872968842,0.2599980152823261,2088.0,2370.0
2022-11-03,5.758376556,4639.0,4306.0,3097.0,95,-54.83974067,4693.0,52.37077989,4610.0,-20.44663,4,4024.0,-4390796.872968842,0.2599980152823261,2088.0,2370.0
2022-11-03,8.834383197,4377.0,4132.0,2887.0,96,-54.83848333,4511.0,57.42872756,4402.0,-20.44658267,4,3831.0,-4171472.364146358,0.2651703943679521,1664.0,2123.0
2022-11-03,8.909389619,4377.0,4132.0,2887.0,96,-54.83848333,4511.0,57.98711437,4402.0,-20.44658267,4,3831.0,-4171472.364146358,0.2651703943679521,1664.0,2123.0
2022-11-03,7.061446936,4383.0,4083.0,2899.0,97,-54.83885133,4411.0,63.51403535,4361.0,-20.446483,4,3792.0,-4241200.7648863895,0.2675658263887446,1799.0,2114.0
2022-11-03,7.142579579,4383.0,4083.0,2899.0,97,-54.83885133,4411.0,59.96361871,4361.0,-20.446483,4,3792.0,-4241200.7648863895,0.2675658263887446,1799.0,2114.0
2022-11-03,6.7873313,4476.0,4166.0,2924.0,98,-54.838971,4500.0,58.16649217,4415.0,-20.44608067,4,3825.0,-4208322.060758226,0.2634714546911272,2063.0,2182.0
2022-11-03,6.7873313,4476.0,4166.0,2924.0,98,-54.838971,4500.0,57.91258319,4415.0,-20.44608067,4,3825.0,-4208322.060758226,0.2634714546911272,2063.0,2182.0
2022-11-03,6.172505598,4639.0,4306.0,3097.0,99,-54.83974067,4693.0,56.82182351,4610.0,-20.44663,4,4024.0,-4390796.872968842,0.2599980152823261,2088.0,2370.0
2022-11-03,6.078251733,4639.0,4306.0,3097.0,99,-54.83974067,4693.0,56.27132829,4610.0,-20.44663,4,4024.0,-4390796.872968842,0.2599980152823261,2088.0,2370.0
2022-11-03,3.839783221,4532.0,4318.0,3138.0,100,-54.83919167,4749.0,47.95723003,4654.0,-20.447129,4,4077.0,-3753631.883638443,0.2378894857266308,2069.0,2479.0
2022-11-03,3.74861537,4532.0,4318.0,3138.0,100,-54.83919167,4749.0,48.60888313,4654.0,-20.447129,4,4077.0,-3753631.883638443,0.2378894857266308,2069.0,2479.0
2022-11-03,4.685130458,4479.0,4271.0,3173.0,101,-54.83906333,4611.0,49.18051365,4586.0,-20.44710233,4,4076.0,-3714986.549995005,0.2356369040635144,2003.0,2508.0
2022-11-03,4.773529145,4479.0,4271.0,3173.0,101,-54.83906333,4611.0,49.45251349,4586.0,-20.44710233,4,4076.0,-3714986.549995005,0.2356369040635144,2003.0,2508.0
2022-11-29,6.782504718,4426.0,4001.0,2937.0,108,-54.83891667,4341.0,61.03904246,4189.0,-20.44683733,5,3659.0,-3450027.498517885,0.2406237049316203,1883.0,2190.0
