Date,CP,B9,B6,B5,SampleID,Longitude,Latitude,TDN_based_ADF,B7,GEMI,B8A,B3,B1,EVI,B11,B4
2022-08-03,5.162731786,3490.0,3216.0,2721.0,67,-54.83950333,-20.446715,54.62946915,3408.0,-1346640.4894625875,3552.0,1886.0,1408.0,0.1534107125868138,3777.0,2282.0
2022-08-03,1.783013546,3498.0,3239.0,2691.0,68,-54.83930567,-20.44704067,45.51545678,3487.0,-1453105.2877656508,3796.0,1926.0,1451.0,0.1569249986987977,3760.0,2355.0
2022-08-03,1.690486959,3498.0,3239.0,2691.0,68,-54.83930567,-20.44704067,45.08127736,3487.0,-1453105.2877656508,3796.0,1926.0,1451.0,0.1569249986987977,3760.0,2355.0
2022-08-03,2.230373848,3475.0,3196.0,2702.0,69,-54.839098,-20.446931,45.54053307,3405.0,-1417162.39200131,3644.0,1888.0,1445.0,0.1588067757557655,3689.0,2223.0
2022-08-03,2.223709384,3475.0,3196.0,2702.0,69,-54.839098,-20.446931,49.43708436,3405.0,-1417162.39200131,3644.0,1888.0,1445.0,0.1588067757557655,3689.0,2223.0
2022-08-24,5.003295388,5716.0,2641.0,2450.0,70,-54.83844733,-20.44684633,53.62957861,2695.0,-1293793.1455460188,2583.0,2589.0,2235.0,0.1488406646298078,2738.0,2346.0
2022-08-24,4.916400454,5716.0,2641.0,2450.0,70,-54.83844733,-20.44684633,52.82765349,2695.0,-1293793.1455460188,2583.0,2589.0,2235.0,0.1488406646298078,2738.0,2346.0
2022-08-24,5.826622929,7749.0,2991.0,2554.0,71,-54.83859467,-20.446358,52.11225514,3407.0,-391208.31694772793,3589.0,2041.0,2844.0,0.0873872062896453,3165.0,2142.0
2022-08-24,6.002912647,7749.0,2991.0,2554.0,71,-54.83859467,-20.446358,51.21145046,3407.0,-391208.31694772793,3589.0,2041.0,2844.0,0.0873872062896453,3165.0,2142.0
2022-08-24,5.088650711,7505.0,3190.0,2798.0,72,-54.83917867,-20.446368,52.6861468,3383.0,-473985.5639095682,3476.0,2050.0,2794.0,0.0928411271370976,3295.0,2313.0
2022-08-24,5.014366771,7505.0,3190.0,2798.0,72,-54.83917867,-20.446368,51.00433329,3383.0,-473985.5639095682,3476.0,2050.0,2794.0,0.0928411271370976,3295.0,2313.0
2022-08-24,5.082901022,4967.0,2542.0,2221.0,73,-54.83970767,-20.44668167,45.97762787,2731.0,-383735.3192103711,2812.0,1826.0,1991.0,0.0902106856012105,2754.0,1930.0
2022-08-24,4.993727319,4967.0,2542.0,2221.0,73,-54.83970767,-20.44668167,44.96619128,2731.0,-383735.3192103711,2812.0,1826.0,1991.0,0.0902106856012105,2754.0,1930.0
2022-08-24,2.62865625,5283.0,3022.0,2677.0,74,-54.83921267,-20.44693833,44.42768088,3162.0,-540909.2085402801,3060.0,2414.0,2182.0,0.0974627893426558,3086.0,2395.0
2022-08-24,2.623412048,5283.0,3022.0,2677.0,74,-54.83921267,-20.44693833,43.81754235,3162.0,-540909.2085402801,3060.0,2414.0,2182.0,0.0974627893426558,3086.0,2395.0
2022-08-24,2.143874757,5410.0,3045.0,2707.0,75,-54.839056,-20.446994,43.96892452,3129.0,-1662664.851506538,3056.0,2491.0,2217.0,0.1700608527826701,3116.0,2257.0
2022-08-24,2.320215403,5410.0,3045.0,2707.0,75,-54.839056,-20.446994,42.86780896,3129.0,-1662664.851506538,3056.0,2491.0,2217.0,0.1700608527826701,3116.0,2257.0
