Date,TDN_based_ADF,Radiative_Dif_AVG,RAD_SOL,TEMP_MAX,PRES_ATM,TEMP_MIN,Radiative_Direct_AVG,TP_SFC_AVG,EVAPOT,GEMI,B1,Longitude,CP,LAI,Latitude,HUM_REL
2022-06-02,56.78438928,99.04042020517376,14.5,30.6,1012.7375,20.1,10.858879727653326,21.05472263888889,4.38,-3209177.9493757747,1296.0,-54.83874067,5.936260378,0.7782278965353268,-20.44635133,48.95833333
2022-06-02,54.91068245,99.04042020517376,14.5,30.6,1012.7375,20.1,10.858879727653326,21.05472263888889,4.38,-3209177.9493757747,1296.0,-54.83874067,6.014558985,0.7782278965353268,-20.44635133,48.95833333
2022-06-02,56.80856683,99.04042020517376,14.5,30.6,1012.7375,20.1,10.858879727653326,21.05472263888889,4.38,-2463095.7529425304,1319.0,-54.839228,5.766645524,0.6746947037020496,-20.44644167,48.95833333
2022-06-02,56.97572872,99.04042020517376,14.5,30.6,1012.7375,20.1,10.858879727653326,21.05472263888889,4.38,-2463095.7529425304,1319.0,-54.839228,5.845264177,0.6746947037020496,-20.44644167,48.95833333
2022-06-02,47.06351554,99.04042020517376,14.5,30.6,1012.7375,20.1,10.858879727653326,21.05472263888889,4.38,-5936017.777836716,1374.0,-54.83908333,2.705945433,1.0967663896481792,-20.44707067,48.95833333
2022-06-02,47.145599,99.04042020517376,14.5,30.6,1012.7375,20.1,10.858879727653326,21.05472263888889,4.38,-5936017.777836716,1374.0,-54.83908333,2.708648675,1.0967663896481792,-20.44707067,48.95833333
2022-06-02,44.46956036,99.04042020517376,14.5,30.6,1012.7375,20.1,10.858879727653326,21.05472263888889,4.38,-4723685.904790141,1357.0,-54.839329,2.183589424,0.9639163686382394,-20.44699567,48.95833333
2022-06-02,43.74818053,99.04042020517376,14.5,30.6,1012.7375,20.1,10.858879727653326,21.05472263888889,4.38,-4723685.904790141,1357.0,-54.839329,2.189040221,0.9639163686382394,-20.44699567,48.95833333
2022-05-18,55.91948154,35.20435131644441,17.63,29.9,1014.466667,18.3,328.9837507734972,10.996312062500005,3.84,-6627481.189169895,1303.0,-54.838422,4.871028183,1.166135267458401,-20.446899,65.16666667
2022-05-18,53.31943777,35.20435131644441,17.63,29.9,1014.466667,18.3,328.9837507734972,10.996312062500005,3.84,-6627481.189169895,1303.0,-54.838422,4.86132494,1.166135267458401,-20.446899,65.16666667
2022-05-18,50.14325176,35.20435131644441,17.63,29.9,1014.466667,18.3,328.9837507734972,10.996312062500005,3.84,-3517170.145163348,1295.0,-54.83885567,5.718676315,0.8349822078447231,-20.44601967,65.16666667
2022-05-18,54.00406447,35.20435131644441,17.63,29.9,1014.466667,18.3,328.9837507734972,10.996312062500005,3.84,-3517170.145163348,1295.0,-54.83885567,5.718676315,0.8349822078447231,-20.44601967,65.16666667
2022-05-18,54.0007637,35.20435131644441,17.63,29.9,1014.466667,18.3,328.9837507734972,10.996312062500005,3.84,-6673890.996903616,1284.0,-54.83854267,5.054008114,1.1811817676486935,-20.44621533,65.16666667
2022-05-18,56.2033803,35.20435131644441,17.63,29.9,1014.466667,18.3,328.9837507734972,10.996312062500005,3.84,-6673890.996903616,1284.0,-54.83854267,5.13346519,1.1811817676486935,-20.44621533,65.16666667
2022-05-18,51.09290674,35.20435131644441,17.63,29.9,1014.466667,18.3,328.9837507734972,10.996312062500005,3.84,-4245266.560255958,1315.0,-54.83898767,5.561901205,0.9306794289057402,-20.446813,65.16666667
2022-05-18,54.50627285,35.20435131644441,17.63,29.9,1014.466667,18.3,328.9837507734972,10.996312062500005,3.84,-4245266.560255958,1315.0,-54.83898767,5.542502447,0.9306794289057402,-20.446813,65.16666667
2022-05-18,51.26057131,35.20435131644441,17.63,29.9,1014.466667,18.3,328.9837507734972,10.996312062500005,3.84,-4667333.8927181,1351.0,-54.83918867,2.685987956,0.977494159978478,-20.446996,65.16666667
2022-05-18,50.96179154,35.20435131644441,17.63,29.9,1014.466667,18.3,328.9837507734972,10.996312062500005,3.84,-4667333.8927181,1351.0,-54.83918867,2.688668583,0.977494159978478,-20.446996,65.16666667
2022-05-18,46.73774633,35.20435131644441,17.63,29.9,1014.466667,18.3,328.9837507734972,10.996312062500005,3.84,-4114430.347282897,1336.0,-54.83923167,2.593293788,0.9134919626798562,-20.446863,65.16666667
2022-05-18,46.90717585,35.20435131644441,17.63,29.9,1014.466667,18.3,328.9837507734972,10.996312062500005,3.84,-4114430.347282897,1336.0,-54.83923167,2.689111306,0.9134919626798562,-20.446863,65.16666667
2022-06-22,49.44313569,171.65818707183973,10.94,26.6,1013.266667,19.1,11.770339319604854,24.978035555555547,2.54,-1391078.5209287675,2633.0,-54.838631,4.708278463,0.486817870662103,-20.44614667,77.04166667
2022-06-22,47.8413243,171.65818707183973,10.94,26.6,1013.266667,19.1,11.770339319604854,24.978035555555547,2.54,-1391078.5209287675,2633.0,-54.838631,4.795468805,0.486817870662103,-20.44614667,77.04166667
2022-06-22,51.22156003,171.65818707183973,10.94,26.6,1013.266667,19.1,11.770339319604854,24.978035555555547,2.54,-113220.60053102132,2222.0,-54.838848,5.360591292,0.0360862492543802,-20.44657867,77.04166667
2022-06-22,51.47087982,171.65818707183973,10.94,26.6,1013.266667,19.1,11.770339319604854,24.978035555555547,2.54,-113220.60053102132,2222.0,-54.838848,5.349896845,0.0360862492543802,-20.44657867,77.04166667
2022-06-22,56.64865127,171.65818707183973,10.94,26.6,1013.266667,19.1,11.770339319604854,24.978035555555547,2.54,-278224.66831580416,2131.0,-54.83916633,4.715676388,0.1526181010449013,-20.44647667,77.04166667
2022-06-22,54.67441186,171.65818707183973,10.94,26.6,1013.266667,19.1,11.770339319604854,24.978035555555547,2.54,-278224.66831580416,2131.0,-54.83916633,4.623732241,0.1526181010449013,-20.44647667,77.04166667
2022-06-22,47.81167332,171.65818707183973,10.94,26.6,1013.266667,19.1,11.770339319604854,24.978035555555547,2.54,-550.2072783116698,2906.0,-54.838801,5.088014662,-0.1282124118836766,-20.44703067,77.04166667
2022-06-22,47.90197734,171.65818707183973,10.94,26.6,1013.266667,19.1,11.770339319604854,24.978035555555547,2.54,-550.2072783116698,2906.0,-54.838801,4.905219072,-0.1282124118836766,-20.44703067,77.04166667
2022-06-22,53.90830402,171.65818707183973,10.94,26.6,1013.266667,19.1,11.770339319604854,24.978035555555547,2.54,-754206.6590715944,2271.0,-54.839217,2.354868882,0.3423552184608176,-20.44683167,77.04166667
2022-06-22,50.53189181,171.65818707183973,10.94,26.6,1013.266667,19.1,11.770339319604854,24.978035555555547,2.54,-754206.6590715944,2271.0,-54.839217,2.268784209,0.3423552184608176,-20.44683167,77.04166667
2022-06-22,44.35558404,171.65818707183973,10.94,26.6,1013.266667,19.1,11.770339319604854,24.978035555555547,2.54,-446842.556768844,2552.0,-54.839051,2.532049149,0.2275168101774661,-20.446942,77.04166667
2022-06-22,48.45501216,171.65818707183973,10.94,26.6,1013.266667,19.1,11.770339319604854,24.978035555555547,2.54,-446842.556768844,2552.0,-54.839051,2.624597293,0.2275168101774661,-20.446942,77.04166667
2022-04-20,58.7107711,35.43195944713262,21.86,27.8,1015.504167,17.1,347.9867691227832,25.46273513888888,4.7,-5970154.396588125,1305.0,-54.83907833,5.786000154,1.126355755699409,-20.446484,58.54166667
2022-04-20,61.04519871,35.43195944713262,21.86,27.8,1015.504167,17.1,347.9867691227832,25.46273513888888,4.7,-5970154.396588125,1305.0,-54.83907833,5.783110044,1.126355755699409,-20.446484,58.54166667
2022-04-20,60.18924475,35.43195944713262,21.86,27.8,1015.504167,17.1,347.9867691227832,25.46273513888888,4.7,-7125607.648920345,1301.0,-54.83861033,7.124578025,1.2314870304764245,-20.44663733,58.54166667
2022-04-20,59.31672753,35.43195944713262,21.86,27.8,1015.504167,17.1,347.9867691227832,25.46273513888888,4.7,-7125607.648920345,1301.0,-54.83861033,7.223354582,1.2314870304764245,-20.44663733,58.54166667
2022-04-20,52.63143048,35.43195944713262,21.86,27.8,1015.504167,17.1,347.9867691227832,25.46273513888888,4.7,-6882150.010846582,1299.0,-54.838897,6.680432704,1.20686044746126,-20.44633833,58.54166667
2022-04-20,52.44791886,35.43195944713262,21.86,27.8,1015.504167,17.1,347.9867691227832,25.46273513888888,4.7,-6882150.010846582,1299.0,-54.838897,6.51203639,1.20686044746126,-20.44633833,58.54166667
2022-04-20,54.6374969,35.43195944713262,21.86,27.8,1015.504167,17.1,347.9867691227832,25.46273513888888,4.69,-6468816.853734583,1311.0,-54.838811,7.538986903,1.1737076456719433,-20.44671033,58.54166667
2022-04-20,55.23320331,35.43195944713262,21.86,27.8,1015.504167,17.1,347.9867691227832,25.46273513888888,4.69,-6468816.853734583,1311.0,-54.838811,7.271757344,1.1737076456719433,-20.44671033,58.54166667
2022-04-20,44.98223209,35.43195944713262,21.86,27.8,1015.504167,17.1,347.9867691227832,25.46273513888888,4.69,-6332182.838613641,1356.0,-54.83924367,3.082142645,1.1899399869012193,-20.44692733,58.54166667
2022-04-20,45.53597896,35.43195944713262,21.86,27.8,1015.504167,17.1,347.9867691227832,25.46273513888888,4.69,-6332182.838613641,1356.0,-54.83924367,3.16388557,1.1899399869012193,-20.44692733,58.54166667
2022-04-20,48.65100318,35.43195944713262,21.86,27.8,1015.504167,17.1,347.9867691227832,25.46273513888888,4.69,-6107735.014032733,1359.0,-54.83911033,3.658248606,1.1744416184971098,-20.446941,58.54166667
2022-04-20,51.62994532,35.43195944713262,21.86,27.8,1015.504167,17.1,347.9867691227832,25.46273513888888,4.69,-6107735.014032733,1359.0,-54.83911033,3.836273814,1.1744416184971098,-20.446941,58.54166667
2022-04-06,55.8207313,55.43210602056249,21.5,31.0,1013.45,21.5,306.5506366099681,27.988930347222222,4.55,-4754130.546514892,1309.0,-54.838854,9.58697173,1.008917693968718,-20.44615233,75.20833333
2022-04-06,54.38994674,55.43210602056249,21.5,31.0,1013.45,21.5,306.5506366099681,27.988930347222222,4.55,-4754130.546514892,1309.0,-54.838854,9.670904535,1.008917693968718,-20.44615233,75.20833333
2022-04-06,54.53465595,55.43210602056249,21.5,31.0,1013.45,21.5,306.5506366099681,27.988930347222222,4.54,-5055280.910210092,1321.0,-54.83932933,6.639711346,1.0386614544834254,-20.44665567,75.20833333
2022-04-06,53.78200751,55.43210602056249,21.5,31.0,1013.45,21.5,306.5506366099681,27.988930347222222,4.54,-5055280.910210092,1321.0,-54.83932933,6.11769724,1.0386614544834254,-20.44665567,75.20833333
2022-04-06,60.28727268,55.43210602056249,21.5,31.0,1013.45,21.5,306.5506366099681,27.988930347222222,4.55,-6861171.376118913,1369.0,-54.83899467,7.962381874,1.2147503205632917,-20.44704667,75.20833333
2022-04-06,60.67244732,55.43210602056249,21.5,31.0,1013.45,21.5,306.5506366099681,27.988930347222222,4.55,-6861171.376118913,1369.0,-54.83899467,8.135262155,1.2147503205632917,-20.44704667,75.20833333
2022-04-06,58.81055681,55.43210602056249,21.5,31.0,1013.45,21.5,306.5506366099681,27.988930347222222,4.55,-5887360.100262395,1369.0,-54.83874133,8.608928308,1.1313293002185394,-20.447071,75.20833333
2022-04-06,57.32815206,55.43210602056249,21.5,31.0,1013.45,21.5,306.5506366099681,27.988930347222222,4.55,-5887360.100262395,1369.0,-54.83874133,8.451011648,1.1313293002185394,-20.447071,75.20833333
2022-04-06,56.37384648,55.43210602056249,21.5,31.0,1013.45,21.5,306.5506366099681,27.988930347222222,4.55,-6829776.1522453725,1300.0,-54.839704,7.972521079,1.2113842140182394,-20.44656733,75.20833333
2022-04-06,57.11351203,55.43210602056249,21.5,31.0,1013.45,21.5,306.5506366099681,27.988930347222222,4.55,-6829776.1522453725,1300.0,-54.839704,7.891813573,1.2113842140182394,-20.44656733,75.20833333
2022-04-06,59.92512136,55.43210602056249,21.5,31.0,1013.45,21.5,306.5506366099681,27.988930347222222,4.54,-3862811.33180982,1326.0,-54.83924033,7.804520603,0.9074345093245064,-20.44671567,75.20833333
2022-04-06,60.01880931,55.43210602056249,21.5,31.0,1013.45,21.5,306.5506366099681,27.988930347222222,4.54,-3862811.33180982,1326.0,-54.83924033,7.78506766,0.9074345093245064,-20.44671567,75.20833333
2022-04-06,53.65869286,55.43210602056249,21.5,31.0,1013.45,21.5,306.5506366099681,27.988930347222222,4.55,-7395035.085700852,1296.0,-54.83974233,8.597778863,1.2584042429396232,-20.44650433,75.20833333
2022-04-06,53.8609648,55.43210602056249,21.5,31.0,1013.45,21.5,306.5506366099681,27.988930347222222,4.55,-7395035.085700852,1296.0,-54.83974233,8.767578658,1.2584042429396232,-20.44650433,75.20833333
2022-04-06,48.65361454,55.43210602056249,21.5,31.0,1013.45,21.5,306.5506366099681,27.988930347222222,4.55,-7405885.649845396,1365.0,-54.839105,4.857827097,1.2944542481785324,-20.44705267,75.20833333
2022-04-06,50.59093738,55.43210602056249,21.5,31.0,1013.45,21.5,306.5506366099681,27.988930347222222,4.55,-7405885.649845396,1365.0,-54.839105,4.78858098,1.2944542481785324,-20.44705267,75.20833333
2022-04-06,53.16082172,55.43210602056249,21.5,31.0,1013.45,21.5,306.5506366099681,27.988930347222222,4.55,-6073204.507418062,1306.0,-54.838734,7.800289068,1.1486411966550016,-20.44613667,75.20833333
2022-04-06,55.70141032,55.43210602056249,21.5,31.0,1013.45,21.5,306.5506366099681,27.988930347222222,4.55,-6073204.507418062,1306.0,-54.838734,7.880248611,1.1486411966550016,-20.44613667,75.20833333
2022-04-06,42.25234896,55.43210602056249,21.5,31.0,1013.45,21.5,306.5506366099681,27.988930347222222,4.55,-8164595.160330427,1371.0,-54.83909767,3.882340283,1.3349834639207705,-20.447101,75.20833333
2022-04-06,42.33528657,55.43210602056249,21.5,31.0,1013.45,21.5,306.5506366099681,27.988930347222222,4.55,-8164595.160330427,1371.0,-54.83909767,3.785281776,1.3349834639207705,-20.447101,75.20833333
2022-08-03,53.45224519,212.9677635737433,17.63,31.8,1014.016667,17.3,0.2542237416505561,27.440034791666665,4.66,-1339686.4179930163,1438.0,-54.838977,4.370941203,0.4371903444327831,-20.44698433,38.58333333
2022-08-03,53.1967557,212.9677635737433,17.63,31.8,1014.016667,17.3,0.2542237416505561,27.440034791666665,4.66,-1286978.763216368,1402.0,-54.83844733,4.368763355,0.4164130661114003,-20.44684633,38.58333333
2022-08-03,52.30018893,212.9677635737433,17.63,31.8,1014.016667,17.3,0.2542237416505561,27.440034791666665,4.66,-1200010.846213519,1397.0,-54.83904833,4.201980296,0.4109191467565867,-20.44640333,38.58333333
2022-08-03,52.86403073,212.9677635737433,17.63,31.8,1014.016667,17.3,0.2542237416505561,27.440034791666665,4.66,-998907.1398124348,1391.0,-54.83859467,4.278554882,0.3674290774432459,-20.446358,38.58333333
2022-08-03,55.46456159,212.9677635737433,17.63,31.8,1014.016667,17.3,0.2542237416505561,27.440034791666665,4.66,-1021016.015203418,1404.0,-54.83925533,3.908210472,0.3706080447118415,-20.44625233,38.58333333
2022-08-03,53.11088562,212.9677635737433,17.63,31.8,1014.016667,17.3,0.2542237416505561,27.440034791666665,4.66,-941783.4124246415,1401.0,-54.83917867,3.997033437,0.3498963378901047,-20.446368,38.58333333
2022-08-03,55.234959,212.9677635737433,17.63,31.8,1014.016667,17.3,0.2542237416505561,27.440034791666665,4.66,-1346640.4894625875,1408.0,-54.83947833,5.184525929,0.4370399581390923,-20.44671433,38.58333333
2022-08-03,56.24841714,212.9677635737433,17.63,31.8,1014.016667,17.3,0.2542237416505561,27.440034791666665,4.66,-1070095.6605327749,1405.0,-54.83970767,5.097676234,0.371791193612858,-20.44668167,38.58333333
2022-08-03,56.89049791,212.9677635737433,17.63,31.8,1014.016667,17.3,0.2542237416505561,27.440034791666665,4.66,-1339686.4179930163,1438.0,-54.83899567,4.66320803,0.4371903444327831,-20.44697667,38.58333333
2022-08-03,56.45272487,212.9677635737433,17.63,31.8,1014.016667,17.3,0.2542237416505561,27.440034791666665,4.66,-1339686.4179930163,1438.0,-54.83899567,4.753563942,0.4371903444327831,-20.44697667,38.58333333
2022-08-03,53.14119991,212.9677635737433,17.63,31.8,1014.016667,17.3,0.2542237416505561,27.440034791666665,4.66,-1200010.846213519,1397.0,-54.83902033,4.255927401,0.4109191467565867,-20.446394,38.58333333
2022-08-03,52.95361742,212.9677635737433,17.63,31.8,1014.016667,17.3,0.2542237416505561,27.440034791666665,4.66,-1200010.846213519,1397.0,-54.83902033,4.357613312,0.4109191467565867,-20.446394,38.58333333
2022-08-03,54.66282246,212.9677635737433,17.63,31.8,1014.016667,17.3,0.2542237416505561,27.440034791666665,4.66,-1346640.4894625875,1408.0,-54.83950333,5.076250965,0.4370399581390923,-20.446715,38.58333333
2022-08-03,54.62946915,212.9677635737433,17.63,31.8,1014.016667,17.3,0.2542237416505561,27.440034791666665,4.66,-1346640.4894625875,1408.0,-54.83950333,5.162731786,0.4370399581390923,-20.446715,38.58333333
2022-08-03,45.51545678,212.9677635737433,17.63,31.8,1014.016667,17.3,0.2542237416505561,27.440034791666665,4.66,-1453105.2877656508,1451.0,-54.83930567,1.783013546,0.44975464529225,-20.44704067,38.58333333
2022-08-03,45.08127736,212.9677635737433,17.63,31.8,1014.016667,17.3,0.2542237416505561,27.440034791666665,4.66,-1453105.2877656508,1451.0,-54.83930567,1.690486959,0.44975464529225,-20.44704067,38.58333333
2022-08-03,45.54053307,212.9677635737433,17.63,31.8,1014.016667,17.3,0.2542237416505561,27.440034791666665,4.66,-1417162.39200131,1445.0,-54.839098,2.230373848,0.4565629146843598,-20.446931,38.58333333
2022-08-03,49.43708436,212.9677635737433,17.63,31.8,1014.016667,17.3,0.2542237416505561,27.440034791666665,4.66,-1417162.39200131,1445.0,-54.839098,2.223709384,0.4565629146843598,-20.446931,38.58333333
