Date,TDN_based_ADF,NDWI,CP,GEMI,B1,Longitude,B6,B12,B8,Delta_days,DVI,EVI,Latitude,GCI,B8A,B11
2022-05-05,60.29755294,0.1965531391054575,5.887857617,-5761883.577289193,1277.0,-54.83855567,3942.0,2065.0,4001.0,7,2401.0,0.3364441455075388,-20.44637233,1.294151376146789,4374.0,2937.0
2022-05-05,58.56210858,0.204722296753421,6.353050887,-7548102.085158183,1316.0,-54.838707,4085.0,2059.0,4269.0,7,2748.0,0.3833833722111231,-20.44706367,1.4186968838526912,4490.0,2964.0
2022-05-05,55.20215491,0.204722296753421,6.353050887,-7548102.085158183,1316.0,-54.838707,4085.0,2059.0,4269.0,7,2748.0,0.3833833722111231,-20.44706367,1.4186968838526912,4490.0,2964.0
2022-05-05,52.27533421,0.145374449339207,3.040877175,-5255083.656423923,1339.0,-54.83922433,3524.0,2177.0,3940.0,7,2293.0,0.320380264687472,-20.44710133,1.3424494649227112,4030.0,3007.0
2022-05-05,50.03009882,0.145374449339207,3.04694679,-5255083.656423923,1339.0,-54.83922433,3524.0,2177.0,3940.0,7,2293.0,0.320380264687472,-20.44710133,1.3424494649227112,4030.0,3007.0
2022-05-05,47.95161896,0.1982095397957756,2.534837219,-5970138.562321046,1316.0,-54.83930767,3746.0,2012.0,3929.0,7,2444.0,0.3492825701709255,-20.446902,1.3583433373349338,4283.0,2866.0
2022-05-05,48.04153375,0.1982095397957756,2.705597211,-5970138.562321046,1316.0,-54.83930767,3746.0,2012.0,3929.0,7,2444.0,0.3492825701709255,-20.446902,1.3583433373349338,4283.0,2866.0
2022-06-02,52.16173204,0.1214927436074637,4.971290278,-4126621.009712011,1357.0,-54.83885933,3589.0,2315.0,3812.0,5,2032.0,0.280911302809113,-20.44697833,1.1463963963963963,4057.0,3178.0
2022-06-02,51.91894479,0.1214927436074637,5.153428538,-4126621.009712011,1357.0,-54.83885933,3589.0,2315.0,3812.0,5,2032.0,0.280911302809113,-20.44697833,1.1463963963963963,4057.0,3178.0
2022-06-02,52.29991626,0.1638749302065885,4.722079746,-4249395.487146078,1285.0,-54.838545,3751.0,2182.0,3794.0,5,2062.0,0.2871738306927825,-20.446366,1.1581342434584756,4169.0,2995.0
2022-06-02,51.92080274,0.1638749302065885,4.994371414,-4249395.487146078,1285.0,-54.838545,3751.0,2182.0,3794.0,5,2062.0,0.2871738306927825,-20.446366,1.1581342434584756,4169.0,2995.0
2022-06-02,56.89019404,0.0748356413484403,5.325789098,-3461147.9231516304,1320.0,-54.83948333,3512.0,2489.0,3721.0,5,1861.0,0.2558427275226835,-20.44669467,1.0512679162072769,3842.0,3307.0
2022-06-02,52.93481013,0.0748356413484403,5.309867456,-3461147.9231516304,1320.0,-54.83948333,3512.0,2489.0,3721.0,5,1861.0,0.2558427275226835,-20.44669467,1.0512679162072769,3842.0,3307.0
2022-06-02,57.95038309,0.1133239831697054,5.425175171,-4407509.173725588,1351.0,-54.83860133,3629.0,2371.0,3884.0,5,2100.0,0.2890077949530982,-20.44709433,1.1601779755283648,3969.0,3161.0
2022-06-02,58.01814277,0.1133239831697054,5.594600174,-4407509.173725588,1351.0,-54.83860133,3629.0,2371.0,3884.0,5,2100.0,0.2890077949530982,-20.44709433,1.1601779755283648,3969.0,3161.0
2022-06-02,56.78438928,0.0938622969670835,5.936260378,-3209177.9493757747,1296.0,-54.83874067,3505.0,2383.0,3643.0,5,1792.0,0.2477136253552589,-20.44635133,1.0431856421761077,3805.0,3152.0
2022-06-02,54.91068245,0.0938622969670835,6.014558985,-3209177.9493757747,1296.0,-54.83874067,3505.0,2383.0,3643.0,5,1792.0,0.2477136253552589,-20.44635133,1.0431856421761077,3805.0,3152.0
2022-06-02,56.80856683,0.0675715550309826,5.766645524,-2463095.7529425304,1319.0,-54.839228,3352.0,2471.0,3436.0,5,1570.0,0.219097485821462,-20.44644167,0.9804034582132566,3618.0,3160.0
2022-06-02,56.97572872,0.0675715550309826,5.845264177,-2463095.7529425304,1319.0,-54.839228,3352.0,2471.0,3436.0,5,1570.0,0.219097485821462,-20.44644167,0.9804034582132566,3618.0,3160.0
2022-06-02,47.06351554,0.1158444413906829,2.705945433,-5936017.777836716,1374.0,-54.83908333,3599.0,2430.0,4116.0,5,2437.0,0.3357563266025924,-20.44707067,1.3162633652222846,4060.0,3217.0
2022-06-02,47.145599,0.1158444413906829,2.708648675,-5936017.777836716,1374.0,-54.83908333,3599.0,2430.0,4116.0,5,2437.0,0.3357563266025924,-20.44707067,1.3162633652222846,4060.0,3217.0
2022-06-02,44.46956036,0.1370640713706407,2.183589424,-4723685.904790141,1357.0,-54.839329,3618.0,2304.0,3939.0,5,2174.0,0.2990371389270976,-20.44699567,1.2229119638826185,4206.0,3192.0
2022-06-02,43.74818053,0.1370640713706407,2.189040221,-4723685.904790141,1357.0,-54.839329,3618.0,2304.0,3939.0,5,2174.0,0.2990371389270976,-20.44699567,1.2229119638826185,4206.0,3192.0
2022-05-18,55.91948154,0.1725571725571725,4.871028183,-6627481.189169895,1303.0,-54.838422,3862.0,2177.0,4211.0,5,2575.0,0.3549295929956884,-20.446899,1.3394444444444449,4230.0,2985.0
2022-05-18,53.31943777,0.1725571725571725,4.86132494,-6627481.189169895,1303.0,-54.838422,3862.0,2177.0,4211.0,5,2575.0,0.3549295929956884,-20.446899,1.3394444444444449,4230.0,2985.0
2022-05-18,50.14325176,0.0746355685131195,5.718676315,-3517170.145163348,1295.0,-54.83885567,3314.0,2424.0,3620.0,5,1876.0,0.2634002785640473,-20.44601967,1.0556501987507096,3686.0,3174.0
2022-05-18,54.00406447,0.0746355685131195,5.718676315,-3517170.145163348,1295.0,-54.83885567,3314.0,2424.0,3620.0,5,1876.0,0.2634002785640473,-20.44601967,1.0556501987507096,3686.0,3174.0
2022-05-18,54.0007637,0.2045577862181226,5.054008114,-6673890.996903616,1284.0,-54.83854267,3941.0,2068.0,4174.0,5,2584.0,0.3590883824346859,-20.44621533,1.3595251554550591,4440.0,2932.0
2022-05-18,56.2033803,0.2045577862181226,5.13346519,-6673890.996903616,1284.0,-54.83854267,3941.0,2068.0,4174.0,5,2584.0,0.3590883824346859,-20.44621533,1.3595251554550591,4440.0,2932.0
2022-05-18,51.09290674,0.1326352530541012,5.561901205,-4245266.560255958,1315.0,-54.83898767,3479.0,2231.0,3742.0,5,2061.0,0.2898505884206026,-20.446813,1.139508290451687,3894.0,2982.0
2022-05-18,54.50627285,0.1326352530541012,5.542502447,-4245266.560255958,1315.0,-54.83898767,3479.0,2231.0,3742.0,5,2061.0,0.2898505884206026,-20.446813,1.139508290451687,3894.0,2982.0
2022-05-18,51.26057131,0.152575587905935,2.685987956,-4667333.8927181,1351.0,-54.83918867,3570.0,2146.0,3832.0,5,2161.0,0.3027899834103035,-20.446996,1.128888888888889,4117.0,3027.0
2022-05-18,50.96179154,0.152575587905935,2.688668583,-4667333.8927181,1351.0,-54.83918867,3570.0,2146.0,3832.0,5,2161.0,0.3027899834103035,-20.446996,1.128888888888889,4117.0,3027.0
2022-05-18,46.73774633,0.1368723098995695,2.593293788,-4114430.347282897,1336.0,-54.83923167,3488.0,2176.0,3724.0,5,2029.0,0.2851000449640288,-20.446863,1.0608743774211402,3962.0,3008.0
2022-05-18,46.90717585,0.1368723098995695,2.689111306,-4114430.347282897,1336.0,-54.83923167,3488.0,2176.0,3724.0,5,2029.0,0.2851000449640288,-20.446863,1.0608743774211402,3962.0,3008.0
2022-06-22,49.44313569,0.1630050699032109,4.708278463,-1391078.5209287675,2633.0,-54.838631,3028.0,2895.0,3082.0,5,1180.0,0.1671691184804044,-20.44614667,0.5433149724586881,3785.0,2724.0
2022-06-22,47.8413243,0.1630050699032109,4.795468805,-1391078.5209287675,2633.0,-54.838631,3028.0,2895.0,3082.0,5,1180.0,0.1671691184804044,-20.44614667,0.5433149724586881,3785.0,2724.0
2022-06-22,51.22156003,0.0072207712398217,5.360591292,-113220.60053102132,2222.0,-54.838848,3416.0,2360.0,3115.0,5,337.0,0.0425887919442731,-20.44657867,0.2390612569610182,3278.0,3231.0
2022-06-22,51.47087982,0.0072207712398217,5.349896845,-113220.60053102132,2222.0,-54.838848,3416.0,2360.0,3115.0,5,337.0,0.0425887919442731,-20.44657867,0.2390612569610182,3278.0,3231.0
2022-06-22,56.64865127,0.0530289412187668,4.715676388,-278224.66831580416,2131.0,-54.83916633,2837.0,1974.0,2622.0,5,528.0,0.0747977062036764,-20.44647667,0.399893219434063,2929.0,2634.0
2022-06-22,54.67441186,0.0530289412187668,4.623732241,-278224.66831580416,2131.0,-54.83916633,2837.0,1974.0,2622.0,5,528.0,0.0747977062036764,-20.44647667,0.399893219434063,2929.0,2634.0
2022-06-22,47.81167332,0.053639846743295,5.088014662,-550.2072783116698,2906.0,-54.838801,4193.0,3570.0,3034.0,5,-23.0,-0.0028226677400985,-20.44703067,0.2705192629815744,4400.0,3952.0
2022-06-22,47.90197734,0.053639846743295,4.905219072,-550.2072783116698,2906.0,-54.838801,4193.0,3570.0,3034.0,5,-23.0,-0.0028226677400985,-20.44703067,0.2705192629815744,4400.0,3952.0
2022-06-22,53.90830402,0.1241486068111455,2.354868882,-754206.6590715944,2271.0,-54.839217,3159.0,2685.0,2694.0,5,869.0,0.1272402483307953,-20.44683167,0.4859349145063432,3631.0,2829.0
2022-06-22,50.53189181,0.1241486068111455,2.268784209,-754206.6590715944,2271.0,-54.839217,3159.0,2685.0,2694.0,5,869.0,0.1272402483307953,-20.44683167,0.4859349145063432,3631.0,2829.0
2022-06-22,44.35558404,0.1225317825263727,2.532049149,-446842.556768844,2552.0,-54.839051,3565.0,3213.0,2682.0,5,669.0,0.0954993947422515,-20.446942,0.4631751227495908,4150.0,3244.0
2022-06-22,48.45501216,0.1225317825263727,2.624597293,-446842.556768844,2552.0,-54.839051,3565.0,3213.0,2682.0,5,669.0,0.0954993947422515,-20.446942,0.4631751227495908,4150.0,3244.0
2022-04-20,58.7107711,0.1862537123462028,5.786000154,-5970154.396588125,1305.0,-54.83907833,3819.0,2073.0,4009.0,2,2444.0,0.34393470306783,-20.446484,1.3240579710144926,4194.0,2877.0
2022-04-20,61.04519871,0.1862537123462028,5.783110044,-5970154.396588125,1305.0,-54.83907833,3819.0,2073.0,4009.0,2,2444.0,0.34393470306783,-20.446484,1.3240579710144926,4194.0,2877.0
2022-04-20,60.18924475,0.2054231717337715,7.124578025,-7125607.648920345,1301.0,-54.83861033,4031.0,2031.0,4207.0,2,2670.0,0.3729925457369886,-20.44663733,1.3971509971509972,4401.0,2901.0
2022-04-20,59.31672753,0.2054231717337715,7.223354582,-7125607.648920345,1301.0,-54.83861033,4031.0,2031.0,4207.0,2,2670.0,0.3729925457369886,-20.44663733,1.3971509971509972,4401.0,2901.0
2022-04-20,52.63143048,0.1930986887508626,6.680432704,-6882150.010846582,1299.0,-54.838897,3944.0,2072.0,4180.0,2,2624.0,0.3661858616531951,-20.44633833,1.3736513344690515,4322.0,2923.0
2022-04-20,52.44791886,0.1930986887508626,6.51203639,-6882150.010846582,1299.0,-54.838897,3944.0,2072.0,4180.0,2,2624.0,0.3661858616531951,-20.44633833,1.3736513344690515,4322.0,2923.0
2022-04-20,54.6374969,0.1899378179762577,7.538986903,-6468816.853734583,1311.0,-54.838811,3893.0,2046.0,4094.0,2,2544.0,0.357022566520714,-20.44671033,1.3927527761542955,4210.0,2866.0
2022-04-20,55.23320331,0.1899378179762577,7.271757344,-6468816.853734583,1311.0,-54.838811,3893.0,2046.0,4094.0,2,2544.0,0.357022566520714,-20.44671033,1.3927527761542955,4210.0,2866.0
2022-04-20,44.98223209,0.2343727952589248,3.082142645,-6332182.838613641,1356.0,-54.83924367,3687.0,1859.0,3955.0,2,2517.0,0.3615091174409118,-20.44692733,1.4398519432449106,4374.0,2713.0
2022-04-20,45.53597896,0.2343727952589248,3.16388557,-6332182.838613641,1356.0,-54.83924367,3687.0,1859.0,3955.0,2,2517.0,0.3615091174409118,-20.44692733,1.4398519432449106,4374.0,2713.0
2022-04-20,48.65100318,0.2291755356889456,3.658248606,-6107735.014032733,1359.0,-54.83911033,3668.0,1866.0,3892.0,2,2472.0,0.3572254335260115,-20.446941,1.3936039360393604,4331.0,2716.0
2022-04-20,51.62994532,0.2291755356889456,3.836273814,-6107735.014032733,1359.0,-54.83911033,3668.0,1866.0,3892.0,2,2472.0,0.3572254335260115,-20.446941,1.3936039360393604,4331.0,2716.0
2022-04-06,55.8207313,0.1503911909591422,9.58697173,-4754130.546514892,1309.0,-54.838854,3636.0,2142.0,3747.0,3,2181.0,0.3114753161881476,-20.44615233,1.1848396501457723,3970.0,2932.0
2022-04-06,54.38994674,0.1503911909591422,9.670904535,-4754130.546514892,1309.0,-54.838854,3636.0,2142.0,3747.0,3,2181.0,0.3114753161881476,-20.44615233,1.1848396501457723,3970.0,2932.0
2022-04-06,54.53465595,0.1509461216235736,6.639711346,-5055280.910210092,1321.0,-54.83932933,3632.0,2122.0,3819.0,3,2249.0,0.3196963666344459,-20.44665567,1.2372583479789103,3984.0,2939.0
2022-04-06,53.78200751,0.1509461216235736,6.11769724,-5055280.910210092,1321.0,-54.83932933,3632.0,2122.0,3819.0,3,2249.0,0.3196963666344459,-20.44665567,1.2372583479789103,3984.0,2939.0
2022-04-06,60.28727268,0.1892998498703425,7.962381874,-6861171.376118913,1369.0,-54.83899467,3838.0,2163.0,4138.0,3,2620.0,0.3683665894315344,-20.44704667,1.4441819255759007,4357.0,2970.0
2022-04-06,60.67244732,0.1892998498703425,8.135262155,-6861171.376118913,1369.0,-54.83899467,3838.0,2163.0,4138.0,3,2620.0,0.3683665894315344,-20.44704667,1.4441819255759007,4357.0,2970.0
2022-04-06,58.81055681,0.1760631666435794,8.608928308,-5887360.100262395,1369.0,-54.83874133,3871.0,2097.0,3940.0,3,2427.0,0.3453093698779821,-20.447071,1.2514285714285711,4245.0,2974.0
2022-04-06,57.32815206,0.1760631666435794,8.451011648,-5887360.100262395,1369.0,-54.83874133,3871.0,2097.0,3940.0,3,2427.0,0.3453093698779821,-20.447071,1.2514285714285711,4245.0,2974.0
2022-04-06,56.37384648,0.173842404549147,7.972521079,-6829776.1522453725,1300.0,-54.839704,3870.0,2148.0,4135.0,3,2614.0,0.3674362117242232,-20.44656733,1.3534433693796242,4335.0,3051.0
2022-04-06,57.11351203,0.173842404549147,7.891813573,-6829776.1522453725,1300.0,-54.839704,3870.0,2148.0,4135.0,3,2614.0,0.3674362117242232,-20.44656733,1.3534433693796242,4335.0,3051.0
2022-04-06,59.92512136,0.1475992886781268,7.804520603,-3862811.33180982,1326.0,-54.83924033,3499.0,2103.0,3547.0,3,1966.0,0.283425790305281,-20.44671567,1.1087990487514865,3872.0,2876.0
2022-04-06,60.01880931,0.1475992886781268,7.78506766,-3862811.33180982,1326.0,-54.83924033,3499.0,2103.0,3547.0,3,1966.0,0.283425790305281,-20.44671567,1.1087990487514865,3872.0,2876.0
2022-04-06,53.65869286,0.1762167992449777,8.597778863,-7395035.085700852,1296.0,-54.83974233,3902.0,2131.0,4236.0,3,2720.0,0.3804323501767891,-20.44650433,1.3918690005646526,4362.0,3055.0
2022-04-06,53.8609648,0.1762167992449777,8.767578658,-7395035.085700852,1296.0,-54.83974233,3902.0,2131.0,4236.0,3,2720.0,0.3804323501767891,-20.44650433,1.3918690005646526,4362.0,3055.0
2022-04-06,48.65361454,0.1905361892762144,4.857827097,-7405885.649845396,1365.0,-54.839105,3738.0,1995.0,4107.0,3,2722.0,0.3903964201709597,-20.44705267,1.5073260073260073,4252.0,2891.0
2022-04-06,50.59093738,0.1905361892762144,4.78858098,-7405885.649845396,1365.0,-54.839105,3738.0,1995.0,4107.0,3,2722.0,0.3903964201709597,-20.44705267,1.5073260073260073,4252.0,2891.0
2022-04-06,53.16082172,0.1898135263011411,7.800289068,-6073204.507418062,1306.0,-54.838734,3885.0,2055.0,3976.0,3,2465.0,0.3500943053220015,-20.44613667,1.2929642445213378,4275.0,2911.0
2022-04-06,55.70141032,0.1898135263011411,7.880248611,-6073204.507418062,1306.0,-54.838734,3885.0,2055.0,3976.0,3,2465.0,0.3500943053220015,-20.44613667,1.2929642445213378,4275.0,2911.0
2022-04-06,42.25234896,0.1700208188757807,3.882340283,-8164595.160330427,1371.0,-54.83909767,3656.0,2126.0,4309.0,3,2858.0,0.401598525130119,-20.447101,1.5817855002995804,4215.0,2990.0
2022-04-06,42.33528657,0.1700208188757807,3.785281776,-8164595.160330427,1371.0,-54.83909767,3656.0,2126.0,4309.0,3,2858.0,0.401598525130119,-20.447101,1.5817855002995804,4215.0,2990.0
2022-08-03,53.45224519,-0.0052298375997797,4.370941203,-1339686.4179930163,1438.0,-54.838977,3209.0,2959.0,3425.0,2,1158.0,0.1534522787265846,-20.44698433,0.8563685636856369,3614.0,3652.0
2022-08-03,53.1967557,-0.0317371937639198,4.368763355,-1286978.763216368,1402.0,-54.83844733,3229.0,3099.0,3510.0,2,1135.0,0.1477095262883914,-20.44684633,0.8620689655172413,3478.0,3706.0
2022-08-03,52.30018893,-0.0225996833165395,4.201980296,-1200010.846213519,1397.0,-54.83904833,3139.0,2958.0,3345.0,2,1096.0,0.1461910300598636,-20.44640333,0.8429752066115703,3395.0,3552.0
2022-08-03,52.86403073,-0.0242432936451011,4.278554882,-998907.1398124348,1391.0,-54.83859467,3081.0,2992.0,3245.0,2,1000.0,0.1341705576128374,-20.446358,0.8261114237478897,3401.0,3570.0
2022-08-03,55.46456159,-0.0249928181557023,3.908210472,-1021016.015203418,1404.0,-54.83925533,3105.0,3017.0,3277.0,2,1011.0,0.1350492108103486,-20.44625233,0.8175263449805878,3394.0,3568.0
2022-08-03,53.11088562,-0.0245310245310245,3.997033437,-941783.4124246415,1401.0,-54.83917867,3113.0,2996.0,3265.0,2,971.0,0.1293245820591776,-20.446368,0.7988980716253444,3380.0,3550.0
2022-08-03,55.234959,-0.0306999590667212,5.184525929,-1346640.4894625875,1408.0,-54.83947833,3216.0,3112.0,3443.0,2,1161.0,0.1534107125868138,-20.44671433,0.8255567338282079,3552.0,3777.0
2022-08-03,56.24841714,-0.0460048426150121,5.097676234,-1070095.6605327749,1405.0,-54.83970767,3189.0,3225.0,3411.0,2,1035.0,0.1353762281959253,-20.44668167,0.8517915309446253,3546.0,3888.0
2022-08-03,56.89049791,-0.0052298375997797,4.66320803,-1339686.4179930163,1438.0,-54.83899567,3209.0,2959.0,3425.0,2,1158.0,0.1534522787265846,-20.44697667,0.8563685636856369,3614.0,3652.0
2022-08-03,56.45272487,-0.0052298375997797,4.753563942,-1339686.4179930163,1438.0,-54.83899567,3209.0,2959.0,3425.0,2,1158.0,0.1534522787265846,-20.44697667,0.8563685636856369,3614.0,3652.0
2022-08-03,53.14119991,-0.0225996833165395,4.255927401,-1200010.846213519,1397.0,-54.83902033,3139.0,2958.0,3345.0,2,1096.0,0.1461910300598636,-20.446394,0.8429752066115703,3395.0,3552.0
2022-08-03,52.95361742,-0.0225996833165395,4.357613312,-1200010.846213519,1397.0,-54.83902033,3139.0,2958.0,3345.0,2,1096.0,0.1461910300598636,-20.446394,0.8429752066115703,3395.0,3552.0
2022-08-03,54.66282246,-0.0306999590667212,5.076250965,-1346640.4894625875,1408.0,-54.83950333,3216.0,3112.0,3443.0,2,1161.0,0.1534107125868138,-20.446715,0.8255567338282079,3552.0,3777.0
2022-08-03,54.62946915,-0.0306999590667212,5.162731786,-1346640.4894625875,1408.0,-54.83950333,3216.0,3112.0,3443.0,2,1161.0,0.1534107125868138,-20.446715,0.8255567338282079,3552.0,3777.0
2022-08-03,45.51545678,0.0047644256220222,1.783013546,-1453105.2877656508,1451.0,-54.83930567,3239.0,2982.0,3561.0,2,1206.0,0.1569249986987977,-20.44704067,0.8489096573208723,3796.0,3760.0
2022-08-03,45.08127736,0.0047644256220222,1.690486959,-1453105.2877656508,1451.0,-54.83930567,3239.0,2982.0,3561.0,2,1206.0,0.1569249986987977,-20.44704067,0.8489096573208723,3796.0,3760.0
2022-08-03,45.54053307,-0.0061366425746624,2.230373848,-1417162.39200131,1445.0,-54.839098,3196.0,2847.0,3414.0,2,1191.0,0.1588067757557655,-20.446931,0.8082627118644068,3644.0,3689.0
2022-08-03,49.43708436,-0.0061366425746624,2.223709384,-1417162.39200131,1445.0,-54.839098,3196.0,2847.0,3414.0,2,1191.0,0.1588067757557655,-20.446931,0.8082627118644068,3644.0,3689.0
2022-08-24,53.62957861,-0.0291298628077429,5.003295388,-1293793.1455460188,2235.0,-54.83844733,2641.0,2138.0,3484.0,3,1138.0,0.1488406646298078,-20.44684633,0.3456933178833525,2583.0,2738.0
2022-08-24,52.82765349,-0.0291298628077429,4.916400454,-1293793.1455460188,2235.0,-54.83844733,2641.0,2138.0,3484.0,3,1138.0,0.1488406646298078,-20.44684633,0.3456933178833525,2583.0,2738.0
2022-08-24,52.11225514,0.0627776132662126,5.826622929,-391208.31694772793,2844.0,-54.83859467,2991.0,3161.0,2768.0,3,626.0,0.0873872062896453,-20.446358,0.3561979421852033,3589.0,3165.0
2022-08-24,51.21145046,0.0627776132662126,6.002912647,-391208.31694772793,2844.0,-54.83859467,2991.0,3161.0,2768.0,3,626.0,0.0873872062896453,-20.446358,0.3561979421852033,3589.0,3165.0
