Date,CP,Longwave_Rad_AVG,TEMP_MIN,RAD_SOL,RAIN,SampleID,Longitude,TDN_based_ADF,WIND_SPD,Latitude,B9,B11,Radiative_Direct_AVG,B7,NDWI,Radiative_Dif_AVG
2022-05-18,5.13346519,280.20675736111104,18.3,17.63,0.0,35,-54.83854267,56.2033803,11.8,-20.44621533,4322.0,2932.0,328.9837507734972,4302.0,0.2045577862181226,35.20435131644441
2022-05-18,5.561901205,280.20675736111104,18.3,17.63,0.0,36,-54.83898767,51.09290674,11.8,-20.446813,4001.0,2982.0,328.9837507734972,3745.0,0.1326352530541012,35.20435131644441
2022-05-18,5.542502447,280.20675736111104,18.3,17.63,0.0,36,-54.83898767,54.50627285,11.8,-20.446813,4001.0,2982.0,328.9837507734972,3745.0,0.1326352530541012,35.20435131644441
2022-05-18,2.685987956,280.20675736111104,18.3,17.63,0.0,37,-54.83918867,51.26057131,11.8,-20.446996,3862.0,3027.0,328.9837507734972,3943.0,0.152575587905935,35.20435131644441
2022-05-18,2.688668583,280.20675736111104,18.3,17.63,0.0,37,-54.83918867,50.96179154,11.8,-20.446996,3862.0,3027.0,328.9837507734972,3943.0,0.152575587905935,35.20435131644441
2022-05-18,2.593293788,280.20675736111104,18.3,17.63,0.0,38,-54.83923167,46.73774633,11.8,-20.446863,3883.0,3008.0,328.9837507734972,3785.0,0.1368723098995695,35.20435131644441
2022-05-18,2.689111306,280.20675736111104,18.3,17.63,0.0,38,-54.83923167,46.90717585,11.8,-20.446863,3883.0,3008.0,328.9837507734972,3785.0,0.1368723098995695,35.20435131644441
2022-06-22,4.708278463,367.52495472222273,19.1,10.94,18.4,39,-54.838631,49.44313569,16.3,-20.44614667,6610.0,2724.0,11.770339319604854,3421.0,0.1630050699032109,171.65818707183973
2022-06-22,4.795468805,367.52495472222273,19.1,10.94,18.4,39,-54.838631,47.8413243,16.3,-20.44614667,6610.0,2724.0,11.770339319604854,3421.0,0.1630050699032109,171.65818707183973
2022-06-22,5.360591292,367.52495472222273,19.1,10.94,18.4,40,-54.838848,51.22156003,16.3,-20.44657867,5082.0,3231.0,11.770339319604854,3383.0,0.0072207712398217,171.65818707183973
2022-06-22,5.349896845,367.52495472222273,19.1,10.94,18.4,40,-54.838848,51.47087982,16.3,-20.44657867,5082.0,3231.0,11.770339319604854,3383.0,0.0072207712398217,171.65818707183973
2022-06-22,4.715676388,367.52495472222273,19.1,10.94,18.4,41,-54.83916633,56.64865127,16.3,-20.44647667,4965.0,2634.0,11.770339319604854,2959.0,0.0530289412187668,171.65818707183973
2022-06-22,4.623732241,367.52495472222273,19.1,10.94,18.4,41,-54.83916633,54.67441186,16.3,-20.44647667,4965.0,2634.0,11.770339319604854,2959.0,0.0530289412187668,171.65818707183973
2022-06-22,5.088014662,367.52495472222273,19.1,10.94,18.4,42,-54.838801,47.81167332,16.3,-20.44703067,7094.0,3952.0,11.770339319604854,4329.0,0.053639846743295,171.65818707183973
2022-06-22,4.905219072,367.52495472222273,19.1,10.94,18.4,42,-54.838801,47.90197734,16.3,-20.44703067,7094.0,3952.0,11.770339319604854,4329.0,0.053639846743295,171.65818707183973
2022-06-22,2.354868882,367.52495472222273,19.1,10.94,18.4,43,-54.839217,53.90830402,16.3,-20.44683167,5051.0,2829.0,11.770339319604854,3482.0,0.1241486068111455,171.65818707183973
2022-06-22,2.268784209,367.52495472222273,19.1,10.94,18.4,43,-54.839217,50.53189181,16.3,-20.44683167,5051.0,2829.0,11.770339319604854,3482.0,0.1241486068111455,171.65818707183973
2022-06-22,2.532049149,367.52495472222273,19.1,10.94,18.4,44,-54.839051,44.35558404,16.3,-20.446942,5927.0,3244.0,11.770339319604854,3935.0,0.1225317825263727,171.65818707183973
2022-06-22,2.624597293,367.52495472222273,19.1,10.94,18.4,44,-54.839051,48.45501216,16.3,-20.446942,5927.0,3244.0,11.770339319604854,3935.0,0.1225317825263727,171.65818707183973
2022-04-20,5.786000154,371.887231875,17.1,21.86,0.0,45,-54.83907833,58.7107711,11.3,-20.446484,4235.0,2877.0,347.9867691227832,4102.0,0.1862537123462028,35.43195944713262
2022-04-20,5.783110044,371.887231875,17.1,21.86,0.0,45,-54.83907833,61.04519871,11.3,-20.446484,4235.0,2877.0,347.9867691227832,4102.0,0.1862537123462028,35.43195944713262
2022-04-20,7.124578025,371.887231875,17.1,21.86,0.0,46,-54.83861033,60.18924475,11.3,-20.44663733,4493.0,2901.0,347.9867691227832,4302.0,0.2054231717337715,35.43195944713262
2022-04-20,7.223354582,371.887231875,17.1,21.86,0.0,46,-54.83861033,59.31672753,11.3,-20.44663733,4493.0,2901.0,347.9867691227832,4302.0,0.2054231717337715,35.43195944713262
2022-04-20,6.680432704,371.887231875,17.1,21.86,0.0,47,-54.838897,52.63143048,11.3,-20.44633833,4324.0,2923.0,347.9867691227832,4235.0,0.1930986887508626,35.43195944713262
2022-04-20,6.51203639,371.887231875,17.1,21.86,0.0,47,-54.838897,52.44791886,11.3,-20.44633833,4324.0,2923.0,347.9867691227832,4235.0,0.1930986887508626,35.43195944713262
2022-04-20,7.538986903,371.887231875,17.1,21.86,0.0,48,-54.838811,54.6374969,11.3,-20.44671033,4386.0,2866.0,347.9867691227832,4176.0,0.1899378179762577,35.43195944713262
2022-04-20,7.271757344,371.887231875,17.1,21.86,0.0,48,-54.838811,55.23320331,11.3,-20.44671033,4386.0,2866.0,347.9867691227832,4176.0,0.1899378179762577,35.43195944713262
2022-04-20,3.082142645,371.887231875,17.1,21.86,0.0,49,-54.83924367,44.98223209,11.3,-20.44692733,4220.0,2713.0,347.9867691227832,4081.0,0.2343727952589248,35.43195944713262
2022-04-20,3.16388557,371.887231875,17.1,21.86,0.0,49,-54.83924367,45.53597896,11.3,-20.44692733,4220.0,2713.0,347.9867691227832,4081.0,0.2343727952589248,35.43195944713262
2022-04-20,3.658248606,371.887231875,17.1,21.86,0.0,50,-54.83911033,48.65100318,11.3,-20.446941,4215.0,2716.0,347.9867691227832,4051.0,0.2291755356889456,35.43195944713262
2022-04-20,3.836273814,371.887231875,17.1,21.86,0.0,50,-54.83911033,51.62994532,11.3,-20.446941,4215.0,2716.0,347.9867691227832,4051.0,0.2291755356889456,35.43195944713262
2022-04-06,9.58697173,411.7603650694442,21.5,21.5,2.0,51,-54.838854,55.8207313,14.4,-20.44615233,4034.0,2932.0,306.5506366099681,3946.0,0.1503911909591422,55.43210602056249
2022-04-06,9.670904535,411.7603650694442,21.5,21.5,2.0,51,-54.838854,54.38994674,14.4,-20.44615233,4034.0,2932.0,306.5506366099681,3946.0,0.1503911909591422,55.43210602056249
2022-04-06,6.639711346,411.7603650694442,21.5,21.5,2.0,52,-54.83932933,54.53465595,14.4,-20.44665567,4017.0,2939.0,306.5506366099681,3987.0,0.1509461216235736,55.43210602056249
2022-04-06,6.11769724,411.7603650694442,21.5,21.5,2.0,52,-54.83932933,53.78200751,14.4,-20.44665567,4017.0,2939.0,306.5506366099681,3987.0,0.1509461216235736,55.43210602056249
2022-04-06,7.962381874,411.7603650694442,21.5,21.5,2.0,53,-54.83899467,60.28727268,14.4,-20.44704667,4034.0,2970.0,306.5506366099681,4327.0,0.1892998498703425,55.43210602056249
2022-04-06,8.135262155,411.7603650694442,21.5,21.5,2.0,53,-54.83899467,60.67244732,14.4,-20.44704667,4034.0,2970.0,306.5506366099681,4327.0,0.1892998498703425,55.43210602056249
2022-04-06,8.608928308,411.7603650694442,21.5,21.5,2.0,54,-54.83874133,58.81055681,14.4,-20.447071,4082.0,2974.0,306.5506366099681,4205.0,0.1760631666435794,55.43210602056249
2022-04-06,8.451011648,411.7603650694442,21.5,21.5,2.0,54,-54.83874133,57.32815206,14.4,-20.447071,4082.0,2974.0,306.5506366099681,4205.0,0.1760631666435794,55.43210602056249
2022-04-06,7.972521079,411.7603650694442,21.5,21.5,2.0,55,-54.839704,56.37384648,14.4,-20.44656733,4171.0,3051.0,306.5506366099681,4235.0,0.173842404549147,55.43210602056249
2022-04-06,7.891813573,411.7603650694442,21.5,21.5,2.0,55,-54.839704,57.11351203,14.4,-20.44656733,4171.0,3051.0,306.5506366099681,4235.0,0.173842404549147,55.43210602056249
2022-04-06,7.804520603,411.7603650694442,21.5,21.5,2.0,56,-54.83924033,59.92512136,14.4,-20.44671567,3987.0,2876.0,306.5506366099681,3818.0,0.1475992886781268,55.43210602056249
2022-04-06,7.78506766,411.7603650694442,21.5,21.5,2.0,56,-54.83924033,60.01880931,14.4,-20.44671567,3987.0,2876.0,306.5506366099681,3818.0,0.1475992886781268,55.43210602056249
2022-04-06,8.597778863,411.7603650694442,21.5,21.5,2.0,57,-54.83974233,53.65869286,14.4,-20.44650433,4129.0,3055.0,306.5506366099681,4300.0,0.1762167992449777,55.43210602056249
2022-04-06,8.767578658,411.7603650694442,21.5,21.5,2.0,57,-54.83974233,53.8609648,14.4,-20.44650433,4129.0,3055.0,306.5506366099681,4300.0,0.1762167992449777,55.43210602056249
2022-04-06,4.857827097,411.7603650694442,21.5,21.5,2.0,58,-54.839105,48.65361454,14.4,-20.44705267,4017.0,2891.0,306.5506366099681,4112.0,0.1905361892762144,55.43210602056249
2022-04-06,4.78858098,411.7603650694442,21.5,21.5,2.0,58,-54.839105,50.59093738,14.4,-20.44705267,4017.0,2891.0,306.5506366099681,4112.0,0.1905361892762144,55.43210602056249
2022-04-06,7.800289068,411.7603650694442,21.5,21.5,2.0,59,-54.838734,53.16082172,14.4,-20.44613667,4246.0,2911.0,306.5506366099681,4257.0,0.1898135263011411,55.43210602056249
2022-04-06,7.880248611,411.7603650694442,21.5,21.5,2.0,59,-54.838734,55.70141032,14.4,-20.44613667,4246.0,2911.0,306.5506366099681,4257.0,0.1898135263011411,55.43210602056249
