Date,CP,B9,Longwave_Rad_AVG,TEMP_MIN,RAD_SOL,Radiative_Dif_AVG,Longitude,B6,PPFD,Latitude,Radiative_Direct_AVG,TDN_based_ADF,RAIN,EVAPOT,B1,B5
2022-05-05,7.385197402,4110.0,340.90736451388904,22.7,17.25,83.35255690060406,-54.83930467,3808.0,334.03221646603583,-20.44663067,172.29668451737672,56.48945805,0.0,4.48,1296.0,2355.0
2022-05-05,7.385197402,4110.0,340.90736451388904,22.7,17.25,83.35255690060406,-54.83930467,3808.0,334.03221646603583,-20.44663067,172.29668451737672,53.17267835,0.0,4.48,1296.0,2355.0
2022-05-05,5.899621568,4499.0,340.90736451388904,22.7,17.25,83.35255690060406,-54.83855567,3942.0,334.03221646603583,-20.44637233,172.29668451737672,58.73142471,0.0,4.48,1277.0,2374.0
2022-05-05,5.887857617,4499.0,340.90736451388904,22.7,17.25,83.35255690060406,-54.83855567,3942.0,334.03221646603583,-20.44637233,172.29668451737672,60.29755294,0.0,4.48,1277.0,2374.0
2022-05-05,6.353050887,4218.0,340.90736451388904,22.7,17.25,83.35255690060406,-54.838707,4085.0,334.03221646603583,-20.44706367,172.29668451737672,58.56210858,0.0,4.48,1316.0,2330.0
2022-05-05,6.353050887,4218.0,340.90736451388904,22.7,17.25,83.35255690060406,-54.838707,4085.0,334.03221646603583,-20.44706367,172.29668451737672,55.20215491,0.0,4.48,1316.0,2330.0
2022-05-05,3.040877175,4020.0,340.90736451388904,22.7,17.25,83.35255690060406,-54.83922433,3524.0,334.03221646603583,-20.44710133,172.29668451737672,52.27533421,0.0,4.48,1339.0,2120.0
2022-05-05,3.04694679,4020.0,340.90736451388904,22.7,17.25,83.35255690060406,-54.83922433,3524.0,334.03221646603583,-20.44710133,172.29668451737672,50.03009882,0.0,4.48,1339.0,2120.0
2022-05-05,2.534837219,4087.0,340.90736451388904,22.7,17.25,83.35255690060406,-54.83930767,3746.0,334.03221646603583,-20.446902,172.29668451737672,47.95161896,0.0,4.48,1316.0,2266.0
2022-05-05,2.705597211,4087.0,340.90736451388904,22.7,17.25,83.35255690060406,-54.83930767,3746.0,334.03221646603583,-20.446902,172.29668451737672,48.04153375,0.0,4.48,1316.0,2266.0
2022-06-02,4.971290278,3786.0,388.3275890277778,20.1,14.5,99.04042020517376,-54.83885933,3589.0,216.2647172102618,-20.44697833,10.858879727653326,52.16173204,0.0,4.38,1357.0,2531.0
2022-06-02,5.153428538,3786.0,388.3275890277778,20.1,14.5,99.04042020517376,-54.83885933,3589.0,216.2647172102618,-20.44697833,10.858879727653326,51.91894479,0.0,4.38,1357.0,2531.0
2022-06-02,4.722079746,4132.0,388.3275890277778,20.1,14.5,99.04042020517376,-54.838545,3751.0,216.2647172102618,-20.446366,10.858879727653326,52.29991626,0.0,4.38,1285.0,2473.0
2022-06-02,4.994371414,4132.0,388.3275890277778,20.1,14.5,99.04042020517376,-54.838545,3751.0,216.2647172102618,-20.446366,10.858879727653326,51.92080274,0.0,4.38,1285.0,2473.0
2022-06-02,5.325789098,3738.0,388.3275890277778,20.1,14.5,99.04042020517376,-54.83948333,3512.0,216.2647172102618,-20.44669467,10.858879727653326,56.89019404,0.0,4.38,1320.0,2567.0
2022-06-02,5.309867456,3738.0,388.3275890277778,20.1,14.5,99.04042020517376,-54.83948333,3512.0,216.2647172102618,-20.44669467,10.858879727653326,52.93481013,0.0,4.38,1320.0,2567.0
2022-06-02,5.425175171,3734.0,388.3275890277778,20.1,14.5,99.04042020517376,-54.83860133,3629.0,216.2647172102618,-20.44709433,10.858879727653326,57.95038309,0.0,4.38,1351.0,2493.0
2022-06-02,5.594600174,3734.0,388.3275890277778,20.1,14.5,99.04042020517376,-54.83860133,3629.0,216.2647172102618,-20.44709433,10.858879727653326,58.01814277,0.0,4.38,1351.0,2493.0
2022-06-02,5.936260378,3890.0,388.3275890277778,20.1,14.5,99.04042020517376,-54.83874067,3505.0,216.2647172102618,-20.44635133,10.858879727653326,56.78438928,0.0,4.38,1296.0,2517.0
2022-06-02,6.014558985,3890.0,388.3275890277778,20.1,14.5,99.04042020517376,-54.83874067,3505.0,216.2647172102618,-20.44635133,10.858879727653326,54.91068245,0.0,4.38,1296.0,2517.0
2022-06-02,5.766645524,3645.0,388.3275890277778,20.1,14.5,99.04042020517376,-54.839228,3352.0,216.2647172102618,-20.44644167,10.858879727653326,56.80856683,0.0,4.38,1319.0,2484.0
2022-06-02,5.845264177,3645.0,388.3275890277778,20.1,14.5,99.04042020517376,-54.839228,3352.0,216.2647172102618,-20.44644167,10.858879727653326,56.97572872,0.0,4.38,1319.0,2484.0
2022-06-02,2.705945433,3729.0,388.3275890277778,20.1,14.5,99.04042020517376,-54.83908333,3599.0,216.2647172102618,-20.44707067,10.858879727653326,47.06351554,0.0,4.38,1374.0,2533.0
2022-06-02,2.708648675,3729.0,388.3275890277778,20.1,14.5,99.04042020517376,-54.83908333,3599.0,216.2647172102618,-20.44707067,10.858879727653326,47.145599,0.0,4.38,1374.0,2533.0
2022-06-02,2.183589424,3719.0,388.3275890277778,20.1,14.5,99.04042020517376,-54.839329,3618.0,216.2647172102618,-20.44699567,10.858879727653326,44.46956036,0.0,4.38,1357.0,2474.0
2022-06-02,2.189040221,3719.0,388.3275890277778,20.1,14.5,99.04042020517376,-54.839329,3618.0,216.2647172102618,-20.44699567,10.858879727653326,43.74818053,0.0,4.38,1357.0,2474.0
2022-05-18,4.871028183,4135.0,280.20675736111104,18.3,17.63,35.20435131644441,-54.838422,3862.0,419.6449525819363,-20.446899,328.9837507734972,55.91948154,0.0,3.84,1303.0,2374.0
2022-05-18,4.86132494,4135.0,280.20675736111104,18.3,17.63,35.20435131644441,-54.838422,3862.0,419.6449525819363,-20.446899,328.9837507734972,53.31943777,0.0,3.84,1303.0,2374.0
2022-05-18,5.718676315,3786.0,280.20675736111104,18.3,17.63,35.20435131644441,-54.83885567,3314.0,419.6449525819363,-20.44601967,328.9837507734972,50.14325176,0.0,3.84,1295.0,2395.0
2022-05-18,5.718676315,3786.0,280.20675736111104,18.3,17.63,35.20435131644441,-54.83885567,3314.0,419.6449525819363,-20.44601967,328.9837507734972,54.00406447,0.0,3.84,1295.0,2395.0
2022-05-18,5.054008114,4322.0,280.20675736111104,18.3,17.63,35.20435131644441,-54.83854267,3941.0,419.6449525819363,-20.44621533,328.9837507734972,54.0007637,0.0,3.84,1284.0,2372.0
2022-05-18,5.13346519,4322.0,280.20675736111104,18.3,17.63,35.20435131644441,-54.83854267,3941.0,419.6449525819363,-20.44621533,328.9837507734972,56.2033803,0.0,3.84,1284.0,2372.0
2022-05-18,5.561901205,4001.0,280.20675736111104,18.3,17.63,35.20435131644441,-54.83898767,3479.0,419.6449525819363,-20.446813,328.9837507734972,51.09290674,0.0,3.84,1315.0,2378.0
2022-05-18,5.542502447,4001.0,280.20675736111104,18.3,17.63,35.20435131644441,-54.83898767,3479.0,419.6449525819363,-20.446813,328.9837507734972,54.50627285,0.0,3.84,1315.0,2378.0
2022-05-18,2.685987956,3862.0,280.20675736111104,18.3,17.63,35.20435131644441,-54.83918867,3570.0,419.6449525819363,-20.446996,328.9837507734972,51.26057131,0.0,3.84,1351.0,2333.0
2022-05-18,2.688668583,3862.0,280.20675736111104,18.3,17.63,35.20435131644441,-54.83918867,3570.0,419.6449525819363,-20.446996,328.9837507734972,50.96179154,0.0,3.84,1351.0,2333.0
2022-05-18,2.593293788,3883.0,280.20675736111104,18.3,17.63,35.20435131644441,-54.83923167,3488.0,419.6449525819363,-20.446863,328.9837507734972,46.73774633,0.0,3.84,1336.0,2368.0
2022-05-18,2.689111306,3883.0,280.20675736111104,18.3,17.63,35.20435131644441,-54.83923167,3488.0,419.6449525819363,-20.446863,328.9837507734972,46.90717585,0.0,3.84,1336.0,2368.0
2022-06-22,4.708278463,6610.0,367.52495472222273,19.1,10.94,171.65818707183973,-54.838631,3028.0,358.9502014961379,-20.44614667,11.770339319604854,49.44313569,18.4,2.54,2633.0,2377.0
2022-06-22,4.795468805,6610.0,367.52495472222273,19.1,10.94,171.65818707183973,-54.838631,3028.0,358.9502014961379,-20.44614667,11.770339319604854,47.8413243,18.4,2.54,2633.0,2377.0
2022-06-22,5.360591292,5082.0,367.52495472222273,19.1,10.94,171.65818707183973,-54.838848,3416.0,358.9502014961379,-20.44657867,11.770339319604854,51.22156003,18.4,2.54,2222.0,3091.0
2022-06-22,5.349896845,5082.0,367.52495472222273,19.1,10.94,171.65818707183973,-54.838848,3416.0,358.9502014961379,-20.44657867,11.770339319604854,51.47087982,18.4,2.54,2222.0,3091.0
2022-06-22,4.715676388,4965.0,367.52495472222273,19.1,10.94,171.65818707183973,-54.83916633,2837.0,358.9502014961379,-20.44647667,11.770339319604854,56.64865127,18.4,2.54,2131.0,2427.0
2022-06-22,4.623732241,4965.0,367.52495472222273,19.1,10.94,171.65818707183973,-54.83916633,2837.0,358.9502014961379,-20.44647667,11.770339319604854,54.67441186,18.4,2.54,2131.0,2427.0
2022-06-22,5.088014662,7094.0,367.52495472222273,19.1,10.94,171.65818707183973,-54.838801,4193.0,358.9502014961379,-20.44703067,11.770339319604854,47.81167332,18.4,2.54,2906.0,3613.0
2022-06-22,4.905219072,7094.0,367.52495472222273,19.1,10.94,171.65818707183973,-54.838801,4193.0,358.9502014961379,-20.44703067,11.770339319604854,47.90197734,18.4,2.54,2906.0,3613.0
2022-06-22,2.354868882,5051.0,367.52495472222273,19.1,10.94,171.65818707183973,-54.839217,3159.0,358.9502014961379,-20.44683167,11.770339319604854,53.90830402,18.4,2.54,2271.0,2383.0
2022-06-22,2.268784209,5051.0,367.52495472222273,19.1,10.94,171.65818707183973,-54.839217,3159.0,358.9502014961379,-20.44683167,11.770339319604854,50.53189181,18.4,2.54,2271.0,2383.0
2022-06-22,2.532049149,5927.0,367.52495472222273,19.1,10.94,171.65818707183973,-54.839051,3565.0,358.9502014961379,-20.446942,11.770339319604854,44.35558404,18.4,2.54,2552.0,2800.0
2022-06-22,2.624597293,5927.0,367.52495472222273,19.1,10.94,171.65818707183973,-54.839051,3565.0,358.9502014961379,-20.446942,11.770339319604854,48.45501216,18.4,2.54,2552.0,2800.0
2022-04-20,5.786000154,4235.0,371.887231875,17.1,21.86,35.43195944713262,-54.83907833,3819.0,522.8047134368735,-20.446484,347.9867691227832,58.7107711,0.0,4.7,1305.0,2291.0
2022-04-20,5.783110044,4235.0,371.887231875,17.1,21.86,35.43195944713262,-54.83907833,3819.0,522.8047134368735,-20.446484,347.9867691227832,61.04519871,0.0,4.7,1305.0,2291.0
2022-04-20,7.124578025,4493.0,371.887231875,17.1,21.86,35.43195944713262,-54.83861033,4031.0,522.8047134368735,-20.44663733,347.9867691227832,60.18924475,0.0,4.7,1301.0,2335.0
2022-04-20,7.223354582,4493.0,371.887231875,17.1,21.86,35.43195944713262,-54.83861033,4031.0,522.8047134368735,-20.44663733,347.9867691227832,59.31672753,0.0,4.7,1301.0,2335.0
2022-04-20,6.680432704,4324.0,371.887231875,17.1,21.86,35.43195944713262,-54.838897,3944.0,522.8047134368735,-20.44633833,347.9867691227832,52.63143048,0.0,4.7,1299.0,2326.0
2022-04-20,6.51203639,4324.0,371.887231875,17.1,21.86,35.43195944713262,-54.838897,3944.0,522.8047134368735,-20.44633833,347.9867691227832,52.44791886,0.0,4.7,1299.0,2326.0
2022-04-20,7.538986903,4386.0,371.887231875,17.1,21.86,35.43195944713262,-54.838811,3893.0,522.8047134368735,-20.44671033,347.9867691227832,54.6374969,0.0,4.69,1311.0,2306.0
2022-04-20,7.271757344,4386.0,371.887231875,17.1,21.86,35.43195944713262,-54.838811,3893.0,522.8047134368735,-20.44671033,347.9867691227832,55.23320331,0.0,4.69,1311.0,2306.0
2022-04-20,3.082142645,4220.0,371.887231875,17.1,21.86,35.43195944713262,-54.83924367,3687.0,522.8047134368735,-20.44692733,347.9867691227832,44.98223209,0.0,4.69,1356.0,2124.0
2022-04-20,3.16388557,4220.0,371.887231875,17.1,21.86,35.43195944713262,-54.83924367,3687.0,522.8047134368735,-20.44692733,347.9867691227832,45.53597896,0.0,4.69,1356.0,2124.0
2022-04-20,3.658248606,4215.0,371.887231875,17.1,21.86,35.43195944713262,-54.83911033,3668.0,522.8047134368735,-20.446941,347.9867691227832,48.65100318,0.0,4.69,1359.0,2139.0
2022-04-20,3.836273814,4215.0,371.887231875,17.1,21.86,35.43195944713262,-54.83911033,3668.0,522.8047134368735,-20.446941,347.9867691227832,51.62994532,0.0,4.69,1359.0,2139.0
2022-04-06,9.58697173,4034.0,411.7603650694442,21.5,21.5,55.43210602056249,-54.838854,3636.0,532.4173309593064,-20.44615233,306.5506366099681,55.8207313,2.0,4.55,1309.0,2204.0
2022-04-06,9.670904535,4034.0,411.7603650694442,21.5,21.5,55.43210602056249,-54.838854,3636.0,532.4173309593064,-20.44615233,306.5506366099681,54.38994674,2.0,4.55,1309.0,2204.0
2022-04-06,6.639711346,4017.0,411.7603650694442,21.5,21.5,55.43210602056249,-54.83932933,3632.0,532.4173309593064,-20.44665567,306.5506366099681,54.53465595,2.0,4.54,1321.0,2210.0
2022-04-06,6.11769724,4017.0,411.7603650694442,21.5,21.5,55.43210602056249,-54.83932933,3632.0,532.4173309593064,-20.44665567,306.5506366099681,53.78200751,2.0,4.54,1321.0,2210.0
2022-04-06,7.962381874,4034.0,411.7603650694442,21.5,21.5,55.43210602056249,-54.83899467,3838.0,532.4173309593064,-20.44704667,306.5506366099681,60.28727268,2.0,4.55,1369.0,2224.0
2022-04-06,8.135262155,4034.0,411.7603650694442,21.5,21.5,55.43210602056249,-54.83899467,3838.0,532.4173309593064,-20.44704667,306.5506366099681,60.67244732,2.0,4.55,1369.0,2224.0
2022-04-06,8.608928308,4082.0,411.7603650694442,21.5,21.5,55.43210602056249,-54.83874133,3871.0,532.4173309593064,-20.447071,306.5506366099681,58.81055681,2.0,4.55,1369.0,2228.0
2022-04-06,8.451011648,4082.0,411.7603650694442,21.5,21.5,55.43210602056249,-54.83874133,3871.0,532.4173309593064,-20.447071,306.5506366099681,57.32815206,2.0,4.55,1369.0,2228.0
2022-04-06,7.972521079,4171.0,411.7603650694442,21.5,21.5,55.43210602056249,-54.839704,3870.0,532.4173309593064,-20.44656733,306.5506366099681,56.37384648,2.0,4.55,1300.0,2241.0
2022-04-06,7.891813573,4171.0,411.7603650694442,21.5,21.5,55.43210602056249,-54.839704,3870.0,532.4173309593064,-20.44656733,306.5506366099681,57.11351203,2.0,4.55,1300.0,2241.0
2022-04-06,7.804520603,3987.0,411.7603650694442,21.5,21.5,55.43210602056249,-54.83924033,3499.0,532.4173309593064,-20.44671567,306.5506366099681,59.92512136,2.0,4.54,1326.0,2182.0
2022-04-06,7.78506766,3987.0,411.7603650694442,21.5,21.5,55.43210602056249,-54.83924033,3499.0,532.4173309593064,-20.44671567,306.5506366099681,60.01880931,2.0,4.54,1326.0,2182.0
2022-04-06,8.597778863,4129.0,411.7603650694442,21.5,21.5,55.43210602056249,-54.83974233,3902.0,532.4173309593064,-20.44650433,306.5506366099681,53.65869286,2.0,4.55,1296.0,2214.0
2022-04-06,8.767578658,4129.0,411.7603650694442,21.5,21.5,55.43210602056249,-54.83974233,3902.0,532.4173309593064,-20.44650433,306.5506366099681,53.8609648,2.0,4.55,1296.0,2214.0
2022-04-06,4.857827097,4017.0,411.7603650694442,21.5,21.5,55.43210602056249,-54.839105,3738.0,532.4173309593064,-20.44705267,306.5506366099681,48.65361454,2.0,4.55,1365.0,2120.0
2022-04-06,4.78858098,4017.0,411.7603650694442,21.5,21.5,55.43210602056249,-54.839105,3738.0,532.4173309593064,-20.44705267,306.5506366099681,50.59093738,2.0,4.55,1365.0,2120.0
2022-04-06,7.800289068,4246.0,411.7603650694442,21.5,21.5,55.43210602056249,-54.838734,3885.0,532.4173309593064,-20.44613667,306.5506366099681,53.16082172,2.0,4.55,1306.0,2186.0
2022-04-06,7.880248611,4246.0,411.7603650694442,21.5,21.5,55.43210602056249,-54.838734,3885.0,532.4173309593064,-20.44613667,306.5506366099681,55.70141032,2.0,4.55,1306.0,2186.0
2022-04-06,3.882340283,4025.0,411.7603650694442,21.5,21.5,55.43210602056249,-54.83909767,3656.0,532.4173309593064,-20.447101,306.5506366099681,42.25234896,2.0,4.55,1371.0,2133.0
2022-04-06,3.785281776,4025.0,411.7603650694442,21.5,21.5,55.43210602056249,-54.83909767,3656.0,532.4173309593064,-20.447101,306.5506366099681,42.33528657,2.0,4.55,1371.0,2133.0
2022-08-03,4.370941203,3469.0,369.9282904166671,17.3,17.63,212.9677635737433,-54.838977,3209.0,411.6390937928607,-20.44698433,0.2542237416505561,53.45224519,0.0,4.66,1438.0,2740.0
2022-08-03,4.368763355,3475.0,369.9282904166671,17.3,17.63,212.9677635737433,-54.83844733,3229.0,411.6390937928607,-20.44684633,0.2542237416505561,53.1967557,0.0,4.66,1402.0,2711.0
2022-08-03,4.201980296,3412.0,369.9282904166671,17.3,17.63,212.9677635737433,-54.83904833,3139.0,411.6390937928607,-20.44640333,0.2542237416505561,52.30018893,0.0,4.66,1397.0,2671.0
2022-08-03,4.278554882,3462.0,369.9282904166671,17.3,17.63,212.9677635737433,-54.83859467,3081.0,411.6390937928607,-20.446358,0.2542237416505561,52.86403073,0.0,4.66,1391.0,2653.0
2022-08-03,3.908210472,3407.0,369.9282904166671,17.3,17.63,212.9677635737433,-54.83925533,3105.0,411.6390937928607,-20.44625233,0.2542237416505561,55.46456159,0.0,4.66,1404.0,2665.0
2022-08-03,3.997033437,3406.0,369.9282904166671,17.3,17.63,212.9677635737433,-54.83917867,3113.0,411.6390937928607,-20.446368,0.2542237416505561,53.11088562,0.0,4.66,1401.0,2670.0
2022-08-03,5.184525929,3490.0,369.9282904166671,17.3,17.63,212.9677635737433,-54.83947833,3216.0,411.6390937928607,-20.44671433,0.2542237416505561,55.234959,0.0,4.66,1408.0,2721.0
2022-08-03,5.097676234,3520.0,369.9282904166671,17.3,17.63,212.9677635737433,-54.83970767,3189.0,411.6390937928607,-20.44668167,0.2542237416505561,56.24841714,0.0,4.66,1405.0,2761.0
2022-08-03,4.66320803,3469.0,369.9282904166671,17.3,17.63,212.9677635737433,-54.83899567,3209.0,411.6390937928607,-20.44697667,0.2542237416505561,56.89049791,0.0,4.66,1438.0,2740.0
2022-08-03,4.753563942,3469.0,369.9282904166671,17.3,17.63,212.9677635737433,-54.83899567,3209.0,411.6390937928607,-20.44697667,0.2542237416505561,56.45272487,0.0,4.66,1438.0,2740.0
2022-08-03,4.255927401,3412.0,369.9282904166671,17.3,17.63,212.9677635737433,-54.83902033,3139.0,411.6390937928607,-20.446394,0.2542237416505561,53.14119991,0.0,4.66,1397.0,2671.0
2022-08-03,4.357613312,3412.0,369.9282904166671,17.3,17.63,212.9677635737433,-54.83902033,3139.0,411.6390937928607,-20.446394,0.2542237416505561,52.95361742,0.0,4.66,1397.0,2671.0
2022-08-03,5.076250965,3490.0,369.9282904166671,17.3,17.63,212.9677635737433,-54.83950333,3216.0,411.6390937928607,-20.446715,0.2542237416505561,54.66282246,0.0,4.66,1408.0,2721.0
2022-08-03,5.162731786,3490.0,369.9282904166671,17.3,17.63,212.9677635737433,-54.83950333,3216.0,411.6390937928607,-20.446715,0.2542237416505561,54.62946915,0.0,4.66,1408.0,2721.0
2022-08-03,1.783013546,3498.0,369.9282904166671,17.3,17.63,212.9677635737433,-54.83930567,3239.0,411.6390937928607,-20.44704067,0.2542237416505561,45.51545678,0.0,4.66,1451.0,2691.0
2022-08-03,1.690486959,3498.0,369.9282904166671,17.3,17.63,212.9677635737433,-54.83930567,3239.0,411.6390937928607,-20.44704067,0.2542237416505561,45.08127736,0.0,4.66,1451.0,2691.0
2022-08-03,2.230373848,3475.0,369.9282904166671,17.3,17.63,212.9677635737433,-54.839098,3196.0,411.6390937928607,-20.446931,0.2542237416505561,45.54053307,0.0,4.66,1445.0,2702.0
2022-08-03,2.223709384,3475.0,369.9282904166671,17.3,17.63,212.9677635737433,-54.839098,3196.0,411.6390937928607,-20.446931,0.2542237416505561,49.43708436,0.0,4.66,1445.0,2702.0
2022-08-24,5.003295388,5716.0,394.97662103004274,14.6,19.27,438.8941286907015,-54.83844733,2641.0,1161.2302174640968,-20.44684633,0.6333306519410588,53.62957861,0.0,4.04,2235.0,2450.0
2022-08-24,4.916400454,5716.0,394.97662103004274,14.6,19.27,438.8941286907015,-54.83844733,2641.0,1161.2302174640968,-20.44684633,0.6333306519410588,52.82765349,0.0,4.04,2235.0,2450.0
2022-08-24,5.826622929,7749.0,394.97662103004274,14.6,19.27,438.8941286907015,-54.83859467,2991.0,1161.2302174640968,-20.446358,0.6333306519410588,52.11225514,0.0,4.04,2844.0,2554.0
2022-08-24,6.002912647,7749.0,394.97662103004274,14.6,19.27,438.8941286907015,-54.83859467,2991.0,1161.2302174640968,-20.446358,0.6333306519410588,51.21145046,0.0,4.04,2844.0,2554.0
2022-08-24,5.088650711,7505.0,394.97662103004274,14.6,19.27,438.8941286907015,-54.83917867,3190.0,1161.2302174640968,-20.446368,0.6333306519410588,52.6861468,0.0,4.04,2794.0,2798.0
2022-08-24,5.014366771,7505.0,394.97662103004274,14.6,19.27,438.8941286907015,-54.83917867,3190.0,1161.2302174640968,-20.446368,0.6333306519410588,51.00433329,0.0,4.04,2794.0,2798.0
2022-08-24,5.082901022,4967.0,394.97662103004274,14.6,19.27,438.8941286907015,-54.83970767,2542.0,1161.2302174640968,-20.44668167,0.6333306519410588,45.97762787,0.0,4.04,1991.0,2221.0
2022-08-24,4.993727319,4967.0,394.97662103004274,14.6,19.27,438.8941286907015,-54.83970767,2542.0,1161.2302174640968,-20.44668167,0.6333306519410588,44.96619128,0.0,4.04,1991.0,2221.0
2022-08-24,2.62865625,5283.0,394.97662103004274,14.6,19.27,438.8941286907015,-54.83921267,3022.0,1161.2302174640968,-20.44693833,0.6333306519410588,44.42768088,0.0,4.04,2182.0,2677.0
2022-08-24,2.623412048,5283.0,394.97662103004274,14.6,19.27,438.8941286907015,-54.83921267,3022.0,1161.2302174640968,-20.44693833,0.6333306519410588,43.81754235,0.0,4.04,2182.0,2677.0
2022-08-24,2.143874757,5410.0,394.97662103004274,14.6,19.27,438.8941286907015,-54.839056,3045.0,1161.2302174640968,-20.446994,0.6333306519410588,43.96892452,0.0,4.04,2217.0,2707.0
