START_DATE,FINAL_DATE,PERIOD,AMOUNT_DAYS,ANIMAL,START_WEIGHT,FINAL_WEIGHT,ADG,ADS,SUP_TIME,SUP_TOTAL,TOTAL_TIME,TOTAL_ATTENDANCE,TOTAL_DAYS,TOTAL_TIME (6-12h),TOTAL_ATTENDANCE (6-12h),TOTAL_DAYS (6-12h),TOTAL_TIME (12-18h),TOTAL_ATTENDANCE (12-18h),TOTAL_DAYS (12-18h),TOTAL_TIME (18-00h),TOTAL_ATTENDANCE (18-00h),TOTAL_DAYS (18-00h),TOTAL_TIME (6-8h),TOTAL_ATTENDANCE (6-8h),TOTAL_DAYS (6-8h),TOTAL_TIME (12-14h),TOTAL_ATTENDANCE (12-14h),TOTAL_DAYS (12-14h),TOTAL_TIME (18-20h),TOTAL_ATTENDANCE (18-20h),TOTAL_DAYS (18-20h),TOTAL_TIME_SPRING (09/23-12/21),TOTAL_ATTENDANCE_SPRING (09/23-12/21),TOTAL_DAYS_SPRING (09/23-12/21),TOTAL_TIME_SUMMER (12/22-03/20),TOTAL_ATTENDANCE_SUMMER (12/22-03/20),TOTAL_DAYS_SUMMER (12/22-03/20),TOTAL_TIME_AUTUMN (03/23-06/21),TOTAL_ATTENDANCE_AUTUMN (03/23-06/21),TOTAL_DAYS_AUTUMN (03/23-06/21),TOTAL_TIME_WINTER (06/22-09/22),TOTAL_ATTENDANCE_WINTER (06/22-09/22),TOTAL_DAYS_WINTER (06/22-09/22),BAND1,BAND2,BAND3,BAND4,BAND5,BAND6,BAND7,BAND8,BAND8A,BAND9,BAND11,BAND12,NDVI_INDEX,NDWI_INDEX,EVI_INDEX,LAI_INDEX,DVI_INDEX,GCI_INDEX,GEMI_INDEX,SAVI_INDEX,TEMP_AVG,RAIN_SUM,RAIN_AVG,RAD_SOL_SUM,RAD_SOL_AVG,EVAPOT,HUM_REL_AVG,PRES_ATM_AVG
2022-12-23,2023-01-20,1,28,12,203,238,"1,250",200.0,"6, 12, 18",5200.0,120,1,1,0,0,0,120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1,1,0,0,0,0,0,0,4683.6127011248755,4487.806635341022,4535.561583368931,4394.798519151359,5137.820589491669,5704.243058521999,5813.09554321515,5657.273529830556,5810.145806635341,8309.536522853481,4558.229531539228,3744.3364658977644,0.22441327624978488,0.10798453483584212,0.17365396728692203,0.5102800536440841,1262.4750106791962,0.6227938013494252,-2453009.070053636,0.3365901763653565,25.343603551724126,214.40000339,7.393103565172414,630.54,21.742758620689653,137.92872449999996,72.58869100574714,963.1510314655171
2022-12-23,2023-01-20,1,28,13,228,248,"0,714",200.0,"6, 12, 18",5200.0,1349,21,5,952,12,3,110,4,2,287,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1349,21,5,0,0,0,0,0,0,4683.6127011248755,4487.806635341022,4535.561583368931,4394.798519151359,5137.820589491669,5704.243058521999,5813.09554321515,5657.273529830556,5810.145806635341,8309.536522853481,4558.229531539228,3744.3364658977644,0.22441327624978488,0.10798453483584212,0.17365396728692203,0.5102800536440841,1262.4750106791962,0.6227938013494252,-2453009.070053636,0.3365901763653565,25.343603551724126,214.40000339,7.393103565172414,630.54,21.742758620689653,137.92872449999996,72.58869100574714,963.1510314655171
2022-12-23,2023-01-20,1,28,14,198,202,"0,143",200.0,"6, 12, 18",5200.0,959,12,5,212,3,2,204,4,3,543,5,2,0,0,0,40,1,1,0,0,0,0,0,0,959,12,5,0,0,0,0,0,0,4683.6127011248755,4487.806635341022,4535.561583368931,4394.798519151359,5137.820589491669,5704.243058521999,5813.09554321515,5657.273529830556,5810.145806635341,8309.536522853481,4558.229531539228,3744.3364658977644,0.22441327624978488,0.10798453483584212,0.17365396728692203,0.5102800536440841,1262.4750106791962,0.6227938013494252,-2453009.070053636,0.3365901763653565,25.343603551724126,214.40000339,7.393103565172414,630.54,21.742758620689653,137.92872449999996,72.58869100574714,963.1510314655171
2022-12-23,2023-01-20,1,28,15,147,156,"0,321",200.0,"6, 12, 18",5200.0,1989,19,6,744,8,2,192,4,2,1053,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1989,19,6,0,0,0,0,0,0,4683.6127011248755,4487.806635341022,4535.561583368931,4394.798519151359,5137.820589491669,5704.243058521999,5813.09554321515,5657.273529830556,5810.145806635341,8309.536522853481,4558.229531539228,3744.3364658977644,0.22441327624978488,0.10798453483584212,0.17365396728692203,0.5102800536440841,1262.4750106791962,0.6227938013494252,-2453009.070053636,0.3365901763653565,25.343603551724126,214.40000339,7.393103565172414,630.54,21.742758620689653,137.92872449999996,72.58869100574714,963.1510314655171
2022-12-23,2023-01-20,1,28,16,219,244,"0,893",200.0,"6, 12, 18",5200.0,6,1,1,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,4683.6127011248755,4487.806635341022,4535.561583368931,4394.798519151359,5137.820589491669,5704.243058521999,5813.09554321515,5657.273529830556,5810.145806635341,8309.536522853481,4558.229531539228,3744.3364658977644,0.22441327624978488,0.10798453483584212,0.17365396728692203,0.5102800536440841,1262.4750106791962,0.6227938013494252,-2453009.070053636,0.3365901763653565,25.343603551724126,214.40000339,7.393103565172414,630.54,21.742758620689653,137.92872449999996,72.58869100574714,963.1510314655171
2022-12-23,2023-01-20,1,28,17,177,200,"0,821",200.0,"6, 12, 18",5200.0,1043,15,4,630,5,3,32,3,2,329,6,2,0,0,0,0,2,1,0,0,0,0,0,0,1043,15,4,0,0,0,0,0,0,4683.6127011248755,4487.806635341022,4535.561583368931,4394.798519151359,5137.820589491669,5704.243058521999,5813.09554321515,5657.273529830556,5810.145806635341,8309.536522853481,4558.229531539228,3744.3364658977644,0.22441327624978488,0.10798453483584212,0.17365396728692203,0.5102800536440841,1262.4750106791962,0.6227938013494252,-2453009.070053636,0.3365901763653565,25.343603551724126,214.40000339,7.393103565172414,630.54,21.742758620689653,137.92872449999996,72.58869100574714,963.1510314655171
2022-12-23,2023-01-20,1,28,18,202,235,"1,179",200.0,"6, 12, 18",5200.0,2048,14,5,1626,10,3,0,1,1,420,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2048,14,5,0,0,0,0,0,0,4683.6127011248755,4487.806635341022,4535.561583368931,4394.798519151359,5137.820589491669,5704.243058521999,5813.09554321515,5657.273529830556,5810.145806635341,8309.536522853481,4558.229531539228,3744.3364658977644,0.22441327624978488,0.10798453483584212,0.17365396728692203,0.5102800536440841,1262.4750106791962,0.6227938013494252,-2453009.070053636,0.3365901763653565,25.343603551724126,214.40000339,7.393103565172414,630.54,21.742758620689653,137.92872449999996,72.58869100574714,963.1510314655171
2022-12-23,2023-01-20,1,28,19,190,207,"0,607",200.0,"6, 12, 18",5200.0,3212,14,4,1168,5,1,1135,3,2,909,6,3,0,0,0,1008,2,1,601,3,1,0,0,0,3212,14,4,0,0,0,0,0,0,4683.6127011248755,4487.806635341022,4535.561583368931,4394.798519151359,5137.820589491669,5704.243058521999,5813.09554321515,5657.273529830556,5810.145806635341,8309.536522853481,4558.229531539228,3744.3364658977644,0.22441327624978488,0.10798453483584212,0.17365396728692203,0.5102800536440841,1262.4750106791962,0.6227938013494252,-2453009.070053636,0.3365901763653565,25.343603551724126,214.40000339,7.393103565172414,630.54,21.742758620689653,137.92872449999996,72.58869100574714,963.1510314655171
2022-12-23,2023-01-20,1,28,20,183,212,"1,036",200.0,"6, 12, 18",5200.0,6827,23,9,3285,8,4,1158,7,4,2384,7,5,0,0,0,636,1,1,625,3,3,0,0,0,6827,23,9,0,0,0,0,0,0,4683.6127011248755,4487.806635341022,4535.561583368931,4394.798519151359,5137.820589491669,5704.243058521999,5813.09554321515,5657.273529830556,5810.145806635341,8309.536522853481,4558.229531539228,3744.3364658977644,0.22441327624978488,0.10798453483584212,0.17365396728692203,0.5102800536440841,1262.4750106791962,0.6227938013494252,-2453009.070053636,0.3365901763653565,25.343603551724126,214.40000339,7.393103565172414,630.54,21.742758620689653,137.92872449999996,72.58869100574714,963.1510314655171
2022-12-23,2023-01-20,1,28,21,189,214,"0,893",200.0,"6, 12, 18",5200.0,591,13,4,43,3,1,323,8,4,0,0,0,0,0,0,170,3,1,0,0,0,0,0,0,591,13,4,0,0,0,0,0,0,4683.6127011248755,4487.806635341022,4535.561583368931,4394.798519151359,5137.820589491669,5704.243058521999,5813.09554321515,5657.273529830556,5810.145806635341,8309.536522853481,4558.229531539228,3744.3364658977644,0.22441327624978488,0.10798453483584212,0.17365396728692203,0.5102800536440841,1262.4750106791962,0.6227938013494252,-2453009.070053636,0.3365901763653565,25.343603551724126,214.40000339,7.393103565172414,630.54,21.742758620689653,137.92872449999996,72.58869100574714,963.1510314655171
2022-12-23,2023-01-20,1,28,22,279,280,"0,036",200.0,"6, 12, 18",5200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4683.6127011248755,4487.806635341022,4535.561583368931,4394.798519151359,5137.820589491669,5704.243058521999,5813.09554321515,5657.273529830556,5810.145806635341,8309.536522853481,4558.229531539228,3744.3364658977644,0.22441327624978488,0.10798453483584212,0.17365396728692203,0.5102800536440841,1262.4750106791962,0.6227938013494252,-2453009.070053636,0.3365901763653565,25.343603551724126,214.40000339,7.393103565172414,630.54,21.742758620689653,137.92872449999996,72.58869100574714,963.1510314655171
2022-12-23,2023-01-20,1,28,23,227,249,"0,786",200.0,"6, 12, 18",5200.0,199,3,2,0,0,0,199,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,199,3,2,0,0,0,0,0,0,4683.6127011248755,4487.806635341022,4535.561583368931,4394.798519151359,5137.820589491669,5704.243058521999,5813.09554321515,5657.273529830556,5810.145806635341,8309.536522853481,4558.229531539228,3744.3364658977644,0.22441327624978488,0.10798453483584212,0.17365396728692203,0.5102800536440841,1262.4750106791962,0.6227938013494252,-2453009.070053636,0.3365901763653565,25.343603551724126,214.40000339,7.393103565172414,630.54,21.742758620689653,137.92872449999996,72.58869100574714,963.1510314655171
2022-12-23,2023-01-20,1,28,24,190,208,"0,643",200.0,"6, 12, 18",5200.0,7717,36,7,2040,11,3,2452,14,4,2366,8,4,0,0,0,1704,6,1,899,3,1,0,0,0,7717,36,7,0,0,0,0,0,0,4683.6127011248755,4487.806635341022,4535.561583368931,4394.798519151359,5137.820589491669,5704.243058521999,5813.09554321515,5657.273529830556,5810.145806635341,8309.536522853481,4558.229531539228,3744.3364658977644,0.22441327624978488,0.10798453483584212,0.17365396728692203,0.5102800536440841,1262.4750106791962,0.6227938013494252,-2453009.070053636,0.3365901763653565,25.343603551724126,214.40000339,7.393103565172414,630.54,21.742758620689653,137.92872449999996,72.58869100574714,963.1510314655171
2022-12-23,2023-01-20,1,28,25,192,214,"0,786",200.0,"6, 12, 18",5200.0,2813,22,7,1149,7,2,239,5,2,1425,10,6,0,0,0,6,1,1,49,1,1,0,0,0,2813,22,7,0,0,0,0,0,0,4683.6127011248755,4487.806635341022,4535.561583368931,4394.798519151359,5137.820589491669,5704.243058521999,5813.09554321515,5657.273529830556,5810.145806635341,8309.536522853481,4558.229531539228,3744.3364658977644,0.22441327624978488,0.10798453483584212,0.17365396728692203,0.5102800536440841,1262.4750106791962,0.6227938013494252,-2453009.070053636,0.3365901763653565,25.343603551724126,214.40000339,7.393103565172414,630.54,21.742758620689653,137.92872449999996,72.58869100574714,963.1510314655171
2022-12-23,2023-01-20,1,28,26,213,232,"0,679",200.0,"6, 12, 18",5200.0,4929,28,11,2339,8,3,1002,11,5,1373,8,5,0,0,0,105,2,2,27,1,1,0,0,0,4929,28,11,0,0,0,0,0,0,4683.6127011248755,4487.806635341022,4535.561583368931,4394.798519151359,5137.820589491669,5704.243058521999,5813.09554321515,5657.273529830556,5810.145806635341,8309.536522853481,4558.229531539228,3744.3364658977644,0.22441327624978488,0.10798453483584212,0.17365396728692203,0.5102800536440841,1262.4750106791962,0.6227938013494252,-2453009.070053636,0.3365901763653565,25.343603551724126,214.40000339,7.393103565172414,630.54,21.742758620689653,137.92872449999996,72.58869100574714,963.1510314655171
2022-12-23,2023-01-20,1,28,27,232,244,"0,429",200.0,"6, 12, 18",5200.0,7215,38,9,3546,13,4,1344,11,4,2033,11,5,0,0,0,61,2,2,789,3,2,0,0,0,7215,38,9,0,0,0,0,0,0,4683.6127011248755,4487.806635341022,4535.561583368931,4394.798519151359,5137.820589491669,5704.243058521999,5813.09554321515,5657.273529830556,5810.145806635341,8309.536522853481,4558.229531539228,3744.3364658977644,0.22441327624978488,0.10798453483584212,0.17365396728692203,0.5102800536440841,1262.4750106791962,0.6227938013494252,-2453009.070053636,0.3365901763653565,25.343603551724126,214.40000339,7.393103565172414,630.54,21.742758620689653,137.92872449999996,72.58869100574714,963.1510314655171
2023-01-20,2023-02-16,2,27,1,310,337,"1,038",200.0,"6, 12, 18",5200.0,341,9,2,24,3,1,270,3,1,47,3,1,0,0,0,0,0,0,14,2,1,0,0,0,341,9,2,0,0,0,0,0,0,1518.631638900755,1551.230314680336,1886.9861882386442,1770.3585362380747,2428.9807062508903,3637.8153922825004,3952.2238359675353,3762.8999003274953,4044.5371636052973,4040.5931225971813,3130.3344012530265,2382.2561583368933,0.35982741180397065,0.12666554440815694,0.2763596439482466,0.8818691918047565,1992.5413640894205,0.9942942786690722,-3996685.5153665277,0.5396922584606417,24.698119214285708,207.70000694,7.417857390714286,575.42,20.550714285714285,115.9863697,82.16990545238096,962.8413417113098
2023-01-20,2023-02-16,2,27,2,193,223,"1,154",200.0,"6, 12, 18",5200.0,1144,15,5,612,6,3,192,2,2,340,7,1,0,0,0,0,0,0,108,3,1,0,0,0,1144,15,5,0,0,0,0,0,0,1518.631638900755,1551.230314680336,1886.9861882386442,1770.3585362380747,2428.9807062508903,3637.8153922825004,3952.2238359675353,3762.8999003274953,4044.5371636052973,4040.5931225971813,3130.3344012530265,2382.2561583368933,0.35982741180397065,0.12666554440815694,0.2763596439482466,0.8818691918047565,1992.5413640894205,0.9942942786690722,-3996685.5153665277,0.5396922584606417,24.698119214285708,207.70000694,7.417857390714286,575.42,20.550714285714285,115.9863697,82.16990545238096,962.8413417113098
2023-01-20,2023-02-16,2,27,3,271,299,"1,077",200.0,"6, 12, 18",5200.0,2286,15,4,673,5,2,1500,9,4,113,1,1,0,0,0,249,3,1,0,0,0,0,0,0,2286,15,4,0,0,0,0,0,0,1518.631638900755,1551.230314680336,1886.9861882386442,1770.3585362380747,2428.9807062508903,3637.8153922825004,3952.2238359675353,3762.8999003274953,4044.5371636052973,4040.5931225971813,3130.3344012530265,2382.2561583368933,0.35982741180397065,0.12666554440815694,0.2763596439482466,0.8818691918047565,1992.5413640894205,0.9942942786690722,-3996685.5153665277,0.5396922584606417,24.698119214285708,207.70000694,7.417857390714286,575.42,20.550714285714285,115.9863697,82.16990545238096,962.8413417113098
2023-01-20,2023-02-16,2,27,4,250,277,"1,038",200.0,"6, 12, 18",5200.0,682,8,4,558,6,4,7,1,1,117,1,1,0,0,0,0,0,0,0,0,0,0,0,0,682,8,4,0,0,0,0,0,0,1518.631638900755,1551.230314680336,1886.9861882386442,1770.3585362380747,2428.9807062508903,3637.8153922825004,3952.2238359675353,3762.8999003274953,4044.5371636052973,4040.5931225971813,3130.3344012530265,2382.2561583368933,0.35982741180397065,0.12666554440815694,0.2763596439482466,0.8818691918047565,1992.5413640894205,0.9942942786690722,-3996685.5153665277,0.5396922584606417,24.698119214285708,207.70000694,7.417857390714286,575.42,20.550714285714285,115.9863697,82.16990545238096,962.8413417113098
2023-01-20,2023-02-16,2,27,5,196,223,"1,038",200.0,"6, 12, 18",5200.0,3966,14,4,1449,7,4,1656,4,2,861,3,1,488,2,1,0,0,0,475,2,1,0,0,0,3966,14,4,0,0,0,0,0,0,1518.631638900755,1551.230314680336,1886.9861882386442,1770.3585362380747,2428.9807062508903,3637.8153922825004,3952.2238359675353,3762.8999003274953,4044.5371636052973,4040.5931225971813,3130.3344012530265,2382.2561583368933,0.35982741180397065,0.12666554440815694,0.2763596439482466,0.8818691918047565,1992.5413640894205,0.9942942786690722,-3996685.5153665277,0.5396922584606417,24.698119214285708,207.70000694,7.417857390714286,575.42,20.550714285714285,115.9863697,82.16990545238096,962.8413417113098
2023-01-20,2023-02-16,2,27,6,254,281,"1,038",200.0,"6, 12, 18",5200.0,1468,8,3,1179,5,2,142,2,1,147,1,1,0,0,0,0,0,0,147,1,1,0,0,0,1468,8,3,0,0,0,0,0,0,1518.631638900755,1551.230314680336,1886.9861882386442,1770.3585362380747,2428.9807062508903,3637.8153922825004,3952.2238359675353,3762.8999003274953,4044.5371636052973,4040.5931225971813,3130.3344012530265,2382.2561583368933,0.35982741180397065,0.12666554440815694,0.2763596439482466,0.8818691918047565,1992.5413640894205,0.9942942786690722,-3996685.5153665277,0.5396922584606417,24.698119214285708,207.70000694,7.417857390714286,575.42,20.550714285714285,115.9863697,82.16990545238096,962.8413417113098
2023-01-20,2023-02-16,2,27,7,222,250,"1,077",200.0,"6, 12, 18",5200.0,1235,10,2,1231,9,2,4,1,1,0,0,0,413,2,1,0,0,0,0,0,0,0,0,0,1235,10,2,0,0,0,0,0,0,1518.631638900755,1551.230314680336,1886.9861882386442,1770.3585362380747,2428.9807062508903,3637.8153922825004,3952.2238359675353,3762.8999003274953,4044.5371636052973,4040.5931225971813,3130.3344012530265,2382.2561583368933,0.35982741180397065,0.12666554440815694,0.2763596439482466,0.8818691918047565,1992.5413640894205,0.9942942786690722,-3996685.5153665277,0.5396922584606417,24.698119214285708,207.70000694,7.417857390714286,575.42,20.550714285714285,115.9863697,82.16990545238096,962.8413417113098
2023-01-20,2023-02-16,2,27,8,215,244,"1,115",200.0,"6, 12, 18",5200.0,1686,18,4,572,6,3,873,4,1,241,8,2,0,0,0,0,0,0,175,6,2,0,0,0,1686,18,4,0,0,0,0,0,0,1518.631638900755,1551.230314680336,1886.9861882386442,1770.3585362380747,2428.9807062508903,3637.8153922825004,3952.2238359675353,3762.8999003274953,4044.5371636052973,4040.5931225971813,3130.3344012530265,2382.2561583368933,0.35982741180397065,0.12666554440815694,0.2763596439482466,0.8818691918047565,1992.5413640894205,0.9942942786690722,-3996685.5153665277,0.5396922584606417,24.698119214285708,207.70000694,7.417857390714286,575.42,20.550714285714285,115.9863697,82.16990545238096,962.8413417113098
2023-01-20,2023-02-16,2,27,9,252,291,"1,500",200.0,"6, 12, 18",5200.0,1348,16,3,470,4,1,338,4,3,540,8,1,0,0,0,0,0,0,405,4,1,0,0,0,1348,16,3,0,0,0,0,0,0,1518.631638900755,1551.230314680336,1886.9861882386442,1770.3585362380747,2428.9807062508903,3637.8153922825004,3952.2238359675353,3762.8999003274953,4044.5371636052973,4040.5931225971813,3130.3344012530265,2382.2561583368933,0.35982741180397065,0.12666554440815694,0.2763596439482466,0.8818691918047565,1992.5413640894205,0.9942942786690722,-3996685.5153665277,0.5396922584606417,24.698119214285708,207.70000694,7.417857390714286,575.42,20.550714285714285,115.9863697,82.16990545238096,962.8413417113098
