fold_date,model,r2,rmse,mae
2022-04-06,gb,-0.34504906769158916,1.9891453955228982,1.6926071710008344
2022-04-20,gb,0.554726599588336,1.1018511363338246,0.9590935594531892
2022-05-05,gb,-0.07982360603250949,1.619224283868835,1.2742759359201932
2022-05-18,gb,-9.4658884023709,4.132717976974581,3.533473578481807
2022-06-02,gb,-3.956363896484593,2.9834047412348395,2.8037599753875
2022-06-22,gb,-3.4236401129557406,2.5264988561442117,2.1074313276251226
2022-07-06,gb,0.7931551188202604,0.5707507018335038,0.49787932925190326
2022-07-21,gb,-4.539447648486711,2.3340417909077225,1.9521406398685206
2022-08-03,gb,0.055953658342529966,1.1041837176486895,0.7547900632971043
2022-08-24,gb,0.2613293434792665,1.17697155912551,0.9335013319625837
2022-09-08,gb,0.7896016017092166,0.5233518736396418,0.4152631194535023
2022-10-13,gb,-0.078687290934081,1.5633338537406296,1.4475694688398184
2022-11-03,gb,-0.14871431941183544,2.134413550517341,1.8435402627135802
2022-11-16,gb,0.09159162623865247,2.2793188649351905,1.727527108894477
2022-11-29,gb,-0.9403410923346507,2.2444857275814343,1.8509397104303529
2022-12-08,gb,0.4116302030910999,1.6624711729317696,1.4960660731454969
2022-12-14,gb,-1.3705523818195537,2.1889170588263793,1.938024654500157
2023-01-13,gb,-5.904791856408514,6.860506004971179,6.42026914298912
2023-01-26,gb,-0.8804219081453764,6.32964871521704,4.8994630197071
2023-02-09,gb,-1.6670828530789272,5.248458444433558,4.479232667708306
2023-03-01,gb,-0.15914394537686616,2.227501142776257,1.9813522550183063
__mean__,gb,-1.4286647728696422,2.5143426937697635,2.143247637888046
