heldout_date,model,r2,rmse,mae
2024-01-01,naive-last,-72.25,4.2793106921559225,4.25
2024-01-02,naive-last,-64.0,2.0155644370746373,2.0
2024-01-03,naive-last,-7.111111111111111,2.1360009363293826,2.0
__mean__,naive-last,-47.78703703703704,2.8102920218533143,2.75
