heldout_date,r2,rmse,mae
2022-04-06,0.21038823720303346,3.7809439148409347,3.433023006339024
2022-04-20,0.3064175995263694,3.103845791449854,2.6317029314258287
2022-05-05,0.47271229740631937,3.7113355349993515,3.016198891048137
2022-05-18,0.33039226969564517,2.9789343102352475,2.4711211095273153
2022-06-02,-0.20300234947487295,3.6107315406543106,2.8416157471011587
2022-06-22,-0.7825775626787832,5.474877110995862,4.3282278258862465
2022-07-06,0.6688127170867384,2.66170250973769,2.3828203023534145
2022-08-03,-0.27818849687155756,6.581361759514893,4.939141296490239
2022-08-24,0.7541101350224557,2.076079008923958,1.5114842682265959
2022-11-03,0.4289413036369586,4.6483156265842815,3.624202368060441
2022-11-16,0.36517306297126606,4.4366566987115235,4.052101419829322
2022-11-29,0.14878689595858396,3.7507576912329545,3.049660784039835
2022-12-14,-1.0058722417623556,4.700134974965382,3.7128286332766396
2023-01-13,-0.5275578113963733,3.716447277683401,3.438723550938873
2023-03-01,0.3566792415696245,4.212816500882249,3.59064297044972
__mean__,0.08301435319287015,3.9629960167607923,3.268233006999519
