heldout_date,r2,rmse,mae
2022-04-06,0.40249409031628225,1.5393722541630943,0.9678612845530518
2022-04-20,-0.07807365594346938,1.7808267955699706,1.451386659441858
2022-05-18,-0.004828203478032034,1.1391753792406096,0.999748450940606
2022-06-02,-4.878954664869134,6.330396443059472,5.974023506225082
2022-06-22,-0.020724231482456057,1.2678803693896352,1.056977339906746
2022-07-06,0.6619004215313766,0.779207094120104,0.6740599475018616
2022-08-03,-0.5911837685838714,2.6098131794013706,2.426825698479553
2022-08-24,0.7593290398536,0.6974552905640622,0.5765196757329712
2022-11-03,0.6006965500419663,1.018191198940383,0.9112121144732668
2022-11-29,0.14645468672514383,1.2651844221139628,1.038388079030192
2022-12-14,-1.2564622756128356,1.8044433447660788,1.43841662440449
2023-01-13,-0.15363281601049206,1.3720865915526363,1.1433918626623942
2023-03-01,0.3470830930817791,1.3342539742468558,1.0950240513345946
__mean__,-0.31276167187924175,1.7644835643944794,1.5195257918989744
