heldout_date,r2,rmse,mae
2022-04-06,0.10626259655718429,4.022521716894737,3.5810938684795337
2022-04-20,0.5303504675463624,3.502622600677081,2.8196055585094753
2022-05-18,0.39249877609487926,2.837424247669194,2.239349970132114
2022-06-02,0.038148817875323204,3.228612348137525,2.5380716118106466
2022-06-22,-0.6171069626488856,5.214582359063734,4.261461945750101
2022-07-06,0.6748504443225536,2.6373287580120097,2.3227277299130487
2022-08-03,-0.19899164665275237,6.374210329218998,4.790624169913962
2022-08-24,0.822216291608068,1.7653041556355051,1.4934359733533717
2022-11-03,0.2882598748553771,5.189385809763861,4.12644340113828
2022-11-29,-0.18213886945415902,4.420120476732602,3.417750613872182
2022-12-14,-1.2435425464048873,4.97079497442331,4.07757689823786
2023-01-13,-0.44448875797725096,3.613984050799836,3.2862262803920212
2023-03-01,0.34575745976080186,4.248426898927647,3.694911974533856
__mean__,0.03939045734481649,4.00194759430431,3.280713845848958
