target,model,y_true,y_pred
CP,KAN_full_KFold,9.586971282958984,8.993246999716519
CP,KAN_full_KFold,6.117697238922119,6.766559996410899
CP,KAN_full_KFold,7.804520606994629,6.969079790681335
CP,KAN_full_KFold,4.201980113983154,5.102224084900465
CP,KAN_full_KFold,4.278554916381836,5.478495775518373
CP,KAN_full_KFold,4.6632080078125,4.4382693895142245
CP,KAN_full_KFold,1.6904869079589844,1.5577393231089132
CP,KAN_full_KFold,5.003295421600342,5.639897181823321
CP,KAN_full_KFold,6.002912521362305,5.665011076331243
CP,KAN_full_KFold,5.517078399658203,5.1299450641037385
CP,KAN_full_KFold,4.7263712882995605,4.708334212865775
CP,KAN_full_KFold,4.857595443725586,5.052084234521098
CP,KAN_full_KFold,2.2635550498962402,2.875123055078449
CP,KAN_full_KFold,7.275292873382568,7.391310832262169
CP,KAN_full_KFold,7.0614471435546875,7.21821865306668
CP,KAN_full_KFold,3.748615264892578,3.6533217138676743
CP,KAN_full_KFold,4.685130596160889,4.59549281584996
CP,KAN_full_KFold,7.774421691894531,7.800199162854014
CP,KAN_full_KFold,3.313307762145996,4.385344420433185
CP,KAN_full_KFold,6.779123783111572,6.813387238041482
