target,model,y_true,y_pred
TDN_based_ADF,KAN_full_KFold,50.62115786,52.15389261723059
TDN_based_ADF,KAN_full_KFold,54.54078847,45.892571904265296
TDN_based_ADF,KAN_full_KFold,44.13031441,51.993773904096436
TDN_based_ADF,KAN_full_KFold,47.45754752,43.868292647876444
TDN_based_ADF,KAN_full_KFold,51.97453858,51.46720705612966
TDN_based_ADF,KAN_full_KFold,48.78051506,38.691931252936065
TDN_based_ADF,KAN_full_KFold,49.06326227,37.68815973568661
TDN_based_ADF,KAN_full_KFold,54.46806161,63.148933751673056
TDN_based_ADF,KAN_full_KFold,58.56210858,56.39026401640747
TDN_based_ADF,KAN_full_KFold,50.03009882,51.83095847530893
TDN_based_ADF,KAN_full_KFold,47.95161896,46.92360483579144
TDN_based_ADF,KAN_full_KFold,54.91068245,58.041819873373946
TDN_based_ADF,KAN_full_KFold,47.06351554,44.34937943398326
TDN_based_ADF,KAN_full_KFold,43.74818053,49.02941222853405
TDN_based_ADF,KAN_full_KFold,50.96179154,51.2903201362531
TDN_based_ADF,KAN_full_KFold,46.90717585,46.35466278185072
TDN_based_ADF,KAN_full_KFold,49.44313569,51.41020876143516
TDN_based_ADF,KAN_full_KFold,47.8413243,50.72335155022129
TDN_based_ADF,KAN_full_KFold,47.81167332,47.31915979628469
TDN_based_ADF,KAN_full_KFold,53.90830402,48.72882504316196
TDN_based_ADF,KAN_full_KFold,52.44791886,54.91764368889291
TDN_based_ADF,KAN_full_KFold,60.28727268,59.20444500690758
TDN_based_ADF,KAN_full_KFold,56.37384648,55.72172676100226
TDN_based_ADF,KAN_full_KFold,57.11351203,57.57098721154773
TDN_based_ADF,KAN_full_KFold,48.65361454,47.50761550384476
TDN_based_ADF,KAN_full_KFold,53.16082172,54.40451787336346
TDN_based_ADF,KAN_full_KFold,55.46456159,58.55212941002264
TDN_based_ADF,KAN_full_KFold,53.11088562,55.39808727816702
TDN_based_ADF,KAN_full_KFold,51.00433329,51.73733210046528
TDN_based_ADF,KAN_full_KFold,44.42768088,44.83350282045351
TDN_based_ADF,KAN_full_KFold,43.96892452,47.021075688880195
TDN_based_ADF,KAN_full_KFold,51.66965061,48.23953222081876
TDN_based_ADF,KAN_full_KFold,53.99822474,50.46378081636978
TDN_based_ADF,KAN_full_KFold,51.61702,49.64435767284327
TDN_based_ADF,KAN_full_KFold,56.31959727,58.16113210031828
TDN_based_ADF,KAN_full_KFold,56.71011609,59.06357443846022
TDN_based_ADF,KAN_full_KFold,57.91734778,60.29878324973989
TDN_based_ADF,KAN_full_KFold,48.37706302,51.04715875369216
TDN_based_ADF,KAN_full_KFold,59.57582613,54.89201261231851
TDN_based_ADF,KAN_full_KFold,56.22993068,52.55328239974992
TDN_based_ADF,KAN_full_KFold,56.82182351,51.547936973243885
TDN_based_ADF,KAN_full_KFold,56.27132829,50.90823808312995
TDN_based_ADF,KAN_full_KFold,62.58858256,58.98652313361373
TDN_based_ADF,KAN_full_KFold,50.24819078,56.0979238782007
TDN_based_ADF,KAN_full_KFold,47.64542383,44.3704944415928
TDN_based_ADF,KAN_full_KFold,62.53379538,57.458847890674335
TDN_based_ADF,KAN_full_KFold,48.18443054,46.74607687808388
TDN_based_ADF,KAN_full_KFold,64.99296178,64.29859109065843
TDN_based_ADF,KAN_full_KFold,59.99212514,60.55861359367768
TDN_based_ADF,KAN_full_KFold,57.85210608,57.99684581505403
TDN_based_ADF,KAN_full_KFold,48.38306772,50.5526147485823
TDN_based_ADF,KAN_full_KFold,50.01197029,54.16021646866055
TDN_based_ADF,KAN_full_KFold,56.39175597,55.41345116077008
TDN_based_ADF,KAN_full_KFold,51.63133684,49.04732992369494
TDN_based_ADF,KAN_full_KFold,55.69850668,59.70608518063829
TDN_based_ADF,KAN_full_KFold,57.33882079,51.1686538753199
TDN_based_ADF,KAN_full_KFold,56.84824079,58.02480053769172
TDN_based_ADF,KAN_full_KFold,62.38942954,61.49079863136885
TDN_based_ADF,KAN_full_KFold,61.49124123,61.992923964589224
TDN_based_ADF,KAN_full_KFold,57.89106252,57.85946721038344
TDN_based_ADF,KAN_full_KFold,48.84696466,47.53508214506428
TDN_based_ADF,KAN_full_KFold,55.58708859,52.12518950191218
TDN_based_ADF,KAN_full_KFold,53.69373756,51.78749580732841
TDN_based_ADF,KAN_full_KFold,51.82397028,39.81213812213179
TDN_based_ADF,KAN_full_KFold,49.96751289,42.973320176713784
TDN_based_ADF,KAN_full_KFold,45.6389018,44.490265966897894
TDN_based_ADF,KAN_full_KFold,50.08470623,49.14754433443339
TDN_based_ADF,KAN_full_KFold,50.4350504,50.062961129471525
TDN_based_ADF,KAN_full_KFold,50.29643604,49.10642652646597
TDN_based_ADF,KAN_full_KFold,51.31570161,47.158349146263575
TDN_based_ADF,KAN_full_KFold,58.96565064,58.923170951035615
TDN_based_ADF,KAN_full_KFold,59.35026089,54.399013769591264
TDN_based_ADF,KAN_full_KFold,51.42073296,49.51681423372233
TDN_based_ADF,KAN_full_KFold,58.01814277,58.47070817866138
TDN_based_ADF,KAN_full_KFold,56.78438928,56.44864880291204
TDN_based_ADF,KAN_full_KFold,56.97572872,55.47411177796705
TDN_based_ADF,KAN_full_KFold,50.14325176,50.56732308071886
TDN_based_ADF,KAN_full_KFold,54.00406447,43.54405168034124
TDN_based_ADF,KAN_full_KFold,54.0007637,52.586468679033466
TDN_based_ADF,KAN_full_KFold,56.2033803,56.10128888825081
TDN_based_ADF,KAN_full_KFold,51.26057131,52.65153034566543
TDN_based_ADF,KAN_full_KFold,51.22156003,50.71516163449266
TDN_based_ADF,KAN_full_KFold,51.47087982,48.85387859390635
TDN_based_ADF,KAN_full_KFold,44.35558404,44.37952698001995
TDN_based_ADF,KAN_full_KFold,60.18924475,58.63749590790636
TDN_based_ADF,KAN_full_KFold,52.63143048,53.03005100420418
TDN_based_ADF,KAN_full_KFold,44.98223209,44.58394685567667
TDN_based_ADF,KAN_full_KFold,45.53597896,46.07837183716012
TDN_based_ADF,KAN_full_KFold,54.38994674,51.046505338307746
TDN_based_ADF,KAN_full_KFold,60.01880931,62.31243989643163
TDN_based_ADF,KAN_full_KFold,53.8609648,56.300280632100076
TDN_based_ADF,KAN_full_KFold,42.25234896,33.6516263945735
TDN_based_ADF,KAN_full_KFold,42.33528657,31.679260757223176
TDN_based_ADF,KAN_full_KFold,55.234959,54.34333519780862
TDN_based_ADF,KAN_full_KFold,49.43708436,49.38445903607431
TDN_based_ADF,KAN_full_KFold,52.11225514,50.239809547166914
TDN_based_ADF,KAN_full_KFold,44.96619128,43.51537065970349
TDN_based_ADF,KAN_full_KFold,43.81754235,45.05322217270076
TDN_based_ADF,KAN_full_KFold,49.88184933,46.7167639300988
TDN_based_ADF,KAN_full_KFold,48.86346292,48.43379293087758
TDN_based_ADF,KAN_full_KFold,52.31855989,50.41395475582605
TDN_based_ADF,KAN_full_KFold,56.24990629,55.93598008366022
TDN_based_ADF,KAN_full_KFold,58.22656143,60.452875609013844
TDN_based_ADF,KAN_full_KFold,55.23757898,55.032680495930244
TDN_based_ADF,KAN_full_KFold,58.9879759,60.16292808888829
TDN_based_ADF,KAN_full_KFold,54.61568769,57.286252931294506
TDN_based_ADF,KAN_full_KFold,59.96361871,61.07924893215619
TDN_based_ADF,KAN_full_KFold,47.95723003,46.288861946085824
TDN_based_ADF,KAN_full_KFold,60.22046799,60.0752705538367
TDN_based_ADF,KAN_full_KFold,62.20618811,59.01145686318366
TDN_based_ADF,KAN_full_KFold,61.74848091,64.75686858000059
TDN_based_ADF,KAN_full_KFold,50.05227387,48.39131384727171
TDN_based_ADF,KAN_full_KFold,59.52127029,58.72822134407291
TDN_based_ADF,KAN_full_KFold,58.68149409,60.02646127991
TDN_based_ADF,KAN_full_KFold,56.18176664,58.4461605989665
TDN_based_ADF,KAN_full_KFold,54.18502918,61.19366883059398
TDN_based_ADF,KAN_full_KFold,55.02744909,56.25343637710014
TDN_based_ADF,KAN_full_KFold,56.85898933,55.017271459645215
TDN_based_ADF,KAN_full_KFold,57.43209519,59.22112812073797
TDN_based_ADF,KAN_full_KFold,48.19630659,42.14274388332783
TDN_based_ADF,KAN_full_KFold,58.77634488,59.180124097336865
TDN_based_ADF,KAN_full_KFold,50.334203,49.582418850426166
TDN_based_ADF,KAN_full_KFold,60.63537099,61.3983039820653
TDN_based_ADF,KAN_full_KFold,47.91061496,47.54130528798099
TDN_based_ADF,KAN_full_KFold,59.12916775,60.39322250793241
TDN_based_ADF,KAN_full_KFold,41.12103528,37.35423264038043
TDN_based_ADF,KAN_full_KFold,49.69773698,47.68032646314791
TDN_based_ADF,KAN_full_KFold,39.71977991,41.82527854342149
TDN_based_ADF,KAN_full_KFold,41.73064629,41.28100178751852
TDN_based_ADF,KAN_full_KFold,59.16877402,56.84360882470367
TDN_based_ADF,KAN_full_KFold,54.298515,51.84769497475966
