target,model,fold,n_train,n_test,R2,RMSE,MAE
CP,XNet_full_KFold,1,249,63,0.8911435008049011,0.9755940021719971,0.6273289322853088
CP,XNet_full_KFold,2,249,63,0.8094071745872498,1.037366185118781,0.6519345641136169
CP,XNet_full_KFold,3,250,62,0.705938994884491,1.3538593334735238,0.9183238744735718
CP,XNet_full_KFold,4,250,62,0.7489114999771118,1.4297650425628732,0.8832224011421204
CP,XNet_full_KFold,5,250,62,0.7918544411659241,1.3901765078714716,0.9008680582046509
CP,XNet_full_KFold,GLOBAL,312,312,0.7948615714566688,1.250593728481635,0.7953310819008411
