fold,date,r2,rmse,mae,n_test
1,2022-04-06,0.8399745225906372,0.6861072000163837,0.4973091185092926,20
2,2022-04-20,0.8534268140792847,0.6321743231478262,0.47119951248168945,12
3,2022-05-18,-0.5761464834213257,1.6037844247906798,1.492161750793457,12
4,2022-06-02,-2.125332832336426,2.369074406213383,2.321913003921509,16
5,2022-06-22,-1.5511174201965332,1.9186441199696826,1.408609390258789,12
6,2022-07-06,0.5249691009521484,0.8649381039915933,0.7385333776473999,16
7,2022-08-03,0.1860918402671814,1.0252561644541132,0.7674277424812317,18
8,2022-08-24,-4.758642196655273,3.286249910850132,3.2079966068267822,12
9,2022-11-03,0.13425111770629883,1.852970537563896,1.7148730754852295,20
10,2022-11-29,0.945851743221283,0.3749471070816549,0.32542848587036133,12
11,2022-12-14,0.8028602004051208,0.6312358665772566,0.5917575359344482,12
12,2023-01-13,-2.3340890407562256,4.767266863046987,4.305809020996094,16
13,2023-03-01,-0.553441047668457,2.5786750900179634,2.1825461387634277,12
GLOBAL,,0.31411670378197454,2.125158994311436,1.537230668569866,190
