fold,date,n_train,n_test,R2,RMSE,MAE
1,2022-04-06,202,20,0.3676906228065491,4.064164040956841,3.2928974628448486
2,2022-04-20,210,12,0.6963868737220764,2.8941366773597217,2.6256887912750244
3,2022-05-05,202,20,-0.13567674160003662,3.9717189467032488,3.450934648513794
4,2022-05-18,210,12,-4.662473201751709,7.155371199708316,6.425169467926025
5,2022-06-02,206,16,-2.6041996479034424,8.78065874274493,8.015274047851562
6,2022-06-22,210,12,-54.590248107910156,24.743322222953534,24.59019660949707
7,2022-07-06,206,16,0.37517839670181274,3.2413670248553057,2.48391056060791
8,2022-08-03,204,18,-0.7843002080917358,4.862780588875257,4.597657680511475
9,2022-08-24,210,12,-43.53289794921875,27.129405424223272,26.808868408203125
10,2022-11-03,202,20,0.08917051553726196,4.06080310301185,3.3663201332092285
11,2022-11-16,210,12,-1.8015925884246826,9.320315774307891,9.21829891204834
12,2022-11-29,210,12,0.10459423065185547,5.820565810867753,4.693382740020752
13,2022-12-14,210,12,-3.3407583236694336,8.722809314879582,7.859941005706787
14,2023-01-13,206,16,-7.824352264404297,9.779202280411779,7.927457809448242
15,2023-03-01,210,12,-0.8779500722885132,7.977380484579632,6.318784236907959
