fold,date,r2,rmse,mae,n_test
1,2022-04-06,0.7601858197271828,2.502902003449254,2.1695409315546144,20
2,2022-04-20,0.6536799067206989,3.090989891667464,2.7994766592012432,12
3,2022-05-18,0.35758828453909774,2.410104213642905,2.061334595099876,12
4,2022-06-02,0.6988952896506517,2.5379407079322767,2.1000679232099335,16
5,2022-06-22,-0.06814147912875246,3.4298338784898146,2.7079144408159923,12
6,2022-07-06,0.40026167382614497,3.175638648504878,2.426200540473934,16
7,2022-08-03,0.4253786975762467,2.759570889913183,2.147039824840205,18
8,2022-08-24,-0.49292290108140513,4.967278305046958,3.1462799945594413,12
9,2022-11-03,0.698719423434671,2.3354950522050606,1.7923139932112282,20
10,2022-11-29,0.4623248399599901,4.510402005391998,3.6111517748190454,12
11,2022-12-14,0.7923608009731279,1.9077797746601306,1.5408773569366818,12
12,2023-01-13,0.5853122717719244,2.1199352243835015,1.7454979297307487,16
13,2023-03-01,-0.12471371143588628,6.173611176633163,3.9459015155016797,12
GLOBAL,,0.5947424934329657,3.304336532524408,2.3999332298962206,190
