fold,date,r2,rmse,mae,n_test
1,2022-04-06,-0.8761196136474609,2.349241816182591,2.156606674194336,20
2,2022-04-20,0.6825395822525024,0.930367133215319,0.7990427017211914,12
3,2022-05-05,0.5406768321990967,1.0560629458957311,0.8186658024787903,20
4,2022-05-18,-3.323348045349121,2.6561817833611774,2.592170476913452,12
5,2022-06-02,0.5423634052276611,0.9065483194193497,0.7605400085449219,16
6,2022-06-22,-0.9081463813781738,1.6593386802362409,1.4178029298782349,12
7,2022-07-06,0.5652984976768494,0.8274078862993535,0.5924326181411743,16
8,2022-08-03,0.4648773670196533,0.8313259663682431,0.7693817615509033,18
9,2022-08-24,-2.4302351474761963,2.5363108587507166,2.4550182819366455,12
10,2022-11-03,0.6550650596618652,1.1696102383224178,0.9621198773384094,20
11,2022-11-16,0.5648154020309448,1.577616014642851,1.3089886903762817,12
12,2022-11-29,0.18691545724868774,1.4529331860023917,0.9633080363273621,12
13,2022-12-14,0.27861708402633667,1.2075008725623222,0.9207382202148438,12
14,2023-01-13,-0.8708741664886475,3.5711093405694325,2.901763916015625,16
15,2023-03-01,-0.17702269554138184,2.2446138764418224,1.6347793340682983,12
GLOBAL,,0.4616189304527656,1.824597470248627,1.3773633966574799,222
