fold,date,n_train,n_test,R2,RMSE,MAE
1,2022-04-06,170,20,-1.6179240670542314,8.269607960163613,5.6397069989952815
2,2022-04-20,178,12,-0.7753093645753917,6.9983519920457224,5.552427598994552
3,2022-05-18,178,12,-1.5213111893775686,4.7746591519211,4.1191906820872815
4,2022-06-02,174,16,-26.90850448176516,24.433797508684727,21.258446412215307
5,2022-06-22,178,12,-55.251478162894266,24.890044052073282,18.286124026795832
6,2022-07-06,174,16,-0.8522981976605608,5.580917590621036,4.800861136202753
7,2022-08-03,172,18,-3.405477349816377,7.640946933202542,6.655939769020784
8,2022-08-24,178,12,-255.8170764777269,65.14960801040104,62.55786358473202
9,2022-11-03,170,20,-1.3132847444533358,6.471545030678093,4.531833714756795
10,2022-11-29,178,12,-0.9916274267287994,8.680790674201594,7.662158522096955
11,2022-12-14,178,12,-1.140451242329462,6.125284044714152,5.609341552402232
12,2023-01-13,174,16,-12.880394512729243,12.264867671601163,8.976198817549811
13,2023-03-01,178,12,-1.6376009552876072,9.45415801553474,7.302918823594517
GLOBAL_OOF,ALL,190,190,-14.114034171859796,20.179432077353166,11.667821734007067
