fold,date,r2,rmse,mae,n_test
1,2022-04-06,0.6627947121356017,2.9679295418788296,2.486979095979492,20
2,2022-04-20,0.6979211103191687,2.8868149674810315,2.570364522572429,12
3,2022-05-05,0.5044178665718455,2.623668277279326,2.353725512441895,20
4,2022-05-18,0.17973819499460097,2.7233621246094937,2.37221946892334,12
5,2022-06-02,0.6263303612839428,2.8272655024544866,2.313208535620117,16
6,2022-06-22,-0.2946676659362266,3.7760509580971515,3.0211706798372404,12
7,2022-07-06,0.37431431131444437,3.2436072936565794,2.554352542979127,16
8,2022-08-03,0.6800145909408193,2.059281817412129,1.6613944641433376,18
9,2022-08-24,-0.9784510172269909,5.718241713748406,3.956307533194986,12
10,2022-11-03,0.819805887415449,1.8061912300176624,1.4141763416713868,20
11,2022-11-16,0.7413736722993057,2.8318126559092605,2.5516349395532227,12
12,2022-11-29,0.6629781717309078,3.57095395137417,2.6608226765869127,12
13,2022-12-14,0.6653984708697838,2.4217958117506404,1.9613467020678705,12
14,2023-01-13,0.5837242578044819,2.12399022543982,1.8441241748156738,16
15,2023-03-01,0.08094401345255409,5.580707945164615,3.501784851472168,12
