fold,date,n_train,n_test,R2,RMSE,MAE
1,2022-04-06,170.0,20,-0.11788666248321533,5.403874928470653,4.63289737701416
2,2022-04-20,178.0,12,0.4736996293067932,3.810444136837397,3.1032936573028564
3,2022-05-18,178.0,12,-1.476686954498291,4.732216925439803,4.211128234863281
4,2022-06-02,174.0,16,0.536011815071106,3.1504758384612357,2.6186537742614746
5,2022-06-22,178.0,12,-37.084293365478516,20.48008020742923,20.272186279296875
6,2022-07-06,174.0,16,0.4964855909347534,2.909753144271126,2.180541753768921
7,2022-08-03,172.0,18,-0.21400737762451172,4.011080653062351,3.592047691345215
8,2022-08-24,178.0,12,-20.96674919128418,19.053847453551295,18.408906936645508
9,2022-11-03,170.0,20,-0.44683659076690674,5.118033722075095,4.292653560638428
10,2022-11-29,178.0,12,-1.0861423015594482,8.884381990164986,7.950936794281006
11,2022-12-14,178.0,12,-1.9736905097961426,7.219738120615832,6.660542011260986
12,2023-01-13,174.0,16,-13.098342895507812,12.360784823984428,11.303277015686035
13,2023-03-01,178.0,12,-1.0662498474121094,8.367769678771797,7.162011623382568
GLOBAL,,,190,-2.200208153222159,9.285554676129012,6.91597651431435
