fold,date,n_train,n_test,R2,RMSE,MAE
1,2022-04-06,202.0,20,0.710231220426051,0.9232583853356899,0.7709612380939885
2,2022-04-20,210.0,12,0.7379779347928305,0.8452369621666858,0.7230066664230154
3,2022-05-05,202.0,20,0.7936555661058795,0.7078267623311713,0.633708829761441
4,2022-05-18,210.0,12,0.41916104913573937,0.9735888370974191,0.9202899101535751
5,2022-06-02,206.0,16,-0.3399519939832716,1.5512264554870623,1.4682701859337977
6,2022-06-22,210.0,12,-5.232226770687945,2.9988230197948154,2.850128870568918
7,2022-07-06,206.0,16,0.8040423390309532,0.5555270219436362,0.3708992546027532
8,2022-08-03,204.0,18,0.19609024249037565,1.0189393441301027,0.6827463116748446
9,2022-08-24,210.0,12,-4.875352062963604,3.319383972383045,2.969548842888216
10,2022-11-03,202.0,20,0.0024680617536829708,1.989005374952948,1.6007055754548891
11,2022-11-16,210.0,12,0.7645191590009477,1.1604924240194125,0.8610103400665178
12,2022-11-29,210.0,12,0.8258728608395337,0.6723741989885786,0.5980474614659027
13,2022-12-14,210.0,12,0.5663472490086428,0.9362149687208094,0.7451666671624201
14,2023-01-13,206.0,16,-3.3508862817300935,5.445900713814377,5.133449695447927
15,2023-03-01,210.0,12,-1.3371298035177501,3.1629379115470826,2.2282995734751387
GLOBAL_OOF,,,222,0.23142161901014524,2.180049017577229,1.4716433902637371
