fold,date,n_train,n_test,R2,RMSE,MAE
1,2022-04-06,202,20,0.060519332621485455,1.662422425468106,1.3917689058839862
2,2022-04-20,210,12,0.7024018729368595,0.9007922573973258,0.7544509250322022
3,2022-05-05,202,20,0.47768177977454684,1.1261550472829254,0.761377740881724
4,2022-05-18,210,12,-0.1856459075514274,1.3909938917804934,1.034272532461461
5,2022-06-02,206,16,0.7647319050358202,0.649998120885615,0.555335474966872
6,2022-06-22,210,12,-1.8179402719036881,2.016485502700169,1.841466553821707
7,2022-07-06,206,16,0.17877635518414725,1.1372469686201454,0.891361242153957
8,2022-08-03,204,18,0.37131880911064685,0.9010728733002821,0.6956216092152236
9,2022-08-24,210,12,-1.9774751001448712,2.3630048556568473,1.9234667093975444
10,2022-11-03,202,20,0.30209388115401425,1.663684823797979,1.362228769583637
11,2022-11-16,210,12,0.6992306549435168,1.3115392906940895,1.088110696565204
12,2022-11-29,210,12,0.7722879287536095,0.7689017233890963,0.5720193248478415
13,2022-12-14,210,12,-3.2407729332003967,2.9277031322320273,2.3780876203955668
14,2023-01-13,206,16,-2.5446820448267813,4.915520320686234,4.384617538871818
15,2023-03-01,210,12,-3.640425803867834,4.456851527336811,3.8045460518961645
GLOBAL_OOF,ALL,222,222,0.21154135949723296,2.2080638874195277,1.5175079746025029
