heldout_date,fold,model,r2,rmse,mae,n_test
2022-04-06,1,mlp_fs,0.48395757806299944,1.2320835731098023,1.0237229202974558,20
2022-04-20,2,mlp_fs,0.16850371143507348,1.5057043508381154,1.2109328904822763,12
2022-05-05,3,mlp_fs,0.30804708210300613,1.2961906138752786,1.1900034406690376,20
2022-05-18,4,mlp_fs,0.7449634298402368,0.6451325418565486,0.47801242483804196,12
2022-06-02,5,mlp_fs,-0.0759572223071332,1.3900425220118633,1.1618485184181064,16
2022-06-22,6,mlp_fs,0.7115014412200336,0.6452099202661662,0.5379266270189639,12
2022-07-06,7,mlp_fs,-0.04045494710074471,1.280075852409206,1.2278768098931885,16
2022-08-03,8,mlp_fs,0.34692859780102925,0.9183854936048942,0.798691992911869,18
2022-08-24,9,mlp_fs,0.5990538586104492,0.867128706842402,0.7944354136305231,12
2022-11-03,10,mlp_fs,0.5430848151092001,1.346140366884812,0.945128870233274,20
2022-11-16,11,mlp_fs,0.7181604279783712,1.269595884276088,1.0861112286421968,12
2022-11-29,12,mlp_fs,0.5726624796734561,1.0533272515214946,0.9245672686814089,12
2022-12-14,13,mlp_fs,0.5063103921726904,0.998921867444276,0.6409721711497225,12
2023-01-13,14,mlp_fs,-3.013731617000758,5.230642254900299,4.925583397975082,16
2023-03-01,15,mlp_fs,-0.08239468258211646,2.1524946218099035,1.7600623557558321,12
