fold,date,n_train,n_test,R2,RMSE,MAE
1,2022-04-06,170.0,20,0.12572890520095825,1.6036903202551387,1.390895128250122
2,2022-04-20,178.0,12,-0.3668934106826782,1.9305314291979536,1.6191778182983398
3,2022-05-18,178.0,12,-0.046920180320739746,1.307086999482905,0.9801760315895081
4,2022-06-02,174.0,16,-2.3824362754821777,2.4645939865161526,2.337671995162964
5,2022-06-22,178.0,12,-0.4724353551864624,1.4576301059919712,1.21072256565094
6,2022-07-06,174.0,16,0.12850314378738403,1.171539665563348,0.9671709537506104
7,2022-08-03,172.0,18,-2.3168845176696777,2.069711734768652,1.9122462272644043
8,2022-08-24,178.0,12,-0.09207487106323242,1.4310893705758971,1.2095025777816772
9,2022-11-03,170.0,20,0.17944318056106567,1.8039598855974055,1.3377126455307007
10,2022-11-29,178.0,12,0.4175758957862854,1.2296951526369795,1.0468248128890991
11,2022-12-14,178.0,12,-2.2877180576324463,2.577815366704787,1.9715090990066528
12,2023-01-13,174.0,16,-6.808792591094971,7.2957979832839825,6.719516754150391
13,2023-03-01,178.0,12,0.03165936470031738,2.0359322208971395,1.6954584121704102
GLOBAL,,,190,-0.14089930261281358,2.74087968293414,1.9272779232577273
