fold,date,r2,rmse,mae,n_test
1,2022-04-06,0.27251432173508494,1.4628833228228262,1.2257485773541994,20
2,2022-04-20,0.8719431766028958,0.5908958094177753,0.520783805525004,12
3,2022-05-18,0.7049388897630509,0.693910893977458,0.5615852785462544,12
4,2022-06-02,0.6808090536758842,0.75710456595587,0.5285751322788697,16
5,2022-06-22,0.7168497376768972,0.6392013688400914,0.4589228859612224,12
6,2022-07-06,0.6395370505565883,0.7534499029304977,0.5893769309796372,16
7,2022-08-03,0.5558264535960301,0.7573925462885528,0.6640244903319229,18
8,2022-08-24,0.6922669373770325,0.7596746325065628,0.46752627279778053,12
9,2022-11-03,0.47814728029336406,1.4386214373751727,0.9842853682847352,20
10,2022-11-29,0.9035777413997987,0.5003414209625752,0.4539623634539998,12
11,2022-12-14,0.6659691227594549,0.8216707643646826,0.7054621541489259,12
12,2023-01-13,-2.0226418809893056,4.539146511969119,4.23443727213237,16
13,2023-03-01,-0.4492876259381551,2.490729371194337,2.2907524270460407,12
