fold,date,n_train,n_test,R2,RMSE,MAE
1,2022-04-06,170,20,0.1923888921737671,1.5413405700704002,1.3613799810409546
2,2022-04-20,178,12,0.4190407395362854,1.2585845378630944,1.0951063632965088
3,2022-05-18,178,12,0.743380069732666,0.6471320880724976,0.4390219449996948
4,2022-06-02,174,16,0.09837043285369873,1.272461452762151,0.887805700302124
5,2022-06-22,178,12,-0.30317533016204834,1.371294099347256,1.0596832036972046
6,2022-07-06,174,16,-0.32714271545410156,1.4457156881937325,1.3173673152923584
7,2022-08-03,172,18,0.5753490924835205,0.740560776706493,0.6405455470085144
8,2022-08-24,178,12,0.4418381452560425,1.0231059461903869,0.8779061436653137
9,2022-11-03,170,20,0.1761380434036255,1.8075893571010617,1.2842375040054321
10,2022-11-29,178,12,0.8703077435493469,0.5802763012764343,0.4911469519138336
11,2022-12-14,178,12,0.5633988380432129,0.9393922464864939,0.8018776774406433
12,2023-01-13,174,16,-8.312743186950684,7.967455949616667,7.582871913909912
13,2023-03-01,178,12,-0.8531646728515625,2.8164772733709027,2.251816511154175
