heldout_date,fold,model,r2,rmse,mae,n_test
2022-04-06,1,mlp_fs,0.632489699893944,1.0397578852721239,0.8678040438825331,20
2022-04-20,2,mlp_fs,0.864422293940306,0.6080001529707346,0.4749192509962514,12
2022-05-05,3,mlp_fs,0.8496294016054898,0.6042436063640579,0.46039385287408374,20
2022-05-18,4,mlp_fs,0.3482779588545615,1.0312855297901817,0.6041902266070296,12
2022-06-02,5,mlp_fs,0.8740352052534046,0.47561459682960694,0.42308790321233125,16
2022-06-22,6,mlp_fs,0.20353566424115654,1.0720434285442375,0.9989503065849474,12
2022-07-06,7,mlp_fs,0.7207678752608224,0.6631423374886117,0.5149878081436252,16
2022-08-03,8,mlp_fs,-0.847346958997387,1.5446102657897152,1.4418191741635362,18
2022-08-24,9,mlp_fs,0.24566941053514801,1.1893821178176902,1.0692599619610712,12
2022-11-03,10,mlp_fs,0.37354395338029445,1.5762237053121717,1.0956028671475206,20
2022-11-16,11,mlp_fs,0.6165597369712541,1.4808578690947884,1.0722491215730512,12
2022-11-29,12,mlp_fs,0.777954549041457,0.7592743831133297,0.7324593377230237,12
2022-12-14,13,mlp_fs,0.322034991662721,1.1705990500268044,0.9643607968550469,12
2023-01-13,14,mlp_fs,-0.18345140828208795,2.840246730008282,2.325043578833541,16
2023-03-01,15,mlp_fs,0.27882628085425876,1.7569896205996278,1.2375202800076022,12
