fold,date,n_train,n_test,R2,RMSE,MAE
1,2022-04-06,170,20,0.8057694045345576,2.2525021764245063,1.897841103580694
2,2022-04-20,178,12,0.6450338003832161,3.1293364635895946,2.915500891647264
3,2022-05-18,178,12,-0.12221817439114324,3.185428030973351,2.566959482775118
4,2022-06-02,174,16,0.6095550869118056,2.890031474135409,2.4297453893857415
5,2022-06-22,178,12,-0.725584990324339,4.359401536036016,3.622440073711101
6,2022-07-06,174,16,0.46983529682322767,2.9857645869516025,2.30714816332585
7,2022-08-03,172,18,0.4411115403734521,2.7215308908697637,2.309025621313969
8,2022-08-24,178,12,-1.062047664421896,5.837799943791976,3.789633450178768
9,2022-11-03,170,20,0.7127816868508159,2.280339416082412,1.8797460981191112
10,2022-11-29,178,12,0.7199703770571572,3.255046691101451,2.455947348494297
11,2022-12-14,178,12,0.8306636935740335,1.7228545113830238,1.421835226340501
12,2023-01-13,174,16,0.4242521751680888,2.49791763934982,2.0960607821532586
13,2023-03-01,178,12,-0.2054956072673424,6.391475479919294,4.128687377329562
GLOBAL_OOF,,190,0,0.5616070801565729,3.4367702899770713,2.51186063569055
