scenario,target,model,n_samples,n_dates,r2_oof,rmse_oof,mae_oof,features_count,features_json
TDN_D5_noclim,TDN_based_ADF,XGB_FS,190,13,0.5655156551003233,3.4214154009200204,2.5073908606205286,10,"[""Animals"", ""DM"", ""Biomass"", ""NDF"", ""B1"", ""B6"", ""B8"", ""B11"", ""B12"", ""GCI""]"
