fold,date,r2,rmse,mae,n_test
1,2022-04-06,-0.5399929285049438,6.34257729500903,5.713624477386475,20
2,2022-04-20,-7.021689414978027,14.876188342927694,14.71405029296875,12
3,2022-05-05,-3.2846522331237793,7.714520365057742,7.632376194000244,20
4,2022-05-18,-0.6207008361816406,3.828075673311031,3.378405809402466,12
5,2022-06-02,0.10746467113494873,4.3695365579710295,4.073179721832275,16
6,2022-06-22,-4.98634672164917,8.119693372978526,7.230993747711182,12
7,2022-07-06,-3.830191135406494,9.01223177993517,8.935059547424316,16
8,2022-08-03,-1.9519262313842773,6.254656468509082,6.076181888580322,18
9,2022-08-24,-0.528626561164856,5.026324022758849,4.330135822296143,12
10,2022-11-03,-12.884688377380371,15.85482539422147,15.460164070129395,20
11,2022-11-16,0.16875874996185303,5.076819055331897,4.988331317901611,12
12,2022-11-29,-5.01406192779541,15.084787934418143,10.765885353088379,12
13,2022-12-14,-4.2187676429748535,9.564395891126999,9.390547752380371,12
14,2023-01-13,-75.8057861328125,28.850873900190397,25.881092071533203,16
15,2023-03-01,-2.323349952697754,10.612222325946272,10.424489974975586,12
GLOBAL,,-4.280399552129792,12.018069591088354,9.416207064379442,222
