scenario,target,model,n_samples,n_dates,r2_oof,rmse_oof,mae_oof,features_count,features_json,clim_features_count
CP_D7_noclim,CP,KAN_FS_pykan,222,15,-1.6027165589418426,4.011766191687145,1.6645244029049762,11,"[""Animals"", ""DM"", ""Biomass"", ""ADF"", ""TDN_based_NDF"", ""TDN_based_ADF"", ""DOY"", ""GEMI"", ""DVI"", ""B6"", ""B9""]",0
