fold,date,r2,rmse,mae,n_test
1,2022-04-06,0.7787181735038757,2.4042480860453916,1.8896839618682861,20
2,2022-04-20,0.7591832876205444,2.577520126130997,2.4452478885650635,12
3,2022-05-05,0.5151028037071228,2.595230782891434,2.235640525817871,20
4,2022-05-18,0.05666673183441162,2.920529958630422,2.3160674571990967,12
5,2022-06-02,0.6643596887588501,2.6795368652712006,2.385547637939453,16
6,2022-06-22,-0.05998027324676514,3.4167058213634327,2.81640362739563,12
7,2022-07-06,0.05053359270095825,3.9956734623648464,3.2590768337249756,16
8,2022-08-03,0.567821204662323,2.393218983049833,1.8216283321380615,18
9,2022-08-24,-0.45737671852111816,4.907786912192529,3.2470157146453857,12
10,2022-11-03,0.8533334136009216,1.6295174382866535,1.3517529964447021,20
11,2022-11-16,0.8738603591918945,1.9776707132104012,1.7006378173828125,12
12,2022-11-29,0.5992008447647095,3.8942034706832596,2.928694725036621,12
13,2022-12-14,0.7587234377861023,2.0565115950665853,1.7098459005355835,12
14,2023-01-13,0.7011400461196899,1.7996824143303594,1.3994147777557373,16
15,2023-03-01,0.08701354265213013,5.562249510193467,3.011220693588257,12
GLOBAL,,0.6556863044102519,3.068869850601699,2.2393562729294234,222
