scenario,target,model,n_samples,n_dates,r2_oof,rmse_oof,mae_oof,features_count,features_json,clim_features_count
TDN_D5_noclim,TDN_based_ADF,MLP_FS_sklearn,190,13,-1.885583856882671,8.817299429695721,6.800683818967797,10,"[""Animals"", ""DM"", ""Biomass"", ""NDF"", ""B1"", ""B6"", ""B8"", ""B11"", ""B12"", ""GCI""]",0
