index,date,y_true,y_pred
121,2022-08-03,54.62946915,50.59895613477186
122,2022-08-03,45.51545678,44.88929208102698
123,2022-08-03,45.08127736,44.68710329923758
124,2022-08-03,45.54053307,44.94847399805872
125,2022-08-03,49.43708436,46.93406609867179
126,2022-08-24,53.62957861,55.47647507219977
127,2022-08-24,52.82765349,54.71416446731475
128,2022-08-24,52.11225514,50.15520961534135
129,2022-08-24,51.21145046,50.12015979173758
130,2022-08-24,52.6861468,52.14298687820482
131,2022-08-24,51.00433329,51.12523259137672
132,2022-08-24,45.97762787,50.41816793766658
133,2022-08-24,44.96619128,49.68146899379366
134,2022-08-24,44.42768088,54.63219719759593
135,2022-08-24,43.81754235,54.24642242675133
136,2022-08-24,43.96892452,46.71927157876253
137,2022-08-24,42.86780896,46.08694751878886
