fold,date,n_train,n_test,R2,RMSE,MAE
1,2022-04-06,170,20,-39.14369400247483,10.866911537623482,8.065545214601967
2,2022-04-20,178,12,0.7901174577695443,0.756480444649998,0.6264512657702663
3,2022-05-18,178,12,0.3108680124672101,1.060471311302442,0.7939421414427433
4,2022-06-02,174,16,0.1565648299748521,1.230712003525065,0.8274620265062934
5,2022-06-22,178,12,-0.2249893237287064,1.3295214976069163,0.9543980821114021
6,2022-07-06,174,16,-1.1110056651539604,1.8233446399235524,1.6565046000305852
7,2022-08-03,172,18,-10.387299911675504,3.8349089870764637,2.4820433577910315
8,2022-08-24,178,12,-2.478982426856568,2.5542691755633755,2.252987238930712
9,2022-11-03,170,20,0.11749588239918252,1.8708153394681881,1.0827932614911453
10,2022-11-29,178,12,-3.531838395561061,3.43016502811988,2.8598222558180844
11,2022-12-14,178,12,-7.309327456257758,4.0981463612328,2.0932761875123056
12,2023-01-13,174,16,-93.5998379805466,25.393703792396476,22.718254728980586
13,2023-03-01,178,12,-1.7671033175141577,3.441612239140015,2.830433720735441
