fold,date,r2,rmse,mae,n_test
1,2022-04-06,0.34292922065787323,1.390284055091945,1.1254065897443362,20
2,2022-04-20,0.7987811169607966,0.74070267785458,0.5956036875955811,12
3,2022-05-18,0.6948344313317212,0.7056924730447725,0.5414556716636149,12
4,2022-06-02,0.6504796976049654,0.7922582802545759,0.6307369063664321,16
5,2022-06-22,0.5765160641290074,0.7817136266998512,0.521762517869934,12
6,2022-07-06,0.6980054434257347,0.6896418730978742,0.5209456104294433,16
7,2022-08-03,0.6642680202748739,0.6584776482632568,0.5725859485863511,18
8,2022-08-24,0.630623537410654,0.8322909146075278,0.602893402661326,12
9,2022-11-03,0.38048400077332345,1.5674684760024922,1.083396770493329,20
10,2022-11-29,0.9268975204521633,0.4356561623339061,0.3725920807010599,12
11,2022-12-14,0.9003546304542606,0.4487795809975796,0.3826440823360902,12
12,2023-01-13,-2.837174982092998,5.114305364026946,4.83163544553611,16
13,2023-03-01,-0.04108243923561239,2.111017387688683,1.964748160307149,12
