y_true,y_pred
9.58697173,5.781370417734852
9.670904535,6.353460982608219
6.639711346,6.303116532380656
6.11769724,6.374619533039881
7.962381874,7.3143748425754165
8.135262155,7.388742989027564
8.608928308,6.716690795154932
8.451011648,7.097742251093469
7.972521079,8.318107674410722
7.891813573,9.378287745758534
7.804520603,5.772044444337202
7.78506766,6.334138298483284
8.597778863,6.66784777743818
8.767578658,6.957666753855025
4.857827097,3.938326623256031
4.78858098,4.399074598243869
7.800289068,6.245598510356299
7.880248611,6.641936367951009
3.882340283,2.787347420023763
3.785281776,2.5588105340096474
5.786000154,7.30413472676032
5.783110044,6.740095505541124
7.124578025,5.628785100450511
7.223354582,6.029853847203821
6.680432704,7.50341239014481
6.51203639,7.710560659506358
7.538986903,7.114754407792137
7.271757344,7.1272088034492835
3.082142645,3.651817854840841
3.16388557,3.297184457078659
3.658248606,4.056994103258212
3.836273814,4.033266635151857
7.383236857,6.558957093979587
7.474862505,6.783271719467274
6.853040883,4.569203077279051
6.511340686,4.468735948537651
6.265799839,6.223110913205883
6.268929609,6.030742406500994
6.080742916,5.661000333183037
6.074668248,5.673766331445172
5.806473042,5.67993385439077
5.715641212,5.741258614556343
7.385197402,4.515980136107078
7.385197402,5.473934604128456
5.899621568,5.585902449115916
5.887857617,5.581728453070074
6.353050887,6.395474836366061
6.353050887,6.327406441343376
3.040877175,3.4785875803102653
3.04694679,3.2342993005868834
2.534837219,3.6609809835573826
2.705597211,3.617558297011861
4.871028183,8.038724201686207
4.86132494,6.768479289105706
5.718676315,5.320087607133313
5.718676315,7.227622372492249
5.054008114,6.984027134513127
5.13346519,6.348135036484983
5.561901205,4.792649665821584
5.542502447,6.671125167938436
2.685987956,2.7738217683114463
2.688668583,2.8596858516582824
2.593293788,2.526272538436605
2.689111306,2.628661507261401
4.971290278,5.323117949311719
5.153428538,5.515667446130599
4.722079746,5.5183478833225
4.994371414,5.28346349694729
5.325789098,5.50527511607052
5.309867456,5.887115862314966
5.425175171,5.893126248904871
5.594600174,5.090790895352175
5.936260378,5.1939111613600755
6.014558985,5.505992831970201
5.766645524,5.676303176459679
5.845264177,5.815342350551042
2.705945433,3.5256103317287164
2.708648675,3.9995022893375785
2.183589424,2.99308254701587
2.189040221,3.255295060078496
4.708278463,7.242195989639545
4.795468805,8.460491645420664
5.360591292,3.871319464590909
5.349896845,3.9865980503898006
4.715676388,5.819560198186201
4.623732241,6.630454528328273
5.088014662,3.356807528504787
4.905219072,3.301941000594965
2.354868882,4.507830244115035
2.268784209,5.00704216676027
2.532049149,2.9089835799123955
2.624597293,3.957439896578562
4.632362746,3.7125512044956683
4.811976056,4.682210850178844
4.644871037,4.3602207166454505
4.647188837,4.5244195643276885
5.006476461,3.8355420444436614
4.908830785,4.222781838832638
5.873590871,3.935496182080311
5.785925335,3.7865400068743584
4.811648506,4.503910888957089
4.724163988,3.2327289339813863
5.569296814,3.441555742469814
5.495982242,3.911905464191355
2.184244027,2.1069616644658877
2.097922179,1.8856891728758705
2.51860294,1.9015700694093611
2.517344268,1.9245628733073066
4.370941203,3.903931918090915
4.368763355,4.204808986069295
4.201980296,6.020290680887003
4.278554882,5.549728822612753
3.908210472,3.657048606305244
3.997033437,3.253460961411888
5.184525929,5.147232463934866
5.097676234,5.2274787088695565
4.66320803,4.8791610933215885
4.753563942,5.205155050754968
4.255927401,3.069520860593278
4.357613312,3.3973569909462062
5.076250965,3.854144225151637
5.162731786,3.1764188029461664
1.783013546,1.2128523260691817
1.690486959,1.1469729310161163
2.230373848,1.82505762405731
2.223709384,2.3210018610202603
5.003295388,4.448790288377854
4.916400454,4.479854115438386
5.826622929,1.6448220992853542
6.002912647,1.8363498293668838
5.088650711,2.7378735991960386
5.014366771,2.8628423248921466
5.082901022,2.294869130244975
4.993727319,1.9801019211662514
2.62865625,2.4538837629902854
2.623412048,2.3580068332923183
2.143874757,0.8096936423715726
2.320215403,0.6563476396074
11.28527577,8.891168325065571
11.28527577,8.788359631235064
6.529754381,5.451623036278175
6.529754381,5.242015749768768
6.245302578,5.9297042497208405
6.15734057,5.7847565468881035
5.846966965,6.7873392525057765
5.758376556,6.9815910917659645
8.834383197,6.878228532879101
8.909389619,6.2082054698864555
7.061446936,6.227670479061136
7.142579579,5.504512890064499
6.7873313,6.639988766937272
6.7873313,6.216719390107981
6.172505598,5.9063069589539925
6.078251733,6.000934382928232
3.839783221,0.7634276696475211
3.74861537,0.615606420163322
4.685130458,3.277252348983289
4.773529145,3.4455114890296805
7.012551963,8.456465881529303
6.936485826,8.339724950477294
6.692712603,8.564905920120587
6.689376256,6.329583620901889
7.691690092,9.695169633594318
7.77442166,8.913370727959595
10.3764658,10.343195660812054
10.2700468,7.868838939635056
3.764080749,3.639318477733917
3.765958096,2.8905877430153892
3.313307795,4.250110149120241
3.225365994,2.7610182179205816
6.782504718,6.522773282513868
6.779123609,6.511463622975888
7.425362234,7.0792093874015585
7.432772775,6.203153929170162
6.26078705,6.95500964020953
6.43966668,6.85149448060113
7.34375275,5.557129156175501
7.358432916,6.209399084200799
3.901457377,3.640906155519515
3.818504215,3.5494409808931024
3.54200336,3.474499335669249
3.366581448,3.4888239358830795
5.53921984,9.565990320258887
5.533699939,8.511567527333671
6.422165559,8.686313867647389
6.5981153,9.644232304807053
5.448168805,9.922841987020247
5.536042496,10.554344276421869
6.765042953,9.488585186540881
6.765042953,10.01248384689454
3.872089847,3.8515866531899494
3.862433763,4.200466056903721
2.70729826,2.4554145480650424
2.798811954,2.651041180826467
12.84745318,7.6972031149651
12.94077772,7.765988151682091
14.97255333,7.268885351356028
15.28227408,7.192977743569613
11.62889458,9.391224580495535
11.85469836,10.265259984880819
11.21134007,8.056200228790479
11.44126471,8.582907239795876
11.29850205,7.345578451257008
11.50150353,7.581907213258896
9.346861909,6.975605569487776
9.562553545,7.632952972623838
11.24260347,3.9413302693567513
11.46745554,3.2000682134626475
5.35946659,2.268228535474523
5.585560738,2.2235651595939405
5.148421938,11.084135610181486
5.37226637,13.508146178515648
9.042283413,10.121717749837714
9.260928448,12.068321851432389
7.726366136,9.783152569714579
7.938423038,11.575573447300545
7.692826263,12.296135436054634
7.922138114,14.932525801243287
7.958123502,6.649570897704654
8.190470116,8.710101847757096
2.941602021,6.363446612545943
3.167879099,8.306347869875315
