fold,date,r2,rmse,mae,n_test
1,2022-04-06,0.7869450449943542,2.3591319584244372,1.7038757801055908,20
2,2022-04-20,0.6830611824989319,2.9569669084087358,2.7208261489868164,12
3,2022-05-05,0.5184696912765503,2.5862050451074747,2.1469621658325195,20
4,2022-05-18,0.27826088666915894,2.5545782130019026,2.270245313644409,12
5,2022-06-02,-0.5071947574615479,5.6781566293577646,4.979682922363281,16
6,2022-06-22,-1.6119928359985352,5.363455506318824,4.454832077026367,12
7,2022-07-06,0.5838764905929565,2.6452170627996057,1.9334187507629395,16
8,2022-08-03,0.5830644369125366,2.3506348259742533,1.9093600511550903,18
9,2022-08-24,-9.831348419189453,13.379535797232057,12.780242919921875,12
10,2022-11-03,0.6461343169212341,2.5311193550209308,1.9962847232818604,20
11,2022-11-16,0.8732855319976807,1.9821717052741554,1.5785802602767944,12
12,2022-11-29,0.7101922035217285,3.31138952103155,2.587453603744507,12
13,2022-12-14,-0.4926433563232422,5.115070120441765,2.9084270000457764,12
14,2023-01-13,-0.42717206478118896,3.9327847540039214,3.5408926010131836,16
15,2023-03-01,-0.08338296413421631,6.059116323771974,4.686413764953613,12
GLOBAL,,0.18354490591191341,4.725714420365339,3.272158047100445,222
