fold,date,r2,rmse,mae,n_test
1,2022-04-06,0.573384165763855,3.3382964537613793,2.7258358001708984,20
2,2022-04-20,0.5145087242126465,3.6597336043668043,3.225968599319458,12
3,2022-05-18,-0.8884749412536621,4.132232106058991,3.440103530883789,12
4,2022-06-02,-0.7530289888381958,6.12374678266526,5.409305095672607,16
5,2022-06-22,-8.657243728637695,10.31300639440863,9.1419038772583,12
6,2022-07-06,0.6190837621688843,2.530841370554013,1.8131871223449707,16
7,2022-08-03,0.43329423666000366,2.740498166428015,2.1871962547302246,18
8,2022-08-24,-1.3437514305114746,6.223799146162059,5.500418186187744,12
9,2022-11-03,0.7474119067192078,2.1384535865340295,1.5891376733779907,20
10,2022-11-29,0.24470514059066772,5.345809985630411,4.1941962242126465,12
11,2022-12-14,-0.6461141109466553,5.371598520315172,3.0711145401000977,12
12,2023-01-13,-0.07228326797485352,3.408919661873597,2.632420539855957,16
13,2023-03-01,-0.5208150148391724,7.178876662932827,5.446001052856445,12
GLOBAL,,0.0716442186244669,5.001220021144677,3.6399161890933387,190
