fold,date,r2,rmse,mae,n_test
1,2022-04-06,-3.8810014724731445,11.291740126329795,10.267087936401367,20
2,2022-04-20,-3.627251625061035,11.29848763126757,10.397351264953613,12
3,2022-05-18,-0.4342513084411621,3.6011541635723474,2.869516372680664,12
4,2022-06-02,-10.985033988952637,16.011879325707387,15.813177108764648,16
5,2022-06-22,-7.524139404296875,9.689111587850375,7.99885892868042,12
6,2022-07-06,-10.372886657714844,13.828833403464706,13.556387901306152,16
7,2022-08-03,-5.5076212882995605,9.286709088705331,8.96046257019043,18
8,2022-08-24,-2.7955756187438965,7.9202450612234205,7.313943862915039,12
9,2022-11-03,-9.848869323730469,14.014758913631963,13.079066276550293,20
10,2022-11-29,-1.775893211364746,10.248413335297972,6.9403510093688965,12
11,2022-12-14,-11.817145347595215,14.988881377254483,13.270899772644043,12
12,2023-01-13,-68.38349914550781,27.42142983969153,23.88821029663086,16
13,2023-03-01,-0.8024691343307495,7.815418156171207,6.506714344024658,12
GLOBAL,,-5.930880804207051,13.66510436617573,11.28372338947497,190
