fold,date,r2,rmse,mae,n_test
1,2022-04-06,0.7660063295859347,2.472341569682193,2.0994856948164684,20
2,2022-04-20,0.6569759649913923,3.0762456709410295,2.8177564967530184,12
3,2022-05-18,0.34903297770565256,2.4260993963296085,1.9186363072509096,12
4,2022-06-02,0.7067722320843519,2.504524268354426,2.0880151205435418,16
5,2022-06-22,-0.1417383640116645,3.5460266299592025,2.8082281043594097,12
6,2022-07-06,0.30759599718118813,3.4121645145122272,2.583295893209968,16
7,2022-08-03,0.25720897145737076,3.1375020538115317,2.511846036116155,18
8,2022-08-24,-0.4262764315219474,4.855138865899822,3.1511546297463435,12
9,2022-11-03,0.6995891186290466,2.3321217236112846,1.8306775235652601,20
10,2022-11-29,0.4049340689479395,4.745017389746059,3.738642809994261,12
11,2022-12-14,0.7899442776965796,1.918849115811331,1.6024636720253564,12
12,2023-01-13,0.6337764911053823,1.9922099690618489,1.5353275523499463,16
13,2023-03-01,-0.196439861314329,6.367423201235525,4.286920866613598,12
GLOBAL,,0.5746859433799535,3.3851163942727203,2.4579386564015553,190
