fold,date,n_train,n_test,R2,RMSE,MAE
1,2022-04-06,202.0,20,0.7701588750275029,2.450305685936132,2.106035313521596
2,2022-04-20,210.0,12,0.7058576832863246,2.8486396474712836,2.5344395871404592
3,2022-05-05,202.0,20,0.2463474409622296,3.2354649011125556,2.5284938890295443
4,2022-05-18,210.0,12,-0.0940245192484197,3.14515951159466,2.554527933925741
5,2022-06-02,206.0,16,-0.2972403248489013,5.267844032903758,4.498287257968464
6,2022-06-22,210.0,12,-0.7177343687219722,4.34947359079996,3.7962448848691697
7,2022-07-06,206.0,16,0.6208348474440986,2.525017345054787,1.7544375208877216
8,2022-08-03,204.0,18,-0.1197542258127926,3.8522286083761053,3.440936790064621
9,2022-08-24,210.0,12,-5.671221945168497,10.500320443159122,10.001373513701392
10,2022-11-03,202.0,20,0.37214420157793215,3.3715017177129143,3.11182365383432
11,2022-11-16,210.0,12,0.8462890385448918,2.1831348944339526,1.9779905132903177
12,2022-11-29,210.0,12,0.7261027192152664,3.219208420879964,2.5658370500961527
13,2022-12-14,210.0,12,-0.04645548878256145,4.282860641193683,3.6393652424077154
14,2023-01-13,206.0,16,-0.11622931908795375,3.478072853295433,2.692155592001949
15,2023-03-01,210.0,12,-0.10959358423210697,6.131973643881777,4.820144045117715
GLOBAL_OOF,,,222,0.31121654965740275,4.340529119649936,3.345320173554894
