heldout_date,fold,model,r2,rmse,mae,n_test
2022-04-06,1,mlp_fs,-1.8580444193915242,8.640540011256906,7.7855979321255235,20
2022-04-20,2,mlp_fs,0.07797342380121053,5.0434820533956914,4.5460370200114495,12
2022-05-18,3,mlp_fs,-1.6471204958730854,4.892332931393597,4.27743707408045,12
2022-06-02,4,mlp_fs,-1.5215783777490248,7.344444002366625,6.8337732671431795,16
2022-06-22,5,mlp_fs,-1.1961597644353472,4.918024194637418,4.594937022364336,12
2022-07-06,6,mlp_fs,0.20568633650037027,3.6546532194540915,2.7536610187163877,16
2022-08-03,7,mlp_fs,0.7347850277877869,1.8747774277392537,1.4742675028228385,18
2022-08-24,8,mlp_fs,-12.181091971625174,14.759632811312398,12.970380898236051,12
2022-11-03,9,mlp_fs,-1.2660197466173853,6.405090576145985,5.8588416677460815,20
2022-11-29,10,mlp_fs,-2.3989602333192317,11.340397472101944,9.30890768172567,12
2022-12-14,11,mlp_fs,-16.576051688731813,17.552307699616172,15.451689068488287,12
2023-01-13,12,mlp_fs,-9.317783530499813,10.574386203853136,9.186536905384227,16
2023-03-01,13,mlp_fs,-0.9466403923724969,8.12196617308673,6.544009526405219,12
