fold,date,n_train,n_test,R2,RMSE,MAE
1,2022-04-06,202,20,0.8653240203857422,1.875648513539782,1.5657365322113037
2,2022-04-20,210,12,0.8236810564994812,2.205506032371184,1.9333120584487915
3,2022-05-05,202,20,0.2418973445892334,3.2450033070880986,2.879988670349121
4,2022-05-18,210,12,-0.2659640312194824,3.3832941219018204,3.0456106662750244
5,2022-06-02,206,16,0.4298405647277832,3.492374696770672,2.901352882385254
6,2022-06-22,210,12,-2.9466817378997803,6.592873754629496,5.192742347717285
7,2022-07-06,206,16,0.635979413986206,2.4740766209214673,1.5861666202545166
8,2022-08-03,204,18,0.7288339734077454,1.895694462088052,1.528114914894104
9,2022-08-24,210,12,-1.364119291305542,6.2507839474161475,4.528968811035156
10,2022-11-03,202,20,0.6511568427085876,2.5130926619362897,2.248623847961426
11,2022-11-16,210,12,0.8310455679893494,2.2888269921712197,1.9382222890853882
12,2022-11-29,210,12,-0.8781865835189819,8.429942723777657,6.353543758392334
13,2022-12-14,210,12,0.8409155607223511,1.6698882517859568,1.2166509628295898
14,2023-01-13,206,16,-2.7355878353118896,6.362700621434113,5.277914524078369
15,2023-03-01,210,12,-1.6080548763275146,9.401056319601347,8.460001945495605
