y_true,y_pred
9.58697173,8.3921384333595
9.670904535,8.40320278044599
6.639711346,8.170798477998133
6.11769724,8.590954480093584
7.962381874,5.319523432420171
8.135262155,6.165728961212173
8.608928308,9.652969520471814
8.451011648,9.147417866917522
7.972521079,7.049514282017663
7.891813573,7.696227254024428
7.804520603,6.408938023813482
7.78506766,5.922822402043995
8.597778863,7.209220595951628
8.767578658,7.193458996685971
4.857827097,2.560845908015043
4.78858098,2.769337123398893
7.800289068,6.966479874367526
7.880248611,6.753522415348607
3.882340283,1.1177141543038025
3.785281776,1.6286625191950943
5.786000154,5.988974171295481
5.783110044,6.038906504278926
7.124578025,6.89117334350376
7.223354582,7.086227699002029
6.680432704,6.714818474849667
6.51203639,6.285584399429253
7.538986903,5.480778213024836
7.271757344,5.2589817546869755
3.082142645,2.967844205059224
3.16388557,2.7567087351471553
3.658248606,3.2892555655676796
3.836273814,3.174569983996465
4.871028183,8.698758842368619
4.86132494,5.751619747530533
5.718676315,5.429666747125394
5.718676315,7.48751064582358
5.054008114,7.005768998899429
5.13346519,7.729455190810052
5.561901205,3.094648844955692
5.542502447,5.276692738998736
2.685987956,1.4229911489148184
2.688668583,1.4067024546900835
2.593293788,1.1677604397220733
2.689111306,1.4606990158384794
4.971290278,4.311282920938683
5.153428538,4.445431979348259
4.722079746,4.766853011599715
4.994371414,4.8778299173496595
5.325789098,4.551061192512348
5.309867456,4.607565439995796
5.425175171,5.2158331984224775
5.594600174,5.318412248523741
5.936260378,5.576357255632379
6.014558985,5.295134514858599
5.766645524,5.32016206012676
5.845264177,5.10390700010597
2.705945433,3.721108701463863
2.708648675,3.8087815384156154
2.183589424,4.738628878669812
2.189040221,4.969948928160466
4.708278463,5.349102103202137
4.795468805,5.188361419808578
5.360591292,2.0121511900997016
5.349896845,2.773521079896139
4.715676388,4.230735389481145
4.623732241,4.277827176997386
5.088014662,4.017368734268032
4.905219072,4.3388761172221155
2.354868882,1.823104438719345
2.268784209,1.9283378575527785
2.532049149,1.430035080800571
2.624597293,1.6544689649219544
4.632362746,3.0814024734578673
4.811976056,4.21787956402467
4.644871037,2.958471938548745
4.647188837,3.767952890270065
5.006476461,2.8154865576190264
4.908830785,4.276796376098638
5.873590871,3.818912206551703
5.785925335,3.6038517670974226
4.811648506,3.1783407461849182
4.724163988,2.7850039905226778
5.569296814,3.344742672292908
5.495982242,3.619979154155646
2.184244027,1.332238149042206
2.097922179,1.6754433462107214
2.51860294,2.1353091865978424
2.517344268,2.3513289559798656
4.370941203,3.3533100409679015
4.368763355,3.3510940813114622
4.201980296,6.465449317836494
4.278554882,6.1622800499610975
3.908210472,4.77984867377074
3.997033437,3.202863627279764
5.184525929,5.137329798269999
5.097676234,4.973226810045337
4.66320803,4.204065262136339
4.753563942,4.743882219401552
4.255927401,4.210672420007137
4.357613312,4.094612871650192
5.076250965,3.7874173692409414
5.162731786,4.036154648955851
1.783013546,3.2788748874392337
1.690486959,3.35924374660385
2.230373848,4.211944162438559
2.223709384,4.573508945584285
5.003295388,5.031120520872645
4.916400454,5.443514649781158
5.826622929,4.56943934411788
6.002912647,4.899063043651892
5.088650711,4.429752611942449
5.014366771,4.934127483970666
5.082901022,4.533609531590591
4.993727319,4.967031977048528
2.62865625,4.012564754523064
2.623412048,4.3322636711049025
2.143874757,3.8063823324046653
2.320215403,3.762175741086257
11.28527577,5.650712443408897
11.28527577,5.682366426177108
6.529754381,6.0991080880250825
6.529754381,6.269171334456847
6.245302578,5.98850314334603
6.15734057,6.05177186278442
5.846966965,5.516943140982216
5.758376556,5.729448775645514
8.834383197,5.890958328945997
8.909389619,5.81833714124293
7.061446936,6.329388061648183
7.142579579,6.256164341632319
6.7873313,6.342778473520195
6.7873313,6.428701352301717
6.172505598,5.843478807902771
6.078251733,5.999707569622876
3.839783221,3.23198422561892
3.74861537,3.443270393412254
4.685130458,3.796463419847793
4.773529145,4.233879558641426
6.782504718,6.475805098854693
6.779123609,6.688558101680605
7.425362234,5.914568926399656
7.432772775,5.465210165244144
6.26078705,3.9822672540663504
6.43966668,4.107644536643072
7.34375275,5.214929009300116
7.358432916,5.194368233424343
3.901457377,4.666840391950317
3.818504215,4.804090145256369
3.54200336,4.267849172882533
3.366581448,3.997388126334179
5.53921984,6.725317685636177
5.533699939,5.9715707717424475
6.422165559,8.871496342919668
6.5981153,9.166557142682551
5.448168805,8.388817338490341
5.536042496,8.500284642354597
6.765042953,9.72995517817774
6.765042953,9.095037901385606
3.872089847,4.87926109071028
3.862433763,4.528400203425319
2.70729826,2.943256966243644
2.798811954,3.0585161668688468
12.84745318,5.238916101704937
12.94077772,5.442347731759111
14.97255333,5.265117551615638
15.28227408,5.60346452345688
11.62889458,5.477368785321423
11.85469836,5.526790918654848
11.21134007,5.764322955087155
11.44126471,5.622660643569176
11.29850205,5.935019155322011
11.50150353,5.853848985379773
9.346861909,6.492894187966618
9.562553545,4.4794466736274465
11.24260347,3.7046689903282672
11.46745554,3.2087320377474313
5.35946659,3.5152799540307087
5.585560738,2.944462233924991
5.148421938,10.60756528314837
5.37226637,10.404704501394217
9.042283413,10.282528535826764
9.260928448,10.508844478888992
7.726366136,7.929509895920851
7.938423038,8.272579920312259
7.692826263,9.569852761632571
7.922138114,9.909879275699394
7.958123502,4.669039046167253
8.190470116,4.134112137052927
2.941602021,4.798313327366323
3.167879099,4.272454963917382
