fold,date,n_train,n_test,R2,RMSE,MAE
1,2022-04-06,202.0,20,0.6902702250765629,2.8444472022445777,2.4201765589301663
2,2022-04-20,210.0,12,0.7093611113546847,2.8316242455172946,2.517579572282914
3,2022-05-05,202.0,20,0.4912675632112232,2.65824997448522,2.2434827095008543
4,2022-05-18,210.0,12,0.31620462700658747,2.4865215493094905,2.2470259247115147
5,2022-06-02,206.0,16,0.7139711580306414,2.4735893472243164,2.3334029220678367
6,2022-06-22,210.0,12,-1.186683153731051,4.907401882988586,4.223137710928692
7,2022-07-06,206.0,16,0.046143291727239966,4.004900463628735,3.363727504481936
8,2022-08-03,204.0,18,-0.22520300121081505,4.029533058710687,3.4630449634711984
9,2022-08-24,210.0,12,-0.4373953361598306,4.874027484243866,3.6003752207471997
10,2022-11-03,202.0,20,0.8034158349386018,1.8865472925781648,1.5148362801655952
11,2022-11-16,210.0,12,0.5032801901933814,3.924496011499909,3.7343157956260797
12,2022-11-29,210.0,12,0.6913400855063503,3.417396344324831,2.8389025698710753
13,2022-12-14,210.0,12,-0.044561019287109094,4.278982108150198,2.7564941302151706
14,2023-01-13,206.0,16,-0.414417567353905,3.9151714290839332,3.332990303016427
15,2023-03-01,210.0,12,-0.6188645648295974,7.406679792450754,5.840500601170675
GLOBAL_OOF,,,222,0.4707408736276302,3.8048321280261574,2.988678514838347
