heldout_date,fold,model,r2,rmse,mae,n_test
2022-04-06,1,mlp_fs,-1.7140626510019956,8.42008222943089,7.3896416180496445,20
2022-04-20,2,mlp_fs,-19.259400726480425,23.64133829564637,22.86187375617917,12
2022-05-05,3,mlp_fs,-18.38902502288822,16.410774933947305,16.21016852996765,20
2022-05-18,4,mlp_fs,-9.304768695778224,9.652688079238867,9.403101246097737,12
2022-06-02,5,mlp_fs,-0.725177565041377,6.074906372263501,5.398596468256404,16
2022-06-22,6,mlp_fs,-0.025332551829982286,3.360400714201584,2.832890200597148,12
2022-07-06,7,mlp_fs,0.61318419073059,2.5503645632530993,1.881314571582636,16
2022-08-03,8,mlp_fs,-8.272228303688575,11.085180148314778,10.936573151727728,18
2022-08-24,9,mlp_fs,-0.8097350806762964,5.468992913364979,3.632103469804029,12
2022-11-03,10,mlp_fs,0.062448372871253155,4.119941282454031,3.417935042075571,20
2022-11-16,11,mlp_fs,-0.435951370676287,6.672644969660643,6.348023415913931,12
2022-11-29,12,mlp_fs,0.3892840623620294,4.807008185267979,4.19878091787625,12
2022-12-14,13,mlp_fs,-1.1608699943165455,6.1544306542916685,5.991478284626197,12
2023-01-13,14,mlp_fs,-8.73377562852834,10.270761098300389,8.12796056006558,16
2023-03-01,15,mlp_fs,-0.08647247475539754,6.067749946980551,5.760045153037102,12
