fold,date,n_train,n_test,R2,RMSE,MAE
1,2022-04-06,202,20,-0.19065110053471845,1.871499536012741,1.6017281776913663
2,2022-04-20,210,12,0.4772393326955241,1.1938808871589688,1.0045084720684494
3,2022-05-05,202,20,0.6243610894988623,0.9550275189210355,0.7326905467046727
4,2022-05-18,210,12,-0.4300254916444479,1.5276350323343693,1.224031410791665
5,2022-06-02,206,16,0.507050725690203,0.9408745015839635,0.7581624027268361
6,2022-06-22,210,12,-2.584739457223159,2.2743537241445724,1.666505569515423
7,2022-07-06,206,16,-3.1540437505202004,2.557758864016183,2.1394352793703124
8,2022-08-03,204,18,-2.9818313419665,2.267702674550502,2.0105359480244225
9,2022-08-24,210,12,-0.35256822464346915,1.5926492270290795,1.3518394831231533
10,2022-11-03,202,20,0.4080977504526362,1.5321368117760712,1.2446056462768715
11,2022-11-16,210,12,0.82861937956118,0.9900232091537692,0.7583950954555969
12,2022-11-29,210,12,0.846739578881814,0.6308016414779787,0.4839132183684538
13,2022-12-14,210,12,-0.730433138622506,1.8701736747559163,1.5188057880745423
14,2023-01-13,206,16,-5.514077345296383,6.66357528214398,6.325158356957136
15,2023-03-01,210,12,-1.831752137168639,3.48158392473832,3.200559677829943
GLOBAL_OOF,ALL,222,222,-0.018873990292881837,2.5100502413133694,1.7560222328175363
