scenario,target,model,n_samples,n_dates,r2_oof,rmse_oof,mae_oof,features_count,features_json,clim_features_count
TDN_D7_noclim,TDN_based_ADF,XNET_FS_cauchy,222,15,0.24104449874104406,4.5562702761635805,3.1967055346514726,10,"[""Animals"", ""DM"", ""Biomass"", ""NDF"", ""B1"", ""B6"", ""B8"", ""B11"", ""B12"", ""GCI""]",0
