Date,y_true,y_pred
2022-04-06,55.82073211669922,54.279640197753906
2022-04-06,54.38994598388672,55.38195037841797
2022-04-06,54.5346565246582,59.568939208984375
2022-04-06,53.78200912475586,60.126220703125
2022-04-06,60.28727340698242,72.06206512451172
2022-04-06,60.672447204589844,71.95378875732422
2022-04-06,58.8105583190918,68.38056182861328
2022-04-06,57.32815170288086,68.11902618408203
2022-04-06,56.37384796142578,67.06087493896484
2022-04-06,57.11351013183594,67.94173431396484
2022-04-06,59.92512130737305,59.25590896606445
2022-04-06,60.0188102722168,60.73227310180664
2022-04-06,53.65869140625,67.31283569335938
2022-04-06,53.860965728759766,68.9780502319336
2022-04-06,48.65361404418945,59.82367706298828
2022-04-06,50.590938568115234,60.69477081298828
2022-04-06,53.16082000732422,59.62052917480469
2022-04-06,55.701412200927734,60.41490173339844
2022-04-06,42.252349853515625,56.9886474609375
2022-04-06,42.33528518676758,53.86522674560547
2022-04-20,58.71076965332031,36.79301452636719
2022-04-20,61.04520034790039,38.50677490234375
2022-04-20,60.18924331665039,40.83038330078125
2022-04-20,59.31672668457031,40.95800018310547
2022-04-20,52.631431579589844,36.41127014160156
2022-04-20,52.44791793823242,34.85157012939453
2022-04-20,54.63749694824219,38.52958679199219
2022-04-20,55.23320388793945,40.092018127441406
2022-04-20,44.98223114013672,32.96223449707031
2022-04-20,45.535980224609375,33.51129913330078
2022-04-20,48.651004791259766,36.53727722167969
2022-04-20,51.62994384765625,37.024742126464844
2022-05-18,55.91948318481445,45.73074722290039
2022-05-18,53.31943893432617,41.80503463745117
2022-05-18,50.143253326416016,41.79301071166992
2022-05-18,54.00406265258789,47.122310638427734
2022-05-18,54.000762939453125,41.07160568237305
2022-05-18,56.2033805847168,42.26226043701172
2022-05-18,51.0929069519043,46.09043502807617
2022-05-18,54.50627136230469,48.60391616821289
2022-05-18,51.26057052612305,36.2451057434082
2022-05-18,50.9617919921875,36.425682067871094
2022-05-18,46.73774719238281,34.00916290283203
2022-05-18,46.90717697143555,36.017635345458984
2022-06-02,52.1617317199707,37.863372802734375
2022-06-02,51.9189453125,38.54404067993164
2022-06-02,52.2999153137207,37.20558547973633
2022-06-02,51.92080307006836,37.81622314453125
2022-06-02,56.890193939208984,36.170135498046875
2022-06-02,52.934810638427734,36.016151428222656
2022-06-02,57.950382232666016,40.13652038574219
2022-06-02,58.01814270019531,39.77488327026367
2022-06-02,56.78438949584961,39.040489196777344
2022-06-02,54.910682678222656,40.84556198120117
2022-06-02,56.80856704711914,39.62903594970703
2022-06-02,56.97572708129883,40.03660583496094
2022-06-02,47.063514709472656,32.90003967285156
2022-06-02,47.145599365234375,32.635093688964844
2022-06-02,44.46955871582031,36.34666442871094
2022-06-02,43.7481803894043,36.424129486083984
2022-06-22,49.44313430786133,46.956153869628906
2022-06-22,47.84132385253906,46.61465072631836
2022-06-22,51.221561431884766,57.2738037109375
2022-06-22,51.47087860107422,56.99494171142578
2022-06-22,56.648651123046875,57.441688537597656
2022-06-22,54.67441177368164,56.86213684082031
2022-06-22,47.81167221069336,60.76252746582031
2022-06-22,47.9019775390625,60.174644470214844
2022-06-22,53.908302307128906,58.016456604003906
2022-06-22,50.531890869140625,57.92115783691406
2022-06-22,44.35558319091797,54.65873718261719
2022-06-22,48.455013275146484,54.188568115234375
2022-07-06,47.998958587646484,41.179630279541016
2022-07-06,52.44721984863281,42.1692008972168
2022-07-06,49.69773864746094,40.773529052734375
2022-07-06,50.621158599853516,41.437538146972656
2022-07-06,47.1203727722168,43.330440521240234
2022-07-06,54.54078674316406,44.52639389038086
2022-07-06,51.823970794677734,42.4217643737793
2022-07-06,44.130313873291016,41.130271911621094
2022-07-06,50.043609619140625,44.04818344116211
2022-07-06,47.45754623413086,41.47714614868164
2022-07-06,49.96751403808594,41.851234436035156
2022-07-06,51.150115966796875,41.17734146118164
2022-07-06,39.71977996826172,30.457788467407227
2022-07-06,39.942161560058594,30.079050064086914
2022-07-06,44.99006652832031,31.7503719329834
2022-07-06,45.63890075683594,31.47867202758789
2022-08-03,53.45224380493164,42.19141387939453
2022-08-03,53.196754455566406,43.700016021728516
2022-08-03,52.30018997192383,42.70344543457031
2022-08-03,52.86402893066406,42.96623992919922
2022-08-03,55.464561462402344,43.45627212524414
2022-08-03,53.11088562011719,42.32489013671875
2022-08-03,55.23495864868164,44.54142761230469
2022-08-03,56.248416900634766,47.43169021606445
2022-08-03,56.890499114990234,43.115352630615234
2022-08-03,56.45272445678711,43.37568283081055
2022-08-03,53.14120101928711,42.87428665161133
2022-08-03,52.953617095947266,42.193115234375
2022-08-03,54.66282272338867,45.81957244873047
2022-08-03,54.62947082519531,45.59223937988281
2022-08-03,45.51545715332031,39.40740966796875
2022-08-03,45.081275939941406,39.58845138549805
2022-08-03,45.54053497314453,36.593379974365234
2022-08-03,49.43708419799805,36.752952575683594
2022-08-24,53.62957763671875,50.3563346862793
2022-08-24,52.82765197753906,48.82258605957031
2022-08-24,52.11225509643555,43.81604766845703
2022-08-24,51.211448669433594,42.436832427978516
2022-08-24,52.6861457824707,43.738792419433594
2022-08-24,51.00433349609375,41.93966293334961
2022-08-24,45.97762680053711,51.255287170410156
2022-08-24,44.966190338134766,50.21753692626953
2022-08-24,44.42768096923828,53.21345901489258
2022-08-24,43.817543029785156,52.4647216796875
2022-08-24,43.96892547607422,42.75041198730469
2022-08-24,42.8678092956543,41.553810119628906
2022-11-03,59.57582473754883,55.46868896484375
2022-11-03,58.98797607421875,55.31894302368164
2022-11-03,54.61568832397461,47.876258850097656
