fold,date,n_train,n_test,R2,RMSE,MAE
1,2022-04-06,170,20,0.4673451781272888,1.2517580067763443,1.1138743162155151
2,2022-04-20,178,12,-2.237600803375244,2.971126849712088,2.500426769256592
3,2022-05-18,178,12,0.41926127672195435,0.9735048261600218,0.7873368263244629
4,2022-06-02,174,16,-2.8698694705963135,2.63620220634797,2.472507953643799
5,2022-06-22,178,12,-1.1847543716430664,1.7755401514788534,1.598692536354065
6,2022-07-06,174,16,0.22896099090576172,1.1019509354346158,0.9201202392578125
7,2022-08-03,172,18,-1.1744780540466309,1.6758001010785937,1.6016507148742676
8,2022-08-24,178,12,0.13853377103805542,1.2710413475934508,1.0108393430709839
9,2022-11-03,170,20,0.15328264236450195,1.8324907129320405,1.331618070602417
10,2022-11-29,178,12,0.9442417621612549,0.38048035762555704,0.33095619082450867
11,2022-12-14,178,12,-0.3487135171890259,1.6510657740937855,1.415979027748108
12,2023-01-13,174,16,-4.884637355804443,6.333455268623,5.810543537139893
13,2023-03-01,178,12,-0.5502011775970459,2.5759846443583414,2.304621458053589
