fold,date,n_train,n_test,R2,RMSE,MAE
1,2022-04-06,202,20,0.00630033016204834,1.7097201262205641,1.2702031135559082
2,2022-04-20,210,12,0.7644309401512146,0.8014356962741622,0.6298627853393555
3,2022-05-05,202,20,0.7897855043411255,0.7144337713541232,0.5030149221420288
4,2022-05-18,210,12,0.46762847900390625,0.9320841119552951,0.7262294292449951
5,2022-06-02,206,16,0.08695638179779053,1.2804904174833416,0.9292633533477783
6,2022-06-22,210,12,0.6765075922012329,0.6832210723805378,0.5902732610702515
7,2022-07-06,206,16,-1.2353782653808594,1.8762883528437115,1.6693902015686035
8,2022-08-03,204,18,0.4665008783340454,0.8300639431807825,0.6774420738220215
9,2022-08-24,210,12,0.4564914107322693,1.0095869898733145,0.8285317420959473
10,2022-11-03,202,20,0.6536636352539062,1.1719838409741998,0.9035966992378235
11,2022-11-16,210,12,0.8947851061820984,0.7757166794318721,0.6834511756896973
12,2022-11-29,210,12,0.8288116455078125,0.6666761909241627,0.539979100227356
13,2022-12-14,210,12,0.7439109086990356,0.7194490350562898,0.6421637535095215
14,2023-01-13,206,16,-6.255753040313721,7.0327003170033695,6.558005332946777
15,2023-03-01,210,12,-0.7650684118270874,2.7487169220214778,2.172497510910034
