fold,date,r2,rmse,mae,n_test
1,2022-04-06,0.7023968640366102,2.7882078788775826,2.4331893840625005,20
2,2022-04-20,0.6366392526573534,3.1661228729886273,2.7048617508748376,12
3,2022-05-05,0.5180981856874121,2.587202275308788,2.423236159666016,20
4,2022-05-18,0.25971683596320627,2.5871885751688533,2.3277054048836265,12
5,2022-06-02,0.6021401309366989,2.917344762489048,2.5741155339117427,16
6,2022-06-22,-0.09867390276436283,3.4785087487066235,2.8337585054093437,12
7,2022-07-06,0.2575242457332213,3.533387722762816,2.699388286692506,16
8,2022-08-03,0.7176633864639786,1.9343466148450028,1.529588579353299,18
9,2022-08-24,-0.2741577835833413,4.58893032685852,3.2584563002604177,12
10,2022-11-03,0.8456051766048953,1.671898076365569,1.1792022016362307,20
11,2022-11-16,0.8931201582863788,1.820438671976639,1.581045254879557,12
12,2022-11-29,0.7022360082174057,3.3565361097864534,2.424700612703449,12
13,2022-12-14,0.6882561405479282,2.3376124788753025,1.843964640292155,12
14,2023-01-13,0.8095342234122453,1.4367143772917041,1.2387651338140868,16
15,2023-03-01,0.04453951811833101,5.690162584940255,3.3594901973071285,12
