fold,date,r2,rmse,mae,n_test
1,2022-04-06,0.8066815137863159,2.2472071798685875,1.7882188558578491,20
2,2022-04-20,0.6533464193344116,3.0924777102457344,2.8418540954589844,12
3,2022-05-18,-0.009146451950073242,3.0206901428661936,2.5538501739501953,12
4,2022-06-02,0.7603015899658203,2.264411022248267,1.9450180530548096,16
5,2022-06-22,-0.22581994533538818,3.674278219537861,2.968968629837036,12
6,2022-07-06,0.18225449323654175,3.7081668830691035,2.7793397903442383,16
7,2022-08-03,0.2995872497558594,3.046686254670706,2.3967339992523193,18
8,2022-08-24,-0.6514568328857422,5.224363677049879,3.2486114501953125,12
9,2022-11-03,0.5885105729103088,2.72943488591462,2.1317648887634277,20
10,2022-11-29,0.4138692617416382,4.70925837969147,3.5449438095092773,12
11,2022-12-14,0.6675310730934143,2.414065759156629,1.9564396142959595,12
12,2023-01-13,0.6620422005653381,1.9137853927877668,1.6796767711639404,16
13,2023-03-01,-0.08259725570678711,6.05691900662236,4.0871357917785645,12
GLOBAL,,0.5569884662226532,3.454826598356843,2.518037294086657,190
