fold,date,n_train,n_test,R2,RMSE,MAE
1,2022-04-06,202,20,0.7155285657716974,2.7259992351992826,2.382614321534262
2,2022-04-20,210,12,0.6790459972358749,2.975638426041899,2.766604272236837
3,2022-05-05,202,20,0.5390778588856147,2.5302584805142305,2.2142127000952705
4,2022-05-18,210,12,-0.026959365357326126,3.0472338106573487,2.8113938626712685
5,2022-06-02,206,16,0.5380621128068405,3.143507347786408,2.8538479157015386
6,2022-06-22,210,12,-0.4991124423052091,4.0632711069225005,3.2075051277547804
7,2022-07-06,206,16,0.4300643465794254,3.095729962310722,2.2890920121305935
8,2022-08-03,204,18,0.8036071830837185,1.6132939190346511,1.312369053633647
9,2022-08-24,210,12,-0.40408641379821764,4.817223281715739,3.3551504597593227
10,2022-11-03,202,20,0.8043361139845956,1.8821263195234679,1.666394305969212
11,2022-11-16,210,12,0.9446896050936492,1.3095784848230636,1.1019889128881897
12,2022-11-29,210,12,0.7852893378364787,2.8502440018077717,2.049968519886647
13,2022-12-14,210,12,0.7157872051554754,2.232006092801704,1.9843063571967352
14,2023-01-13,206,16,0.4868122574647782,2.3583056922698935,2.0290786938974303
15,2023-03-01,210,12,0.08050203802544131,5.582049669360329,3.7769965349846157
GLOBAL_OOF,,222,0,0.663914748859598,3.031978025851317,2.325614126277452
