fold,date,r2,rmse,mae,n_test
1,2022-04-06,0.7505465745925903,0.8566278417549329,0.6645684838294983,20
2,2022-04-20,-99.63217163085938,16.56448617218287,16.54587173461914,12
3,2022-05-18,-60.44831466674805,10.013886918343891,10.001917839050293,12
4,2022-06-02,-6233.99658203125,105.81535177787295,105.81375122070312,16
5,2022-06-22,-119.91796112060547,13.209141912089178,13.113429069519043,12
6,2022-07-06,-150.7147979736328,15.45745720998242,15.451534271240234,16
7,2022-08-03,-4313.875,74.64982705731809,74.64236450195312,18
8,2022-08-24,-7259.11279296875,116.68424858217796,116.68024444580078,12
9,2022-11-03,-62.310264587402344,15.845633671308715,15.804891586303711,20
10,2022-11-29,-979.9832153320312,50.467127005637295,50.43637466430664,12
11,2022-12-14,-237.65708923339844,21.963001698390766,21.962121963500977,12
12,2023-01-13,-432.07196044921875,54.33265008477292,54.28468322753906,16
13,2023-03-01,-87.48768615722656,19.462143366393704,19.342891693115234,12
GLOBAL,,-435.7559292932158,53.62727372376212,39.256555888527316,190
