fold,date,n_train,n_test,R2,RMSE,MAE
1,2022-04-06,170,20,0.056180189446874085,1.6662570860335468,1.4332608652011758
2,2022-04-20,178,12,0.8833204020604684,0.5640362412335921,0.5185059768432595
3,2022-05-18,178,12,0.4279937280924738,0.9661579125475198,0.7192059379229844
4,2022-06-02,174,16,0.019818114383761354,1.3267341845366274,0.9623110583723593
5,2022-06-22,178,12,0.8543111530224837,0.4585031938984134,0.3438656367710187
6,2022-07-06,174,16,0.6916022220302351,0.6969147966803635,0.49219091715011165
7,2022-08-03,172,18,0.7336568036055555,0.5864965822187443,0.5257755021104829
8,2022-08-24,178,12,0.8092859449611137,0.5980422890440324,0.497358299121575
9,2022-11-03,170,20,0.6016994191405629,1.2568342925613092,0.9552374712870785
10,2022-11-29,178,12,0.8833344332737839,0.5503629058860423,0.4016648740070856
11,2022-12-14,178,12,0.9028762568379689,0.44306478512965,0.37649395869224983
12,2023-01-13,174,16,-1.8791918882710004,4.430126813106354,4.162156713057758
13,2023-03-01,178,12,-0.4638777457274428,2.5032351833772344,2.0454240983933905
GLOBAL_OOF,,190,0,0.5633528593026672,1.695632078424661,1.0838457377160853
