fold,date,n_train,n_test,R2,RMSE,MAE
1,2022-04-06,170.0,20,0.7169180950714752,0.9125433815665276,0.6726519750225015
2,2022-04-20,178.0,12,0.8093004075546419,0.7210816274472707,0.5981179135686275
3,2022-05-18,178.0,12,0.2610925017915414,1.098102186834834,1.0217439451944674
4,2022-06-02,174.0,16,0.7614241323108419,0.654551525222312,0.5959657455043801
5,2022-06-22,178.0,12,0.4512661644233954,0.8898362259533799,0.8176236537258846
6,2022-07-06,174.0,16,0.7539223758516187,0.6225297745405212,0.4391420610886876
7,2022-08-03,172.0,18,0.5109636629310894,0.7947220206031461,0.6287463050442602
8,2022-08-24,178.0,12,-6.768630877163932,3.8169176331699313,3.7772240704370947
9,2022-11-03,170.0,20,0.5838619097091714,1.2846691256602112,1.0278855963597904
10,2022-11-29,178.0,12,0.8873031801232318,0.5409207457040818,0.45784315837423434
11,2022-12-14,178.0,12,0.038811588387432594,1.3938267359800522,1.3405280494401213
12,2023-01-13,174.0,16,-1.320599936704686,3.97723260570884,3.447621274041494
13,2023-03-01,178.0,12,-0.5859930977382408,2.605552908741916,2.1307159412723675
GLOBAL_OOF,,,190,0.4880365032021703,1.8360555307581488,1.2567232157513109
