Date,target,pred
2022-07-06,4.632362746,3.932148517710116
2022-07-06,4.811976056,4.239234708288322
2022-07-06,4.644871037,3.7408595579377137
2022-07-06,4.647188837,3.909305504228882
2022-07-06,5.006476461,3.8675120857136203
2022-07-06,4.908830785,4.774484299899342
2022-07-06,5.873590871,4.321392378861313
2022-07-06,5.785925335,4.131604777288459
2022-07-06,4.811648506,3.815778303744421
2022-07-06,4.724163988,3.664684728586946
2022-07-06,5.569296814,3.6392454096692908
2022-07-06,5.495982242,3.7033093871626916
2022-07-06,2.184244027,1.5363433750221303
2022-07-06,2.097922179,1.6016334747080885
2022-07-06,2.51860294,2.399880924412121
2022-07-06,2.517344268,2.556506811506875
2022-05-05,7.383236857,5.938401218482842
2022-05-05,7.474862505,5.711260993049267
2022-05-05,6.853040883,4.957419427214341
2022-05-05,6.511340686,4.963788941270117
2022-05-05,6.265799839,5.323923034404039
2022-05-05,6.268929609,5.085529082220018
2022-05-05,6.080742916,4.709439724834091
2022-05-05,6.074668248,4.670513994525037
2022-05-05,5.806473042,5.06711127019111
2022-05-05,5.715641212,4.913465081576313
2022-05-05,7.385197402,4.660209103939081
2022-05-05,7.385197402,4.5169675532818445
2022-05-05,5.899621568,5.541975801286309
2022-05-05,5.887857617,5.606308237448184
2022-05-05,6.353050887,4.862650382487328
2022-05-05,6.353050887,4.727300686051289
2022-05-05,3.040877175,2.4473641694495596
2022-05-05,3.04694679,2.358651964626341
2022-05-05,2.534837219,1.9205050886300064
2022-05-05,2.705597211,1.9577203607395837
2022-06-02,4.971290278,8.304820089038973
2022-06-02,5.153428538,8.360894778560828
2022-06-02,4.722079746,9.056947271888976
2022-06-02,4.994371414,9.128460030711082
2022-06-02,5.325789098,8.683332961415545
2022-06-02,5.309867456,8.533952699783134
2022-06-02,5.425175171,9.106503287603513
2022-06-02,5.594600174,9.08342854210467
2022-06-02,5.936260378,9.540604838623562
2022-06-02,6.014558985,9.55766000361589
2022-06-02,5.766645524,9.019845523650757
2022-06-02,5.845264177,9.031631600470554
2022-06-02,2.705945433,5.897233015517784
2022-06-02,2.708648675,5.905162671604485
2022-06-02,2.183589424,5.59886860539817
2022-06-02,2.189040221,5.539985645008647
2022-05-18,4.871028183,5.332772090172571
2022-05-18,4.86132494,5.361154621250789
2022-05-18,5.718676315,4.890142867946626
2022-05-18,5.718676315,5.173616288190103
2022-05-18,5.054008114,4.887296462617695
2022-05-18,5.13346519,5.01195025498631
2022-05-18,5.561901205,4.949310049676845
2022-05-18,5.542502447,5.178654766730742
2022-05-18,2.685987956,2.7292901421272098
2022-05-18,2.688668583,2.772754102742228
2022-05-18,2.593293788,2.309268550720514
2022-05-18,2.689111306,2.382553102950257
2022-06-22,4.708278463,2.4652645545692993
2022-06-22,4.795468805,2.3842376607461295
2022-06-22,5.360591292,-0.44138758974518044
2022-06-22,5.349896845,-0.3957827474789086
2022-06-22,4.715676388,0.012341431453331886
2022-06-22,4.623732241,-0.09143563066860505
2022-06-22,5.088014662,-0.37121212771240497
2022-06-22,4.905219072,-0.3100443638911967
2022-06-22,2.354868882,-0.09073252328645776
2022-06-22,2.268784209,-0.2058300361842358
2022-06-22,2.532049149,-0.6305853186296977
2022-06-22,2.624597293,-0.3585369865335162
2022-04-20,5.786000154,7.966519317041974
2022-04-20,5.783110044,8.13377421457693
2022-04-20,7.124578025,8.451111783769079
2022-04-20,7.223354582,8.383008210119153
2022-04-20,6.680432704,7.782537607652811
2022-04-20,6.51203639,7.766078061651111
2022-04-20,7.538986903,7.889159116409369
2022-04-20,7.271757344,7.966867264701418
2022-04-20,3.082142645,5.094115025514925
2022-04-20,3.16388557,5.134939984076096
2022-04-20,3.658248606,5.788518620633748
2022-04-20,3.836273814,5.89003933816062
2022-04-06,9.58697173,9.451812521578688
2022-04-06,9.670904535,9.430411008602546
2022-04-06,6.639711346,8.320659115981623
2022-04-06,6.11769724,8.319327926217271
2022-04-06,7.962381874,9.245267290455084
2022-04-06,8.135262155,9.254985375957789
2022-04-06,8.608928308,10.951882684389517
2022-04-06,8.451011648,10.438306240437537
2022-04-06,7.972521079,9.697905231329143
2022-04-06,7.891813573,9.863755569908434
2022-04-06,7.804520603,9.068587766810326
2022-04-06,7.78506766,9.17922848135223
2022-04-06,8.597778863,9.540208027074499
2022-04-06,8.767578658,9.923616140663508
2022-04-06,4.857827097,4.600010247658343
2022-04-06,4.78858098,4.674402256443203
2022-04-06,7.800289068,9.587412443079101
2022-04-06,7.880248611,9.197695682262234
2022-04-06,3.882340283,3.7865341983312897
2022-04-06,3.785281776,2.7373219529833324
2022-08-03,4.370941203,5.718118878212358
2022-08-03,4.368763355,5.913961093660161
2022-08-03,4.201980296,7.488866663928991
2022-08-03,4.278554882,7.618029030609822
2022-08-03,3.908210472,5.590247559787398
2022-08-03,3.997033437,5.46835345878362
2022-08-03,5.184525929,6.675385729411672
2022-08-03,5.097676234,6.700086665615293
2022-08-03,4.66320803,5.889127997583206
2022-08-03,4.753563942,6.021365074339954
2022-08-03,4.255927401,6.249573038609025
2022-08-03,4.357613312,6.247277290824433
2022-08-03,5.076250965,6.791027889639632
2022-08-03,5.162731786,6.816703241433757
2022-08-03,1.783013546,4.523880677465489
2022-08-03,1.690486959,4.549705871884938
2022-08-03,2.230373848,4.953539448849031
2022-08-03,2.223709384,5.20112809990841
2022-08-24,5.003295388,4.021560633025308
2022-08-24,4.916400454,3.98189560220176
2022-08-24,5.826622929,3.9978843697158446
2022-08-24,6.002912647,4.042123897474947
2022-08-24,5.088650711,4.169132199693842
2022-08-24,5.014366771,4.090770160535744
2022-08-24,5.082901022,3.781285933090702
2022-08-24,4.993727319,3.7339872506239007
2022-08-24,2.62865625,1.1862354479594455
2022-08-24,2.623412048,1.1069591399398773
2022-08-24,2.143874757,0.7045618323644911
2022-08-24,2.320215403,0.6831200912746391
2022-11-03,11.28527577,10.382912961253378
2022-11-03,11.28527577,10.409308241020863
2022-11-03,6.529754381,8.584524353707708
2022-11-03,6.529754381,8.711630959520676
2022-11-03,6.245302578,9.582769386138716
2022-11-03,6.15734057,9.514320837698113
2022-11-03,5.846966965,8.204608838888015
2022-11-03,5.758376556,8.224809911883325
2022-11-03,8.834383197,9.547202602064274
2022-11-03,8.909389619,9.575058865876368
2022-11-03,7.061446936,9.530177432191786
2022-11-03,7.142579579,9.383832115649936
2022-11-03,6.7873313,9.67939105402585
2022-11-03,6.7873313,9.645381144964647
2022-11-03,6.172505598,7.91433979597177
2022-11-03,6.078251733,7.916658833253168
2022-11-03,3.839783221,6.1509060787357885
2022-11-03,3.74861537,6.2163771773090035
2022-11-03,4.685130458,5.64895136161817
2022-11-03,4.773529145,5.708112838799544
2022-11-16,7.012551963,4.81968155587807
2022-11-16,6.936485826,4.8284675573155535
2022-11-16,6.692712603,5.06039888561883
2022-11-16,6.689376256,5.250304487976109
2022-11-16,7.691690092,5.194980769597514
2022-11-16,7.77442166,5.181071760084015
2022-11-16,10.3764658,5.312026432803725
2022-11-16,10.2700468,5.399953247573823
2022-11-16,3.764080749,1.0701469470937752
2022-11-16,3.765958096,0.8496713221181205
2022-11-16,3.313307795,0.29561914978490034
2022-11-16,3.225365994,0.574950450814911
2022-11-29,6.782504718,7.034309457951318
