Sample,Sub_Sample,Date_std,granule_id,granule_time,cloud_cover,B10__2DAP5x5_IQR,B10__2DAP5x5_MED,B10__BUF30m_IQR,B10__BUF30m_MED,B11__2DAP5x5_IQR,B11__2DAP5x5_MED,B11__BUF30m_IQR,B11__BUF30m_MED,B12__2DAP5x5_IQR,B12__2DAP5x5_MED,B12__BUF30m_IQR,B12__BUF30m_MED,B1__2DAP5x5_IQR,B1__2DAP5x5_MED,B1__BUF30m_IQR,B1__BUF30m_MED,B2__2DAP5x5_IQR,B2__2DAP5x5_MED,B2__BUF30m_IQR,B2__BUF30m_MED,B3__2DAP5x5_IQR,B3__2DAP5x5_MED,B3__BUF30m_IQR,B3__BUF30m_MED,B4__2DAP5x5_IQR,B4__2DAP5x5_MED,B4__BUF30m_IQR,B4__BUF30m_MED,B5__2DAP5x5_IQR,B5__2DAP5x5_MED,B5__BUF30m_IQR,B5__BUF30m_MED,B6__2DAP5x5_IQR,B6__2DAP5x5_MED,B6__BUF30m_IQR,B6__BUF30m_MED,B7__2DAP5x5_IQR,B7__2DAP5x5_MED,B7__BUF30m_IQR,B7__BUF30m_MED,B8A__2DAP5x5_IQR,B8A__2DAP5x5_MED,B8A__BUF30m_IQR,B8A__BUF30m_MED,B8__2DAP5x5_IQR,B8__2DAP5x5_MED,B8__BUF30m_IQR,B8__BUF30m_MED,B9__2DAP5x5_IQR,B9__2DAP5x5_MED,B9__BUF30m_IQR,B9__BUF30m_MED
97,2,2022-11-03,G2536074420-LPCLOUD,2022-11-04T13:58:12.616000,0,,,,,43.0,2225.0,14.0,2202.0,59.0,1424.0,43.0,1452.0,31.0,282.0,0.0,282.0,10.0,334.0,1.0,333.0,33.0,782.0,16.0,767.0,86.0,783.0,11.0,836.0,34.0,1467.0,4.0,1472.0,87.0,2604.0,61.0,2564.0,144.0,2845.0,64.0,2768.0,191.0,2962.0,96.0,2857.0,208.0,2803.0,41.0,2696.0,52.0,1037.0,0.0,1037.0
98,1,2022-11-03,G2536074420-LPCLOUD,2022-11-04T13:58:12.616000,0,,,,,47.0,2217.0,15.0,2206.0,134.0,1408.0,45.0,1418.0,22.0,272.0,0.0,266.0,11.0,333.0,2.0,332.0,60.0,787.0,23.0,767.0,131.0,777.0,60.0,826.0,37.0,1472.0,6.0,1475.0,207.0,2665.0,57.0,2577.0,263.0,2887.0,86.0,2811.0,293.0,2998.0,71.0,2885.0,323.0,2876.0,100.0,2696.0,66.0,1070.0,0.0,1070.0
98,2,2022-11-03,G2536074420-LPCLOUD,2022-11-04T13:58:12.616000,0,,,,,47.0,2217.0,15.0,2206.0,134.0,1408.0,45.0,1418.0,22.0,272.0,0.0,266.0,11.0,333.0,2.0,332.0,60.0,787.0,23.0,767.0,131.0,777.0,60.0,826.0,37.0,1472.0,6.0,1475.0,207.0,2665.0,57.0,2577.0,263.0,2887.0,86.0,2811.0,293.0,2998.0,71.0,2885.0,323.0,2876.0,100.0,2696.0,66.0,1070.0,0.0,1070.0
99,1,2022-11-03,G2536074420-LPCLOUD,2022-11-04T13:58:12.616000,0,,,,,138.0,2323.0,37.0,2386.0,147.0,1494.0,62.0,1568.0,26.0,297.0,15.0,282.0,21.0,342.0,10.0,335.0,34.0,774.0,12.0,762.0,84.0,842.0,32.0,842.0,57.0,1475.0,40.0,1493.0,85.0,2607.0,39.0,2583.0,149.0,2869.0,73.0,2861.0,170.0,2971.0,88.0,2982.0,211.0,2816.0,80.0,2786.0,17.0,1050.0,0.0,1051.0
99,2,2022-11-03,G2536074420-LPCLOUD,2022-11-04T13:58:12.616000,0,,,,,138.0,2323.0,37.0,2386.0,147.0,1494.0,62.0,1568.0,26.0,297.0,15.0,282.0,21.0,342.0,10.0,335.0,34.0,774.0,12.0,762.0,84.0,842.0,32.0,842.0,57.0,1475.0,40.0,1493.0,85.0,2607.0,39.0,2583.0,149.0,2869.0,73.0,2861.0,170.0,2971.0,88.0,2982.0,211.0,2816.0,80.0,2786.0,17.0,1050.0,0.0,1051.0
100,1,2022-11-03,G2536074420-LPCLOUD,2022-11-04T13:58:12.616000,0,,,,,154.0,2311.0,89.0,2323.0,123.0,1510.0,144.0,1486.0,19.0,308.0,19.0,327.0,19.0,343.0,8.0,343.0,33.0,768.0,36.0,774.0,35.0,845.0,78.0,828.0,77.0,1465.0,62.0,1412.0,127.0,2583.0,44.0,2604.0,165.0,2851.0,88.0,2929.0,191.0,2961.0,93.0,3063.0,210.0,2786.0,48.0,2884.0,37.0,1038.0,0.0,1038.0
100,2,2022-11-03,G2536074420-LPCLOUD,2022-11-04T13:58:12.616000,0,,,,,154.0,2311.0,89.0,2323.0,123.0,1510.0,144.0,1486.0,19.0,308.0,19.0,327.0,19.0,343.0,8.0,343.0,33.0,768.0,36.0,774.0,35.0,845.0,78.0,828.0,77.0,1465.0,62.0,1412.0,127.0,2583.0,44.0,2604.0,165.0,2851.0,88.0,2929.0,191.0,2961.0,93.0,3063.0,210.0,2786.0,48.0,2884.0,37.0,1038.0,0.0,1038.0
101,1,2022-11-03,G2536074420-LPCLOUD,2022-11-04T13:58:12.616000,0,,,,,123.0,2247.0,53.0,2302.0,129.0,1486.0,15.0,1426.0,19.0,308.0,11.0,327.0,17.0,340.0,8.0,343.0,40.0,761.0,20.0,789.0,33.0,845.0,94.0,813.0,63.0,1446.0,19.0,1426.0,154.0,2564.0,100.0,2604.0,178.0,2799.0,184.0,2903.0,209.0,2904.0,237.0,2983.0,223.0,2719.0,261.0,2834.0,33.0,1037.0,20.0,1038.0
101,2,2022-11-03,G2536074420-LPCLOUD,2022-11-04T13:58:12.616000,0,,,,,123.0,2247.0,53.0,2302.0,129.0,1486.0,15.0,1426.0,19.0,308.0,11.0,327.0,17.0,340.0,8.0,343.0,40.0,761.0,20.0,789.0,33.0,845.0,94.0,813.0,63.0,1446.0,19.0,1426.0,154.0,2564.0,100.0,2604.0,178.0,2799.0,184.0,2903.0,209.0,2904.0,237.0,2983.0,223.0,2719.0,261.0,2834.0,33.0,1037.0,20.0,1038.0
102,1,2022-11-16,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,,,,,179.0,2291.0,71.0,2291.0,197.0,1406.0,58.0,1402.0,32.0,248.0,5.0,243.0,30.0,312.0,7.0,304.0,31.0,796.0,22.0,766.0,68.0,851.0,35.0,847.0,94.0,1449.0,46.0,1392.0,110.0,2569.0,75.0,2431.0,136.0,2885.0,129.0,2674.0,190.0,3015.0,154.0,2834.0,195.0,2758.0,156.0,2597.0,14.0,431.0,32.0,395.0
102,2,2022-11-16,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,,,,,179.0,2291.0,71.0,2291.0,197.0,1406.0,58.0,1402.0,32.0,248.0,5.0,243.0,30.0,312.0,7.0,304.0,31.0,796.0,22.0,766.0,68.0,851.0,35.0,847.0,94.0,1449.0,46.0,1392.0,110.0,2569.0,75.0,2431.0,136.0,2885.0,129.0,2674.0,190.0,3015.0,154.0,2834.0,195.0,2758.0,156.0,2597.0,14.0,431.0,32.0,395.0
103,1,2022-11-16,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,,,,,63.0,2267.0,36.0,2261.0,96.0,1348.0,31.0,1396.0,22.0,243.0,0.0,243.0,12.0,304.0,4.0,302.0,58.0,798.0,25.0,774.0,116.0,825.0,8.0,853.0,47.0,1445.0,6.0,1443.0,99.0,2572.0,96.0,2480.0,154.0,2885.0,118.0,2742.0,199.0,3015.0,66.0,2843.0,205.0,2758.0,90.0,2653.0,29.0,431.0,8.0,395.0
103,2,2022-11-16,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,,,,,63.0,2267.0,36.0,2261.0,96.0,1348.0,31.0,1396.0,22.0,243.0,0.0,243.0,12.0,304.0,4.0,302.0,58.0,798.0,25.0,774.0,116.0,825.0,8.0,853.0,47.0,1445.0,6.0,1443.0,99.0,2572.0,96.0,2480.0,154.0,2885.0,118.0,2742.0,199.0,3015.0,66.0,2843.0,205.0,2758.0,90.0,2653.0,29.0,431.0,8.0,395.0
104,1,2022-11-16,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,,,,,53.0,2261.0,24.0,2261.0,73.0,1341.0,58.0,1396.0,19.0,243.0,0.0,243.0,12.0,305.0,11.0,300.0,35.0,800.0,11.0,790.0,83.0,800.0,28.0,850.0,37.0,1441.0,7.0,1450.0,90.0,2565.0,68.0,2531.0,138.0,2866.0,115.0,2792.0,188.0,2996.0,127.0,2900.0,196.0,2751.0,76.0,2680.0,29.0,423.0,0.0,403.0
104,2,2022-11-16,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,,,,,53.0,2261.0,24.0,2261.0,73.0,1341.0,58.0,1396.0,19.0,243.0,0.0,243.0,12.0,305.0,11.0,300.0,35.0,800.0,11.0,790.0,83.0,800.0,28.0,850.0,37.0,1441.0,7.0,1450.0,90.0,2565.0,68.0,2531.0,138.0,2866.0,115.0,2792.0,188.0,2996.0,127.0,2900.0,196.0,2751.0,76.0,2680.0,29.0,423.0,0.0,403.0
105,1,2022-11-16,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,,,,,53.0,2261.0,24.0,2261.0,73.0,1341.0,58.0,1396.0,19.0,243.0,0.0,243.0,12.0,305.0,11.0,300.0,35.0,800.0,11.0,790.0,83.0,800.0,28.0,850.0,37.0,1441.0,7.0,1450.0,90.0,2565.0,68.0,2531.0,138.0,2866.0,115.0,2792.0,188.0,2996.0,127.0,2900.0,196.0,2751.0,76.0,2680.0,29.0,423.0,0.0,403.0
105,2,2022-11-16,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,,,,,53.0,2261.0,24.0,2261.0,73.0,1341.0,58.0,1396.0,19.0,243.0,0.0,243.0,12.0,305.0,11.0,300.0,35.0,800.0,11.0,790.0,83.0,800.0,28.0,850.0,37.0,1441.0,7.0,1450.0,90.0,2565.0,68.0,2531.0,138.0,2866.0,115.0,2792.0,188.0,2996.0,127.0,2900.0,196.0,2751.0,76.0,2680.0,29.0,423.0,0.0,403.0
106,1,2022-11-16,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,,,,,170.0,2346.0,128.0,2346.0,152.0,1470.0,167.0,1402.0,32.0,271.0,0.0,275.0,39.0,321.0,20.0,311.0,39.0,787.0,30.0,780.0,61.0,858.0,88.0,841.0,95.0,1436.0,46.0,1392.0,121.0,2569.0,18.0,2569.0,160.0,2904.0,16.0,2935.0,163.0,3028.0,58.0,3095.0,218.0,2794.0,16.0,2855.0,41.0,432.0,27.0,459.0
106,2,2022-11-16,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,,,,,170.0,2346.0,128.0,2346.0,152.0,1470.0,167.0,1402.0,32.0,271.0,0.0,275.0,39.0,321.0,20.0,311.0,39.0,787.0,30.0,780.0,61.0,858.0,88.0,841.0,95.0,1436.0,46.0,1392.0,121.0,2569.0,18.0,2569.0,160.0,2904.0,16.0,2935.0,163.0,3028.0,58.0,3095.0,218.0,2794.0,16.0,2855.0,41.0,432.0,27.0,459.0
107,1,2022-11-16,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,,,,,170.0,2346.0,128.0,2346.0,152.0,1470.0,167.0,1402.0,32.0,271.0,0.0,275.0,39.0,321.0,20.0,311.0,39.0,787.0,30.0,780.0,61.0,858.0,88.0,841.0,95.0,1436.0,46.0,1392.0,121.0,2569.0,18.0,2569.0,160.0,2904.0,16.0,2935.0,163.0,3028.0,58.0,3095.0,218.0,2794.0,16.0,2855.0,41.0,432.0,27.0,459.0
107,2,2022-11-16,G2550992842-LPCLOUD,2022-11-19T13:58:08.175000,0,,,,,170.0,2346.0,128.0,2346.0,152.0,1470.0,167.0,1402.0,32.0,271.0,0.0,275.0,39.0,321.0,20.0,311.0,39.0,787.0,30.0,780.0,61.0,858.0,88.0,841.0,95.0,1436.0,46.0,1392.0,121.0,2569.0,18.0,2569.0,160.0,2904.0,16.0,2935.0,163.0,3028.0,58.0,3095.0,218.0,2794.0,16.0,2855.0,41.0,432.0,27.0,459.0
108,1,2022-11-29,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,,,,,51.0,2388.0,27.0,2382.0,137.0,1441.0,35.0,1473.0,24.0,192.0,0.0,192.0,14.0,291.0,13.0,284.0,44.0,784.0,33.0,766.0,103.0,932.0,33.0,950.0,83.0,1502.0,64.0,1469.0,143.0,2558.0,51.0,2429.0,194.0,2910.0,23.0,2739.0,220.0,3096.0,19.0,2898.0,254.0,2728.0,65.0,2580.0,19.0,199.0,8.0,177.0
108,2,2022-11-29,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,,,,,51.0,2388.0,27.0,2382.0,137.0,1441.0,35.0,1473.0,24.0,192.0,0.0,192.0,14.0,291.0,13.0,284.0,44.0,784.0,33.0,766.0,103.0,932.0,33.0,950.0,83.0,1502.0,64.0,1469.0,143.0,2558.0,51.0,2429.0,194.0,2910.0,23.0,2739.0,220.0,3096.0,19.0,2898.0,254.0,2728.0,65.0,2580.0,19.0,199.0,8.0,177.0
109,1,2022-11-29,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,,,,,80.0,2368.0,53.0,2382.0,157.0,1403.0,72.0,1487.0,26.0,192.0,0.0,192.0,13.0,286.0,8.0,282.0,59.0,803.0,24.0,770.0,152.0,912.0,16.0,979.0,35.0,1514.0,11.0,1515.0,186.0,2578.0,61.0,2429.0,243.0,2950.0,61.0,2735.0,344.0,3122.0,110.0,2888.0,329.0,2738.0,71.0,2580.0,19.0,195.0,8.0,177.0
109,2,2022-11-29,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,,,,,80.0,2368.0,53.0,2382.0,157.0,1403.0,72.0,1487.0,26.0,192.0,0.0,192.0,13.0,286.0,8.0,282.0,59.0,803.0,24.0,770.0,152.0,912.0,16.0,979.0,35.0,1514.0,11.0,1515.0,186.0,2578.0,61.0,2429.0,243.0,2950.0,61.0,2735.0,344.0,3122.0,110.0,2888.0,329.0,2738.0,71.0,2580.0,19.0,195.0,8.0,177.0
110,1,2022-11-29,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,,,,,118.0,2382.0,29.0,2407.0,243.0,1441.0,65.0,1514.0,26.0,192.0,0.0,192.0,14.0,291.0,6.0,284.0,74.0,813.0,47.0,781.0,194.0,944.0,53.0,992.0,58.0,1529.0,11.0,1520.0,214.0,2580.0,159.0,2429.0,300.0,2994.0,145.0,2739.0,355.0,3179.0,199.0,2907.0,366.0,2825.0,102.0,2603.0,9.0,199.0,18.0,177.0
110,2,2022-11-29,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,,,,,118.0,2382.0,29.0,2407.0,243.0,1441.0,65.0,1514.0,26.0,192.0,0.0,192.0,14.0,291.0,6.0,284.0,74.0,813.0,47.0,781.0,194.0,944.0,53.0,992.0,58.0,1529.0,11.0,1520.0,214.0,2580.0,159.0,2429.0,300.0,2994.0,145.0,2739.0,355.0,3179.0,199.0,2907.0,366.0,2825.0,102.0,2603.0,9.0,199.0,18.0,177.0
111,1,2022-11-29,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,,,,,87.0,2379.0,4.0,2332.0,256.0,1268.0,122.0,1268.0,15.0,177.0,0.0,177.0,26.0,294.0,3.0,294.0,112.0,855.0,115.0,902.0,199.0,819.0,120.0,819.0,50.0,1561.0,3.0,1567.0,276.0,2746.0,242.0,2746.0,346.0,3122.0,303.0,3122.0,344.0,3322.0,323.0,3322.0,346.0,2966.0,321.0,2937.0,24.0,207.0,15.0,219.0
111,2,2022-11-29,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,,,,,87.0,2379.0,4.0,2332.0,256.0,1268.0,122.0,1268.0,15.0,177.0,0.0,177.0,26.0,294.0,3.0,294.0,112.0,855.0,115.0,902.0,199.0,819.0,120.0,819.0,50.0,1561.0,3.0,1567.0,276.0,2746.0,242.0,2746.0,346.0,3122.0,303.0,3122.0,344.0,3322.0,323.0,3322.0,346.0,2966.0,321.0,2937.0,24.0,207.0,15.0,219.0
112,1,2022-11-29,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,,,,,184.0,2450.0,126.0,2450.0,132.0,1511.0,138.0,1477.0,21.0,214.0,51.0,275.0,33.0,295.0,10.0,293.0,56.0,784.0,35.0,787.0,80.0,955.0,99.0,904.0,140.0,1501.0,132.0,1407.0,195.0,2580.0,111.0,2569.0,287.0,2994.0,83.0,2994.0,287.0,3187.0,135.0,3227.0,294.0,2830.0,92.0,2869.0,18.0,204.0,0.0,204.0
112,2,2022-11-29,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,,,,,184.0,2450.0,126.0,2450.0,132.0,1511.0,138.0,1477.0,21.0,214.0,51.0,275.0,33.0,295.0,10.0,293.0,56.0,784.0,35.0,787.0,80.0,955.0,99.0,904.0,140.0,1501.0,132.0,1407.0,195.0,2580.0,111.0,2569.0,287.0,2994.0,83.0,2994.0,287.0,3187.0,135.0,3227.0,294.0,2830.0,92.0,2869.0,18.0,204.0,0.0,204.0
113,1,2022-11-29,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,,,,,127.0,2400.0,19.0,2400.0,189.0,1473.0,69.0,1441.0,24.0,214.0,59.0,275.0,17.0,291.0,9.0,293.0,47.0,781.0,12.0,803.0,137.0,921.0,131.0,932.0,115.0,1466.0,111.0,1407.0,166.0,2569.0,161.0,2569.0,267.0,2970.0,94.0,2950.0,243.0,3122.0,231.0,3122.0,258.0,2769.0,250.0,2738.0,32.0,204.0,5.0,204.0
113,2,2022-11-29,G2556943061-LPCLOUD,2022-11-29T13:58:07.117000,16,,,,,127.0,2400.0,19.0,2400.0,189.0,1473.0,69.0,1441.0,24.0,214.0,59.0,275.0,17.0,291.0,9.0,293.0,47.0,781.0,12.0,803.0,137.0,921.0,131.0,932.0,115.0,1466.0,111.0,1407.0,166.0,2569.0,161.0,2569.0,267.0,2970.0,94.0,2950.0,243.0,3122.0,231.0,3122.0,258.0,2769.0,250.0,2738.0,32.0,204.0,5.0,204.0
114,1,2022-12-08,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,,,,,79.0,2347.0,32.0,2368.0,197.0,1283.0,39.0,1362.0,57.0,231.0,16.0,229.0,18.0,283.0,15.0,290.0,55.0,752.0,49.0,730.0,165.0,763.0,31.0,835.0,44.0,1268.0,15.0,1294.0,222.0,2458.0,143.0,2302.0,261.0,2981.0,171.0,2727.0,295.0,3124.0,196.0,2911.0,365.0,2657.0,196.0,2422.0,104.0,17.0,0.0,0.0
114,2,2022-12-08,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,,,,,79.0,2347.0,32.0,2368.0,197.0,1283.0,39.0,1362.0,57.0,231.0,16.0,229.0,18.0,283.0,15.0,290.0,55.0,752.0,49.0,730.0,165.0,763.0,31.0,835.0,44.0,1268.0,15.0,1294.0,222.0,2458.0,143.0,2302.0,261.0,2981.0,171.0,2727.0,295.0,3124.0,196.0,2911.0,365.0,2657.0,196.0,2422.0,104.0,17.0,0.0,0.0
115,1,2022-12-08,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,,,,,87.0,2349.0,69.0,2375.0,200.0,1286.0,70.0,1380.0,28.0,229.0,16.0,245.0,12.0,283.0,5.0,289.0,68.0,751.0,18.0,707.0,191.0,763.0,37.0,859.0,38.0,1286.0,11.0,1293.0,260.0,2459.0,66.0,2239.0,328.0,2910.0,94.0,2634.0,373.0,3170.0,114.0,2815.0,399.0,2608.0,99.0,2364.0,29.0,17.0,23.0,0.0
115,2,2022-12-08,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,,,,,87.0,2349.0,69.0,2375.0,200.0,1286.0,70.0,1380.0,28.0,229.0,16.0,245.0,12.0,283.0,5.0,289.0,68.0,751.0,18.0,707.0,191.0,763.0,37.0,859.0,38.0,1286.0,11.0,1293.0,260.0,2459.0,66.0,2239.0,328.0,2910.0,94.0,2634.0,373.0,3170.0,114.0,2815.0,399.0,2608.0,99.0,2364.0,29.0,17.0,23.0,0.0
116,1,2022-12-08,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,,,,,94.0,2342.0,31.0,2312.0,297.0,1227.0,155.0,1227.0,81.0,223.0,0.0,223.0,29.0,281.0,7.0,281.0,126.0,792.0,119.0,752.0,238.0,759.0,172.0,759.0,32.0,1296.0,10.0,1294.0,392.0,2636.0,300.0,2458.0,464.0,3170.0,328.0,2903.0,520.0,3371.0,367.0,3100.0,539.0,2832.0,398.0,2556.0,130.0,17.0,0.0,17.0
116,2,2022-12-08,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,,,,,94.0,2342.0,31.0,2312.0,297.0,1227.0,155.0,1227.0,81.0,223.0,0.0,223.0,29.0,281.0,7.0,281.0,126.0,792.0,119.0,752.0,238.0,759.0,172.0,759.0,32.0,1296.0,10.0,1294.0,392.0,2636.0,300.0,2458.0,464.0,3170.0,328.0,2903.0,520.0,3371.0,367.0,3100.0,539.0,2832.0,398.0,2556.0,130.0,17.0,0.0,17.0
117,1,2022-12-08,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,,,,,177.0,2409.0,111.0,2512.0,214.0,1316.0,132.0,1337.0,47.0,247.0,4.0,251.0,34.0,283.0,5.0,304.0,59.0,784.0,21.0,786.0,193.0,759.0,51.0,772.0,31.0,1310.0,4.0,1316.0,93.0,2630.0,6.0,2640.0,136.0,3143.0,37.0,3172.0,241.0,3352.0,52.0,3402.0,217.0,2832.0,106.0,2857.0,75.0,17.0,9.0,5.0
117,2,2022-12-08,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,,,,,177.0,2409.0,111.0,2512.0,214.0,1316.0,132.0,1337.0,47.0,247.0,4.0,251.0,34.0,283.0,5.0,304.0,59.0,784.0,21.0,786.0,193.0,759.0,51.0,772.0,31.0,1310.0,4.0,1316.0,93.0,2630.0,6.0,2640.0,136.0,3143.0,37.0,3172.0,241.0,3352.0,52.0,3402.0,217.0,2832.0,106.0,2857.0,75.0,17.0,9.0,5.0
118,1,2022-12-08,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,,,,,79.0,2347.0,32.0,2368.0,197.0,1283.0,39.0,1362.0,57.0,231.0,16.0,229.0,18.0,283.0,15.0,290.0,55.0,752.0,49.0,730.0,165.0,763.0,31.0,835.0,44.0,1268.0,15.0,1294.0,222.0,2458.0,143.0,2302.0,261.0,2981.0,171.0,2727.0,295.0,3124.0,196.0,2911.0,365.0,2657.0,196.0,2422.0,104.0,17.0,0.0,0.0
118,2,2022-12-08,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,,,,,79.0,2347.0,32.0,2368.0,197.0,1283.0,39.0,1362.0,57.0,231.0,16.0,229.0,18.0,283.0,15.0,290.0,55.0,752.0,49.0,730.0,165.0,763.0,31.0,835.0,44.0,1268.0,15.0,1294.0,222.0,2458.0,143.0,2302.0,261.0,2981.0,171.0,2727.0,295.0,3124.0,196.0,2911.0,365.0,2657.0,196.0,2422.0,104.0,17.0,0.0,0.0
119,1,2022-12-08,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,,,,,87.0,2349.0,69.0,2375.0,200.0,1286.0,70.0,1380.0,28.0,229.0,16.0,245.0,12.0,283.0,5.0,289.0,68.0,751.0,18.0,707.0,191.0,763.0,37.0,859.0,38.0,1286.0,11.0,1293.0,260.0,2459.0,66.0,2239.0,328.0,2910.0,94.0,2634.0,373.0,3170.0,114.0,2815.0,399.0,2608.0,99.0,2364.0,29.0,17.0,23.0,0.0
119,2,2022-12-08,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,,,,,87.0,2349.0,69.0,2375.0,200.0,1286.0,70.0,1380.0,28.0,229.0,16.0,245.0,12.0,283.0,5.0,289.0,68.0,751.0,18.0,707.0,191.0,763.0,37.0,859.0,38.0,1286.0,11.0,1293.0,260.0,2459.0,66.0,2239.0,328.0,2910.0,94.0,2634.0,373.0,3170.0,114.0,2815.0,399.0,2608.0,99.0,2364.0,29.0,17.0,23.0,0.0
120,1,2022-12-08,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,,,,,94.0,2342.0,31.0,2312.0,297.0,1227.0,155.0,1227.0,81.0,223.0,0.0,223.0,29.0,281.0,7.0,281.0,126.0,792.0,119.0,752.0,238.0,759.0,172.0,759.0,32.0,1296.0,10.0,1294.0,392.0,2636.0,300.0,2458.0,464.0,3170.0,328.0,2903.0,520.0,3371.0,367.0,3100.0,539.0,2832.0,398.0,2556.0,130.0,17.0,0.0,17.0
120,2,2022-12-08,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,,,,,94.0,2342.0,31.0,2312.0,297.0,1227.0,155.0,1227.0,81.0,223.0,0.0,223.0,29.0,281.0,7.0,281.0,126.0,792.0,119.0,752.0,238.0,759.0,172.0,759.0,32.0,1296.0,10.0,1294.0,392.0,2636.0,300.0,2458.0,464.0,3170.0,328.0,2903.0,520.0,3371.0,367.0,3100.0,539.0,2832.0,398.0,2556.0,130.0,17.0,0.0,17.0
121,1,2022-12-08,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,,,,,131.0,2409.0,106.0,2409.0,108.0,1383.0,102.0,1320.0,33.0,251.0,3.0,280.0,25.0,290.0,18.0,283.0,60.0,739.0,23.0,762.0,95.0,834.0,150.0,720.0,64.0,1283.0,28.0,1246.0,302.0,2459.0,148.0,2492.0,410.0,3001.0,177.0,3012.0,412.0,3206.0,254.0,3294.0,390.0,2673.0,200.0,2731.0,105.0,30.0,80.0,110.0
121,2,2022-12-08,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,,,,,131.0,2409.0,106.0,2409.0,108.0,1383.0,102.0,1320.0,33.0,251.0,3.0,280.0,25.0,290.0,18.0,283.0,60.0,739.0,23.0,762.0,95.0,834.0,150.0,720.0,64.0,1283.0,28.0,1246.0,302.0,2459.0,148.0,2492.0,410.0,3001.0,177.0,3012.0,412.0,3206.0,254.0,3294.0,390.0,2673.0,200.0,2731.0,105.0,30.0,80.0,110.0
122,1,2022-12-08,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,,,,,164.0,2388.0,25.0,2391.0,108.0,1377.0,107.0,1383.0,48.0,251.0,6.0,245.0,26.0,294.0,9.0,283.0,56.0,751.0,57.0,699.0,104.0,834.0,39.0,834.0,55.0,1293.0,35.0,1258.0,269.0,2458.0,220.0,2249.0,340.0,3000.0,276.0,2681.0,357.0,3170.0,373.0,2835.0,398.0,2608.0,285.0,2383.0,25.0,17.0,35.0,0.0
122,2,2022-12-08,G2562878871-LPCLOUD,2022-12-09T13:58:04.891000,34,,,,,164.0,2388.0,25.0,2391.0,108.0,1377.0,107.0,1383.0,48.0,251.0,6.0,245.0,26.0,294.0,9.0,283.0,56.0,751.0,57.0,699.0,104.0,834.0,39.0,834.0,55.0,1293.0,35.0,1258.0,269.0,2458.0,220.0,2249.0,340.0,3000.0,276.0,2681.0,357.0,3170.0,373.0,2835.0,398.0,2608.0,285.0,2383.0,25.0,17.0,35.0,0.0
123,1,2022-12-14,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,,,,,522.0,3079.0,233.0,3079.0,882.0,2085.0,291.0,2123.0,2107.0,1185.0,194.0,991.0,654.0,507.0,161.0,507.0,805.0,1153.0,242.0,1153.0,958.0,1238.0,274.0,1238.0,931.0,1812.0,289.0,1956.0,644.0,3554.0,250.0,3554.0,680.0,4147.0,250.0,4147.0,781.0,4409.0,309.0,4409.0,449.0,3611.0,347.0,3763.0,572.0,512.0,78.0,434.0
