Sample,Sub_Sample,Date_std,granule_id,granule_time,cloud_cover,B10__2DAP5x5_IQR,B10__2DAP5x5_MED,B10__BUF30m_IQR,B10__BUF30m_MED,B11__2DAP5x5_IQR,B11__2DAP5x5_MED,B11__BUF30m_IQR,B11__BUF30m_MED,B12__2DAP5x5_IQR,B12__2DAP5x5_MED,B12__BUF30m_IQR,B12__BUF30m_MED,B1__2DAP5x5_IQR,B1__2DAP5x5_MED,B1__BUF30m_IQR,B1__BUF30m_MED,B2__2DAP5x5_IQR,B2__2DAP5x5_MED,B2__BUF30m_IQR,B2__BUF30m_MED,B3__2DAP5x5_IQR,B3__2DAP5x5_MED,B3__BUF30m_IQR,B3__BUF30m_MED,B4__2DAP5x5_IQR,B4__2DAP5x5_MED,B4__BUF30m_IQR,B4__BUF30m_MED,B5__2DAP5x5_IQR,B5__2DAP5x5_MED,B5__BUF30m_IQR,B5__BUF30m_MED,B6__2DAP5x5_IQR,B6__2DAP5x5_MED,B6__BUF30m_IQR,B6__BUF30m_MED,B7__2DAP5x5_IQR,B7__2DAP5x5_MED,B7__BUF30m_IQR,B7__BUF30m_MED,B8A__2DAP5x5_IQR,B8A__2DAP5x5_MED,B8A__BUF30m_IQR,B8A__BUF30m_MED,B8__2DAP5x5_IQR,B8__2DAP5x5_MED,B8__BUF30m_IQR,B8__BUF30m_MED,B9__2DAP5x5_IQR,B9__2DAP5x5_MED,B9__BUF30m_IQR,B9__BUF30m_MED
123,2,2022-12-14,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,,,,,522.0,3079.0,233.0,3079.0,882.0,2085.0,291.0,2123.0,2107.0,1185.0,194.0,991.0,654.0,507.0,161.0,507.0,805.0,1153.0,242.0,1153.0,958.0,1238.0,274.0,1238.0,931.0,1812.0,289.0,1956.0,644.0,3554.0,250.0,3554.0,680.0,4147.0,250.0,4147.0,781.0,4409.0,309.0,4409.0,449.0,3611.0,347.0,3763.0,572.0,512.0,78.0,434.0
124,1,2022-12-14,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,,,,,522.0,3079.0,233.0,3079.0,882.0,2085.0,291.0,2123.0,2107.0,1185.0,194.0,991.0,654.0,507.0,161.0,507.0,805.0,1153.0,242.0,1153.0,958.0,1238.0,274.0,1238.0,931.0,1812.0,289.0,1956.0,644.0,3554.0,250.0,3554.0,680.0,4147.0,250.0,4147.0,781.0,4409.0,309.0,4409.0,449.0,3611.0,347.0,3763.0,572.0,512.0,78.0,434.0
124,2,2022-12-14,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,,,,,522.0,3079.0,233.0,3079.0,882.0,2085.0,291.0,2123.0,2107.0,1185.0,194.0,991.0,654.0,507.0,161.0,507.0,805.0,1153.0,242.0,1153.0,958.0,1238.0,274.0,1238.0,931.0,1812.0,289.0,1956.0,644.0,3554.0,250.0,3554.0,680.0,4147.0,250.0,4147.0,781.0,4409.0,309.0,4409.0,449.0,3611.0,347.0,3763.0,572.0,512.0,78.0,434.0
125,1,2022-12-14,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,,,,,894.0,3317.0,428.0,3317.0,1017.0,2485.0,390.0,2485.0,2042.0,2019.0,692.0,2711.0,1352.0,976.0,729.0,976.0,1730.0,1578.0,783.0,1751.0,1726.0,1867.0,690.0,1957.0,1571.0,2535.0,504.0,2535.0,970.0,3845.0,421.0,3845.0,963.0,4360.0,432.0,4360.0,944.0,4611.0,409.0,4611.0,654.0,3814.0,111.0,3855.0,549.0,758.0,175.0,933.0
125,2,2022-12-14,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,,,,,894.0,3317.0,428.0,3317.0,1017.0,2485.0,390.0,2485.0,2042.0,2019.0,692.0,2711.0,1352.0,976.0,729.0,976.0,1730.0,1578.0,783.0,1751.0,1726.0,1867.0,690.0,1957.0,1571.0,2535.0,504.0,2535.0,970.0,3845.0,421.0,3845.0,963.0,4360.0,432.0,4360.0,944.0,4611.0,409.0,4611.0,654.0,3814.0,111.0,3855.0,549.0,758.0,175.0,933.0
126,1,2022-12-14,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,,,,,837.0,3966.0,213.0,3966.0,689.0,3021.0,377.0,3179.0,1928.0,4184.0,455.0,4639.0,1771.0,2406.0,996.0,2384.0,1804.0,2967.0,790.0,2967.0,1903.0,3251.0,354.0,3251.0,1818.0,3808.0,201.0,3808.0,1363.0,4827.0,243.0,4859.0,1272.0,5289.0,352.0,5366.0,1199.0,5474.0,404.0,5642.0,1161.0,4552.0,560.0,4552.0,740.0,1559.0,114.0,1673.0
126,2,2022-12-14,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,,,,,837.0,3966.0,213.0,3966.0,689.0,3021.0,377.0,3179.0,1928.0,4184.0,455.0,4639.0,1771.0,2406.0,996.0,2384.0,1804.0,2967.0,790.0,2967.0,1903.0,3251.0,354.0,3251.0,1818.0,3808.0,201.0,3808.0,1363.0,4827.0,243.0,4859.0,1272.0,5289.0,352.0,5366.0,1199.0,5474.0,404.0,5642.0,1161.0,4552.0,560.0,4552.0,740.0,1559.0,114.0,1673.0
127,1,2022-12-14,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,,,,,382.0,3154.0,80.0,3121.0,816.0,2085.0,236.0,1997.0,1534.0,1185.0,0.0,1185.0,636.0,550.0,102.0,496.0,587.0,1153.0,143.0,1077.0,749.0,1238.0,214.0,1224.0,805.0,1900.0,208.0,1818.0,522.0,3630.0,90.0,3653.0,550.0,4263.0,125.0,4334.0,685.0,4536.0,125.0,4637.0,439.0,3750.0,496.0,3763.0,367.0,512.0,0.0,512.0
127,2,2022-12-14,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,,,,,382.0,3154.0,80.0,3121.0,816.0,2085.0,236.0,1997.0,1534.0,1185.0,0.0,1185.0,636.0,550.0,102.0,496.0,587.0,1153.0,143.0,1077.0,749.0,1238.0,214.0,1224.0,805.0,1900.0,208.0,1818.0,522.0,3630.0,90.0,3653.0,550.0,4263.0,125.0,4334.0,685.0,4536.0,125.0,4637.0,439.0,3750.0,496.0,3763.0,367.0,512.0,0.0,512.0
128,1,2022-12-14,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,,,,,693.0,3407.0,117.0,3407.0,945.0,2482.0,243.0,2698.0,1848.0,2267.0,766.0,3033.0,1256.0,848.0,198.0,664.0,1611.0,1480.0,219.0,1408.0,1796.0,1736.0,296.0,1736.0,1536.0,2456.0,373.0,2532.0,918.0,3899.0,161.0,3925.0,866.0,4470.0,143.0,4559.0,910.0,4778.0,205.0,4928.0,475.0,3925.0,510.0,3750.0,471.0,784.0,199.0,983.0
128,2,2022-12-14,G2569425897-LPCLOUD,2022-12-14T13:58:08.337000,77,,,,,693.0,3407.0,117.0,3407.0,945.0,2482.0,243.0,2698.0,1848.0,2267.0,766.0,3033.0,1256.0,848.0,198.0,664.0,1611.0,1480.0,219.0,1408.0,1796.0,1736.0,296.0,1736.0,1536.0,2456.0,373.0,2532.0,918.0,3899.0,161.0,3925.0,866.0,4470.0,143.0,4559.0,910.0,4778.0,205.0,4928.0,475.0,3925.0,510.0,3750.0,471.0,784.0,199.0,983.0
129,1,2023-01-13,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,,,,,251.0,2138.0,130.0,2303.0,248.0,1266.0,83.0,1374.0,48.0,217.0,0.0,209.0,31.0,274.0,6.0,280.0,69.0,673.0,10.0,680.0,171.0,718.0,89.0,781.0,87.0,1161.0,42.0,1217.0,348.0,2235.0,206.0,2289.0,402.0,2587.0,253.0,2657.0,361.0,2811.0,230.0,2811.0,344.0,2464.0,230.0,2464.0,46.0,247.0,11.0,258.0
129,2,2023-01-13,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,,,,,251.0,2138.0,130.0,2303.0,248.0,1266.0,83.0,1374.0,48.0,217.0,0.0,209.0,31.0,274.0,6.0,280.0,69.0,673.0,10.0,680.0,171.0,718.0,89.0,781.0,87.0,1161.0,42.0,1217.0,348.0,2235.0,206.0,2289.0,402.0,2587.0,253.0,2657.0,361.0,2811.0,230.0,2811.0,344.0,2464.0,230.0,2464.0,46.0,247.0,11.0,258.0
130,1,2023-01-13,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,,,,,251.0,2138.0,130.0,2303.0,248.0,1266.0,83.0,1374.0,48.0,217.0,0.0,209.0,31.0,274.0,6.0,280.0,69.0,673.0,10.0,680.0,171.0,718.0,89.0,781.0,87.0,1161.0,42.0,1217.0,348.0,2235.0,206.0,2289.0,402.0,2587.0,253.0,2657.0,361.0,2811.0,230.0,2811.0,344.0,2464.0,230.0,2464.0,46.0,247.0,11.0,258.0
130,2,2023-01-13,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,,,,,251.0,2138.0,130.0,2303.0,248.0,1266.0,83.0,1374.0,48.0,217.0,0.0,209.0,31.0,274.0,6.0,280.0,69.0,673.0,10.0,680.0,171.0,718.0,89.0,781.0,87.0,1161.0,42.0,1217.0,348.0,2235.0,206.0,2289.0,402.0,2587.0,253.0,2657.0,361.0,2811.0,230.0,2811.0,344.0,2464.0,230.0,2464.0,46.0,247.0,11.0,258.0
131,1,2023-01-13,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,,,,,110.0,2037.0,55.0,2107.0,192.0,1192.0,68.0,1300.0,63.0,237.0,0.0,237.0,33.0,260.0,18.0,270.0,39.0,629.0,6.0,625.0,185.0,718.0,21.0,766.0,38.0,1124.0,21.0,1157.0,298.0,2125.0,76.0,2074.0,395.0,2454.0,104.0,2394.0,446.0,2634.0,141.0,2522.0,428.0,2307.0,70.0,2233.0,73.0,203.0,0.0,173.0
131,2,2023-01-13,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,,,,,110.0,2037.0,55.0,2107.0,192.0,1192.0,68.0,1300.0,63.0,237.0,0.0,237.0,33.0,260.0,18.0,270.0,39.0,629.0,6.0,625.0,185.0,718.0,21.0,766.0,38.0,1124.0,21.0,1157.0,298.0,2125.0,76.0,2074.0,395.0,2454.0,104.0,2394.0,446.0,2634.0,141.0,2522.0,428.0,2307.0,70.0,2233.0,73.0,203.0,0.0,173.0
132,1,2023-01-13,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,,,,,125.0,2052.0,3.0,2108.0,214.0,1193.0,43.0,1263.0,54.0,209.0,0.0,217.0,26.0,261.0,5.0,270.0,44.0,647.0,16.0,629.0,173.0,663.0,57.0,766.0,51.0,1135.0,15.0,1155.0,153.0,2149.0,21.0,2069.0,147.0,2488.0,45.0,2397.0,240.0,2663.0,108.0,2543.0,186.0,2323.0,68.0,2233.0,74.0,233.0,0.0,203.0
132,2,2023-01-13,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,,,,,125.0,2052.0,3.0,2108.0,214.0,1193.0,43.0,1263.0,54.0,209.0,0.0,217.0,26.0,261.0,5.0,270.0,44.0,647.0,16.0,629.0,173.0,663.0,57.0,766.0,51.0,1135.0,15.0,1155.0,153.0,2149.0,21.0,2069.0,147.0,2488.0,45.0,2397.0,240.0,2663.0,108.0,2543.0,186.0,2323.0,68.0,2233.0,74.0,233.0,0.0,203.0
133,1,2023-01-13,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,,,,,251.0,2138.0,130.0,2303.0,248.0,1266.0,83.0,1374.0,48.0,217.0,0.0,209.0,31.0,274.0,6.0,280.0,69.0,673.0,10.0,680.0,171.0,718.0,89.0,781.0,87.0,1161.0,42.0,1217.0,348.0,2235.0,206.0,2289.0,402.0,2587.0,253.0,2657.0,361.0,2811.0,230.0,2811.0,344.0,2464.0,230.0,2464.0,46.0,247.0,11.0,258.0
133,2,2023-01-13,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,,,,,251.0,2138.0,130.0,2303.0,248.0,1266.0,83.0,1374.0,48.0,217.0,0.0,209.0,31.0,274.0,6.0,280.0,69.0,673.0,10.0,680.0,171.0,718.0,89.0,781.0,87.0,1161.0,42.0,1217.0,348.0,2235.0,206.0,2289.0,402.0,2587.0,253.0,2657.0,361.0,2811.0,230.0,2811.0,344.0,2464.0,230.0,2464.0,46.0,247.0,11.0,258.0
134,1,2023-01-13,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,,,,,251.0,2138.0,130.0,2303.0,248.0,1266.0,83.0,1374.0,48.0,217.0,0.0,209.0,31.0,274.0,6.0,280.0,69.0,673.0,10.0,680.0,171.0,718.0,89.0,781.0,87.0,1161.0,42.0,1217.0,348.0,2235.0,206.0,2289.0,402.0,2587.0,253.0,2657.0,361.0,2811.0,230.0,2811.0,344.0,2464.0,230.0,2464.0,46.0,247.0,11.0,258.0
134,2,2023-01-13,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,,,,,251.0,2138.0,130.0,2303.0,248.0,1266.0,83.0,1374.0,48.0,217.0,0.0,209.0,31.0,274.0,6.0,280.0,69.0,673.0,10.0,680.0,171.0,718.0,89.0,781.0,87.0,1161.0,42.0,1217.0,348.0,2235.0,206.0,2289.0,402.0,2587.0,253.0,2657.0,361.0,2811.0,230.0,2811.0,344.0,2464.0,230.0,2464.0,46.0,247.0,11.0,258.0
135,1,2023-01-13,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,,,,,200.0,2163.0,81.0,2161.0,92.0,1303.0,162.0,1225.0,31.0,257.0,18.0,239.0,30.0,288.0,53.0,281.0,81.0,679.0,17.0,629.0,77.0,765.0,114.0,659.0,88.0,1159.0,107.0,1077.0,351.0,2262.0,212.0,2435.0,445.0,2657.0,267.0,2879.0,504.0,2815.0,275.0,3053.0,435.0,2495.0,279.0,2757.0,76.0,241.0,8.0,249.0
135,2,2023-01-13,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,,,,,200.0,2163.0,81.0,2161.0,92.0,1303.0,162.0,1225.0,31.0,257.0,18.0,239.0,30.0,288.0,53.0,281.0,81.0,679.0,17.0,629.0,77.0,765.0,114.0,659.0,88.0,1159.0,107.0,1077.0,351.0,2262.0,212.0,2435.0,445.0,2657.0,267.0,2879.0,504.0,2815.0,275.0,3053.0,435.0,2495.0,279.0,2757.0,76.0,241.0,8.0,249.0
136,1,2023-01-13,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,,,,,187.0,2138.0,94.0,2163.0,109.0,1284.0,108.0,1334.0,48.0,239.0,18.0,257.0,23.0,280.0,11.0,276.0,73.0,645.0,23.0,627.0,91.0,765.0,53.0,755.0,59.0,1157.0,72.0,1147.0,348.0,2227.0,267.0,2108.0,432.0,2625.0,308.0,2440.0,473.0,2811.0,372.0,2585.0,418.0,2487.0,319.0,2307.0,69.0,241.0,80.0,169.0
136,2,2023-01-13,G2593174444-LPCLOUD,2023-01-18T13:58:05.861000,24,,,,,187.0,2138.0,94.0,2163.0,109.0,1284.0,108.0,1334.0,48.0,239.0,18.0,257.0,23.0,280.0,11.0,276.0,73.0,645.0,23.0,627.0,91.0,765.0,53.0,755.0,59.0,1157.0,72.0,1147.0,348.0,2227.0,267.0,2108.0,432.0,2625.0,308.0,2440.0,473.0,2811.0,372.0,2585.0,418.0,2487.0,319.0,2307.0,69.0,241.0,80.0,169.0
137,1,2023-01-26,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,,,,,154.0,2528.0,87.0,2557.0,114.0,1387.0,79.0,1387.0,149.0,252.0,196.0,69.0,93.0,262.0,95.0,235.0,81.0,766.0,68.0,733.0,151.0,766.0,78.0,734.0,62.0,1373.0,35.0,1366.0,555.0,2961.0,383.0,2968.0,702.0,3459.0,449.0,3441.0,646.0,3652.0,410.0,3601.0,693.0,3311.0,430.0,3256.0,43.0,203.0,0.0,217.0
137,2,2023-01-26,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,,,,,154.0,2528.0,87.0,2557.0,114.0,1387.0,79.0,1387.0,149.0,252.0,196.0,69.0,93.0,262.0,95.0,235.0,81.0,766.0,68.0,733.0,151.0,766.0,78.0,734.0,62.0,1373.0,35.0,1366.0,555.0,2961.0,383.0,2968.0,702.0,3459.0,449.0,3441.0,646.0,3652.0,410.0,3601.0,693.0,3311.0,430.0,3256.0,43.0,203.0,0.0,217.0
138,1,2023-01-26,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,,,,,154.0,2528.0,87.0,2557.0,114.0,1387.0,79.0,1387.0,149.0,252.0,196.0,69.0,93.0,262.0,95.0,235.0,81.0,766.0,68.0,733.0,151.0,766.0,78.0,734.0,62.0,1373.0,35.0,1366.0,555.0,2961.0,383.0,2968.0,702.0,3459.0,449.0,3441.0,646.0,3652.0,410.0,3601.0,693.0,3311.0,430.0,3256.0,43.0,203.0,0.0,217.0
138,2,2023-01-26,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,,,,,154.0,2528.0,87.0,2557.0,114.0,1387.0,79.0,1387.0,149.0,252.0,196.0,69.0,93.0,262.0,95.0,235.0,81.0,766.0,68.0,733.0,151.0,766.0,78.0,734.0,62.0,1373.0,35.0,1366.0,555.0,2961.0,383.0,2968.0,702.0,3459.0,449.0,3441.0,646.0,3652.0,410.0,3601.0,693.0,3311.0,430.0,3256.0,43.0,203.0,0.0,217.0
139,1,2023-01-26,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,,,,,78.0,2545.0,35.0,2585.0,77.0,1387.0,15.0,1376.0,196.0,176.0,0.0,69.0,67.0,237.0,97.0,215.0,45.0,765.0,37.0,773.0,100.0,745.0,82.0,698.0,40.0,1379.0,35.0,1395.0,575.0,2961.0,383.0,3143.0,698.0,3459.0,449.0,3656.0,614.0,3652.0,410.0,3845.0,675.0,3311.0,502.0,3560.0,35.0,203.0,14.0,217.0
139,2,2023-01-26,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,,,,,78.0,2545.0,35.0,2585.0,77.0,1387.0,15.0,1376.0,196.0,176.0,0.0,69.0,67.0,237.0,97.0,215.0,45.0,765.0,37.0,773.0,100.0,745.0,82.0,698.0,40.0,1379.0,35.0,1395.0,575.0,2961.0,383.0,3143.0,698.0,3459.0,449.0,3656.0,614.0,3652.0,410.0,3845.0,675.0,3311.0,502.0,3560.0,35.0,203.0,14.0,217.0
140,1,2023-01-26,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,,,,,176.0,2297.0,18.0,2297.0,266.0,1277.0,118.0,1199.0,138.0,201.0,71.0,256.0,74.0,227.0,62.0,275.0,130.0,757.0,91.0,740.0,235.0,726.0,103.0,653.0,64.0,1337.0,33.0,1344.0,507.0,2774.0,373.0,2884.0,597.0,3213.0,433.0,3369.0,629.0,3450.0,444.0,3544.0,690.0,3077.0,525.0,3218.0,199.0,186.0,192.0,76.0
140,2,2023-01-26,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,,,,,176.0,2297.0,18.0,2297.0,266.0,1277.0,118.0,1199.0,138.0,201.0,71.0,256.0,74.0,227.0,62.0,275.0,130.0,757.0,91.0,740.0,235.0,726.0,103.0,653.0,64.0,1337.0,33.0,1344.0,507.0,2774.0,373.0,2884.0,597.0,3213.0,433.0,3369.0,629.0,3450.0,444.0,3544.0,690.0,3077.0,525.0,3218.0,199.0,186.0,192.0,76.0
141,1,2023-01-26,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,,,,,220.0,2431.0,82.0,2375.0,109.0,1407.0,128.0,1292.0,43.0,265.0,13.0,252.0,143.0,282.0,84.0,235.0,122.0,733.0,121.0,682.0,195.0,793.0,146.0,643.0,123.0,1344.0,54.0,1257.0,561.0,2833.0,136.0,2941.0,706.0,3306.0,322.0,3581.0,748.0,3507.0,313.0,3837.0,712.0,3166.0,317.0,3415.0,141.0,186.0,0.0,186.0
141,2,2023-01-26,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,,,,,220.0,2431.0,82.0,2375.0,109.0,1407.0,128.0,1292.0,43.0,265.0,13.0,252.0,143.0,282.0,84.0,235.0,122.0,733.0,121.0,682.0,195.0,793.0,146.0,643.0,123.0,1344.0,54.0,1257.0,561.0,2833.0,136.0,2941.0,706.0,3306.0,322.0,3581.0,748.0,3507.0,313.0,3837.0,712.0,3166.0,317.0,3415.0,141.0,186.0,0.0,186.0
142,1,2023-01-26,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,,,,,107.0,2388.0,32.0,2334.0,110.0,1390.0,146.0,1346.0,33.0,256.0,0.0,252.0,75.0,275.0,78.0,203.0,91.0,724.0,30.0,682.0,116.0,789.0,190.0,739.0,60.0,1326.0,86.0,1246.0,284.0,2703.0,174.0,2729.0,367.0,3148.0,281.0,3267.0,485.0,3265.0,393.0,3321.0,372.0,2925.0,302.0,3093.0,131.0,137.0,49.0,186.0
142,2,2023-01-26,G2599518289-LPCLOUD,2023-01-28T13:58:06.176000,68,,,,,107.0,2388.0,32.0,2334.0,110.0,1390.0,146.0,1346.0,33.0,256.0,0.0,252.0,75.0,275.0,78.0,203.0,91.0,724.0,30.0,682.0,116.0,789.0,190.0,739.0,60.0,1326.0,86.0,1246.0,284.0,2703.0,174.0,2729.0,367.0,3148.0,281.0,3267.0,485.0,3265.0,393.0,3321.0,372.0,2925.0,302.0,3093.0,131.0,137.0,49.0,186.0
143,1,2023-02-09,G2611126445-LPCLOUD,2023-02-12T13:58:06.555000,96,,,,,452.0,3991.0,210.0,3991.0,261.0,2595.0,154.0,2437.0,129.0,9102.0,0.0,9096.0,292.0,8607.0,192.0,8500.0,248.0,8622.0,97.0,8524.0,279.0,8272.0,87.0,8216.0,287.0,8543.0,90.0,8504.0,218.0,8743.0,91.0,8632.0,168.0,8851.0,68.0,8749.0,183.0,8792.0,66.0,8690.0,205.0,8676.0,143.0,8587.0,128.0,6277.0,0.0,6277.0
143,2,2023-02-09,G2611126445-LPCLOUD,2023-02-12T13:58:06.555000,96,,,,,452.0,3991.0,210.0,3991.0,261.0,2595.0,154.0,2437.0,129.0,9102.0,0.0,9096.0,292.0,8607.0,192.0,8500.0,248.0,8622.0,97.0,8524.0,279.0,8272.0,87.0,8216.0,287.0,8543.0,90.0,8504.0,218.0,8743.0,91.0,8632.0,168.0,8851.0,68.0,8749.0,183.0,8792.0,66.0,8690.0,205.0,8676.0,143.0,8587.0,128.0,6277.0,0.0,6277.0
144,1,2023-02-09,G2611126445-LPCLOUD,2023-02-12T13:58:06.555000,96,,,,,296.0,4282.0,85.0,4360.0,162.0,2649.0,182.0,2769.0,110.0,9140.0,66.0,9206.0,234.0,8816.0,57.0,8840.0,226.0,8883.0,65.0,8918.0,230.0,8519.0,56.0,8519.0,156.0,8729.0,43.0,8728.0,148.0,8863.0,12.0,8849.0,86.0,8956.0,65.0,8907.0,67.0,8907.0,44.0,8888.0,232.0,8866.0,73.0,8893.0,121.0,6282.0,106.0,6383.0
144,2,2023-02-09,G2611126445-LPCLOUD,2023-02-12T13:58:06.555000,96,,,,,296.0,4282.0,85.0,4360.0,162.0,2649.0,182.0,2769.0,110.0,9140.0,66.0,9206.0,234.0,8816.0,57.0,8840.0,226.0,8883.0,65.0,8918.0,230.0,8519.0,56.0,8519.0,156.0,8729.0,43.0,8728.0,148.0,8863.0,12.0,8849.0,86.0,8956.0,65.0,8907.0,67.0,8907.0,44.0,8888.0,232.0,8866.0,73.0,8893.0,121.0,6282.0,106.0,6383.0
145,1,2023-02-09,G2611126445-LPCLOUD,2023-02-12T13:58:06.555000,96,,,,,428.0,4060.0,73.0,4060.0,509.0,2626.0,94.0,2628.0,236.0,9102.0,0.0,9102.0,230.0,8542.0,43.0,8650.0,270.0,8707.0,158.0,8769.0,318.0,8298.0,212.0,8224.0,329.0,8538.0,111.0,8508.0,295.0,8704.0,29.0,8701.0,263.0,8789.0,18.0,8789.0,272.0,8744.0,54.0,8741.0,234.0,8676.0,102.0,8735.0,315.0,6336.0,0.0,6336.0
145,2,2023-02-09,G2611126445-LPCLOUD,2023-02-12T13:58:06.555000,96,,,,,428.0,4060.0,73.0,4060.0,509.0,2626.0,94.0,2628.0,236.0,9102.0,0.0,9102.0,230.0,8542.0,43.0,8650.0,270.0,8707.0,158.0,8769.0,318.0,8298.0,212.0,8224.0,329.0,8538.0,111.0,8508.0,295.0,8704.0,29.0,8701.0,263.0,8789.0,18.0,8789.0,272.0,8744.0,54.0,8741.0,234.0,8676.0,102.0,8735.0,315.0,6336.0,0.0,6336.0
146,1,2023-02-09,G2611126445-LPCLOUD,2023-02-12T13:58:06.555000,96,,,,,197.0,4247.0,63.0,4185.0,164.0,2662.0,103.0,2716.0,92.0,9201.0,1.0,9261.0,278.0,8802.0,171.0,8779.0,214.0,8882.0,66.0,8868.0,142.0,8541.0,74.0,8513.0,123.0,8778.0,28.0,8778.0,113.0,8898.0,46.0,8925.0,89.0,8980.0,43.0,8993.0,90.0,8908.0,20.0,8942.0,215.0,8897.0,64.0,8837.0,87.0,6451.0,6.0,6517.0
146,2,2023-02-09,G2611126445-LPCLOUD,2023-02-12T13:58:06.555000,96,,,,,197.0,4247.0,63.0,4185.0,164.0,2662.0,103.0,2716.0,92.0,9201.0,1.0,9261.0,278.0,8802.0,171.0,8779.0,214.0,8882.0,66.0,8868.0,142.0,8541.0,74.0,8513.0,123.0,8778.0,28.0,8778.0,113.0,8898.0,46.0,8925.0,89.0,8980.0,43.0,8993.0,90.0,8908.0,20.0,8942.0,215.0,8897.0,64.0,8837.0,87.0,6451.0,6.0,6517.0
147,1,2023-02-09,G2611126445-LPCLOUD,2023-02-12T13:58:06.555000,96,,,,,452.0,3991.0,210.0,3991.0,261.0,2595.0,154.0,2437.0,129.0,9102.0,0.0,9096.0,292.0,8607.0,192.0,8500.0,248.0,8622.0,97.0,8524.0,279.0,8272.0,87.0,8216.0,287.0,8543.0,90.0,8504.0,218.0,8743.0,91.0,8632.0,168.0,8851.0,68.0,8749.0,183.0,8792.0,66.0,8690.0,205.0,8676.0,143.0,8587.0,128.0,6277.0,0.0,6277.0
147,2,2023-02-09,G2611126445-LPCLOUD,2023-02-12T13:58:06.555000,96,,,,,452.0,3991.0,210.0,3991.0,261.0,2595.0,154.0,2437.0,129.0,9102.0,0.0,9096.0,292.0,8607.0,192.0,8500.0,248.0,8622.0,97.0,8524.0,279.0,8272.0,87.0,8216.0,287.0,8543.0,90.0,8504.0,218.0,8743.0,91.0,8632.0,168.0,8851.0,68.0,8749.0,183.0,8792.0,66.0,8690.0,205.0,8676.0,143.0,8587.0,128.0,6277.0,0.0,6277.0
148,1,2023-02-09,G2611126445-LPCLOUD,2023-02-12T13:58:06.555000,96,,,,,296.0,4282.0,85.0,4360.0,162.0,2649.0,182.0,2769.0,110.0,9140.0,66.0,9206.0,234.0,8816.0,57.0,8840.0,226.0,8883.0,65.0,8918.0,230.0,8519.0,56.0,8519.0,156.0,8729.0,43.0,8728.0,148.0,8863.0,12.0,8849.0,86.0,8956.0,65.0,8907.0,67.0,8907.0,44.0,8888.0,232.0,8866.0,73.0,8893.0,121.0,6282.0,106.0,6383.0
148,2,2023-02-09,G2611126445-LPCLOUD,2023-02-12T13:58:06.555000,96,,,,,296.0,4282.0,85.0,4360.0,162.0,2649.0,182.0,2769.0,110.0,9140.0,66.0,9206.0,234.0,8816.0,57.0,8840.0,226.0,8883.0,65.0,8918.0,230.0,8519.0,56.0,8519.0,156.0,8729.0,43.0,8728.0,148.0,8863.0,12.0,8849.0,86.0,8956.0,65.0,8907.0,67.0,8907.0,44.0,8888.0,232.0,8866.0,73.0,8893.0,121.0,6282.0,106.0,6383.0
